hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p16_hook_left_main_001,0.3618100676839102,0.409495738179577,0.2959449009615831,0.2610269920395936,0.24214159433621774,0.27675232358018087,0.07434196362598201,0.074024361125714,0.04773125957760316,0.5023893353635105,0.8469153761510164,0.7435575639147646
p16_hook_left_main_002,0.35326577257611147,0.3900760761813917,0.2994797796952319,0.24428183203804393,0.22884634315501948,0.2731126180350315,0.07226780416082382,0.07166099598469582,0.047679249606084835,0.5233048788403736,0.7853170449019502,0.7067133950834771
p16_hook_left_main_003,0.3625674150625743,0.42127010728894554,0.31255599786579324,0.2583458298026854,0.23537667118985278,0.15190748135114815,0.07474249884714397,0.07343050095281481,0.04773239095632255,0.4854091950928431,0.7584430260565228,0.6765328767674188
p16_hook_left_main_004,0.33876842002358964,0.39967742667401246,0.2872028819560179,0.2127649079243195,0.19388002771760598,0.1682677817277189,0.0724170147944891,0.0717585676799747,0.04763580342987866,0.4480816977386701,0.6797905206792189,0.6102778737970542
p16_hook_left_main_005,0.3630814153729429,0.4198019172623031,0.3102520138540164,0.3054967468071557,0.26095204509624975,0.23847429447483295,0.07375967384068141,0.07426305716390735,0.04779768830383254,0.5244316138820957,0.8704696179068065,0.7666582166993932
p16_hook_left_main_006,0.3422294876592813,0.41175607510349427,0.29728558875641264,0.24808399375478304,0.23183972172700643,0.1840962114738906,0.0745057085794002,0.07351853114191378,0.04771906316598001,0.44599326154981284,0.7838155149847,0.6824688389542339
p16_hook_left_main_007,0.350340165005306,0.4290901279175358,0.29157350796603343,0.2663493358604903,0.24098912040880713,0.19544272204545252,0.07452861278296756,0.07457717122424792,0.04766112405012437,0.49991219196904935,0.7746862917119427,0.6922540617890747
p16_hook_left_main_008,0.3643202520128967,0.4139717333303614,0.30611750289728723,0.28761913941708606,0.2261926232220272,0.2536879744574242,0.07127949022247873,0.07103398652630594,0.04779837126955343,0.48201228886273756,0.8747704334519865,0.7569429900752118
p16_hook_left_main_009,0.36564150782477234,0.42370444555742903,0.3019038527018065,0.24803388801903417,0.2336809367929241,0.16747301991883706,0.07326827913911119,0.07364532021809359,0.04771275562797498,0.48121366401175203,0.7571674953892297,0.6743813459759864
p16_hook_left_main_010,0.358155740222674,0.4182899182207095,0.2949156064012196,0.27614579872927153,0.2633336550130149,0.22498221157451687,0.07542853613145668,0.07350919800712905,0.04769803383272499,0.5092917659102234,0.8242455904207863,0.7297594430676173
p16_hook_left_main_011,0.3513542174611343,0.43853857776176347,0.2935788595054324,0.26267585909601154,0.2259589209424428,0.15157755993296734,0.07468366204984922,0.0734598313409581,0.0477330235614189,0.47068046134134045,0.7542065769605457,0.669148742274784
p16_hook_left_main_012,0.35986133389366703,0.42535076824031226,0.3282034965956728,0.2736629856224918,0.2526046879105985,0.22920715962905644,0.07403784414742123,0.07574631767424973,0.04771796197711787,0.5032098751990499,0.8610899399514557,0.753725920525734
p16_hook_left_main_013,0.334244430192267,0.46024729839319667,0.30369065561053593,0.2700373783335495,0.2447470326310756,0.23135314629492557,0.07444214939646655,0.07272431121404895,0.047705149166262235,0.5141474970055101,0.8243217040065712,0.7312694419062529
