hook_left|p16_Global|hook_left_005,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p16_hook_left_main_001,0.36104831761341083,0.1526307547463108,0.19881860474739815,0.1433915032830827,0.35453689626505974,0.07401606440337163,0.29457605619977406,0.12211539845186199,0.16432293247347501,0.18757222924134587,0.2561658644926637,0.1100949851881401,0.16063804843263435,0.23227963218870923,0.3763366513879417,0.19952990503146037,0.8181771525768788,0.23229484061771616,0.23681452638467207,0.3382192171585797,0.33168210775927764,0.052991627694443176,0.0489402191983392,0.04762675865175242,0.5850888706026283,0.7769553428243414,0.41229105073804695
p16_hook_left_main_002,0.2845160782348402,0.16510040111907226,0.2878022175133633,0.1578158674012306,0.3483313325582244,0.07535548455100663,0.27293950157906577,0.15927795719227786,0.1705386043037555,0.2280649961275345,0.24716139428006115,0.11188457527998699,0.15375773940308765,0.23671166192635112,0.34734423084083815,0.19933656285708698,0.8172280340382597,0.23523061054424774,0.242966085532854,0.3573960416909009,0.34507131092541066,0.052235190007005654,0.04832586080130221,0.047657020873879415,0.5945252770078951,0.7919122296001648,0.41978462523702215
p16_hook_left_main_003,0.3613972436172966,0.1166886528838802,0.02662034283388362,0.018927565991167995,0.34423509926067003,0.03850489969147029,0.2736390251822153,0.09417693354164833,0.16816107322446455,0.18747879127716557,0.26821349169400854,0.12029065092306582,0.16901224336901272,0.2597761541549317,0.3637321471398813,0.19788850034233524,0.8347507410130689,0.24672472319471356,0.25097359674138514,0.3505909359670839,0.33555495686889397,0.05311863286432708,0.048258402300764475,0.04762229857614943,0.5564249232890965,0.7091603635079795,0.37839133104206446
p16_hook_left_main_004,0.3328003110410379,0.13453155147399629,0.07762176524374167,0.0568897343568122,0.33333205699890245,0.039463808066703084,0.20772997905620416,0.07148134777605113,0.14118681561574398,0.16294295192468553,0.2167848457694137,0.07826849281042507,0.14152945689763946,0.22736819494208138,0.3603719481021872,0.19892530827872917,0.8083681798222523,0.2259505401762881,0.2340876966534164,0.32784516855725043,0.3066459635315601,0.05164414023309231,0.04827693991908329,0.04762034737105535,0.5434540384306142,0.6355192739778648,0.3415698106744601
p16_hook_left_main_005,0.3656578429671349,0.12831289811099258,0.16417957202855768,0.10234210844705863,0.3619977299730091,0.09100948154262949,0.2549479908150912,0.16597150413203346,0.17429747117970898,0.21873157331439058,0.2644742645327221,0.11816785947523645,0.17280734498972714,0.2666391072455248,0.3573510111313972,0.19977306291783786,0.83521294175568,0.24342360130671378,0.2465683614947478,0.3462939509884664,0.3419398254848719,0.05082218959939074,0.04806704127013939,0.04762091092984827,0.5914140361960081,0.792385191384257,0.4200030511570526
p16_hook_left_main_006,0.368342475102582,0.10116224829937086,0.11353003460415359,0.07843011940404485,0.3266734808084951,0.042803473330735704,0.27751427301687703,0.11425922647309464,0.16952208948421624,0.18551664073626645,0.25092982716137124,0.11429178314091415,0.16667787281625424,0.23183390258042613,0.3672931363741595,0.19961285507243526,0.830841049275248,0.24199492923007773,0.2454648853436748,0.3226323434308337,0.3212984998266414,0.052822617576341824,0.04849200192405151,0.04762232682017819,0.519247803030943,0.7459892862074431,0.39680580651381064
p16_hook_left_main_007,0.35141185948297815,0.12578236970220122,0.06806647286025823,0.05689828666148883,0.34689766906715713,0.05616159313999741,0.2489723044019781,0.10687280323188493,0.15699192537369674,0.18270162427542738,0.24159836435580564,0.09249203775166293,0.15024555987498883,0.21603718790556492,0.3658273910423517,0.19796328879383993,0.8283584506215845,0.24342705261749273,0.24937115095652457,0.31727873286960184,0.30720170606789726,0.05326137789612199,0.04843841999234726,0.04761920048486957,0.5457816775308516,0.6870887508310869,0.3673539756579782
p16_hook_left_main_008,0.34812131225987647,0.12227512887431413,0.17603938526095722,0.11008331085648979,0.35831390442613636,0.07052971063763515,0.23514307726447012,0.162576587590235,0.19188055805434243,0.19874820163535034,0.23681364950394607,0.11735462171871551,0.17603374958482437,0.2761063438474497,0.3608105802404992,0.1974478508464502,0.8308326825074254,0.25300139108303155,0.2565253511585476,0.35843457953609603,0.3443822715521407,0.051991662717304675,0.04845057625995107,0.047630430744236375,0.5438201163281788,0.8042900014296814,0.4259602160869589
p16_hook_left_main_009,0.36650122847526456,0.115224230067005,0.020183961433907695,0.016389022211084535,0.3391904264085445,0.046795773033370645,0.2548519608349532,0.11937348290787309,0.16487009763977264,0.1868745897111576,0.24402368659822837,0.1029707005015564,0.16780584265180498,0.24860753026621304,0.3628503072126618,0.19930879373662824,0.8372492414455108,0.24860460455727185,0.25227402833010615,0.33769082857747634,0.32894223955028146,0.05237460610625779,0.04833696362912392,0.04762904046632765,0.5408544581811137,0.7015277727086227,0.37457840658747515
p16_hook_left_main_010,0.36874302499299505,0.12824166884037466,0.15934557417988912,0.0894953851124759,0.3662313836419737,0.07755594307553484,0.25332212007231814,0.1637761807082673,0.17345371486124836,0.2009184602317471,0.2578481713269574,0.10760090575190709,0.17057015275247453,0.24522089681632037,0.36945027201295544,0.19976154318704537,0.8376853368840707,0.24601397233148847,0.2501989862614951,0.3439460397769483,0.33467014601264333,0.05362620875627502,0.04869443095848748,0.04761924302645629,0.5722091520875823,0.7777233804644106,0.4126713117454334
p16_hook_left_main_011,0.3580993767547018,0.07444663321017247,0.028718594571101718,0.023757592654830878,0.335447015181615,0.05596537197148127,0.2281488877270575,0.084333438006886,0.17357507945785564,0.1963620105218839,0.25746248395962035,0.1171073875635988,0.1742338137396056,0.24024085342154033,0.35698865802534696,0.19860572866820161,0.8478881642291369,0.255002704522437,0.25854100552945336,0.3136642357923968,0.3126745242763461,0.05305457894359078,0.04803439142274268,0.047620216068339716,0.5178281090265393,0.7004188324908536,0.3740195242795966
p16_hook_left_main_012,0.3146876740440723,0.12889654591712704,0.1283803179087105,0.08118863437173675,0.35080965130851566,0.08420297632834109,0.26592003464165515,0.1553097574218331,0.16886794150141035,0.18307703096064826,0.24601297361321733,0.11098433147938871,0.16993011224637988,0.29108632046866445,0.3691946231508549,0.1966574998490544,0.8313771112242355,0.24181159464600097,0.24530215290145052,0.3129654857237357,0.3193370979799032,0.052161573102295224,0.04859301555141955,0.047620497359341124,0.5456037479499777,0.7642261766418909,0.405923337000616
