straight|p12_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p12_straight_main_001,0.24956338821530116,0.4379524623976746,0.295037757661456,0.264965134167144,0.38059542602078517,0.13144689664509748,0.04890645675116143,0.05962299361223692,0.06123753943133323,0.45736592714402835,0.886041528945633,0.18863179250247555
p12_straight_main_002,0.2739503063734786,0.4472761863409902,0.2717373543727078,0.26663555505185804,0.36920585820534824,0.3469126097339147,0.049154540379546606,0.06051153726739304,0.06084216876195568,0.6038186696346102,0.9255765230539151,0.23782824909384992
p12_straight_main_003,0.25370702526460465,0.4433034241172312,0.30568153810263765,0.28896762372596685,0.3305877812084533,0.1659033659322581,0.05318290244466241,0.053969351611983366,0.0586218908886435,0.4575104678325731,0.9114454579082192,0.18822090729640628
p12_straight_main_004,0.1921039101642074,0.3734874930120789,0.2371961028620037,0.3159430263698752,0.20200493465829567,0.10917503561841022,0.04984143159481278,0.04846996922179568,0.04766034536172735,0.3756856475052453,0.7110895005414181,0.15799901610728456
p12_straight_main_005,0.20997841714198934,0.39618309689324355,0.2833949612491583,0.3027021223493195,0.23589195789401612,0.11140128737614834,0.04816345806494514,0.047859018607682456,0.04767245225392245,0.40529980750578326,0.7845942085194311,0.16710742805947026
p12_straight_main_006,0.20419412258722774,0.3942910415848826,0.27603563581824636,0.2969332926555669,0.2944857207660846,0.11620705696552702,0.04848266500023306,0.0482674176999056,0.05260524647323797,0.39180042687375893,0.845275975363142,0.16285016985796585
p12_straight_main_007,0.24753446241958138,0.3987444630057617,0.3160744590337292,0.28336702335863345,0.32643813558213763,0.1273766572707949,0.04854517460443346,0.04826246512350846,0.06524939531872372,0.4298693725222374,0.8861744651558704,0.1755590040833931
p12_straight_main_008,0.2786491657567285,0.4680700868105843,0.3098748841986324,0.24703061022351003,0.35896001151067886,0.13819132271437679,0.05242970639775823,0.059561962562907474,0.06324325996786116,0.46107502634546105,0.8907211197048974,0.1910222317687089
p12_straight_main_009,0.25200991144728013,0.4624981543813439,0.25868076647202515,0.2535408489851263,0.356984879189242,0.13817143404516352,0.048987250757106346,0.05903808278521448,0.05697395725459955,0.4189981300525857,0.8789702856990965,0.1756744878649688
p12_straight_main_010,0.188084526152387,0.3532901901405127,0.24402916494621651,0.2953720389834487,0.24715051980724603,0.11288543046421987,0.0485122841505427,0.04830628311035516,0.04771657598700378,0.3933585896943586,0.7267488854327833,0.16339238565175215
p12_straight_main_011,0.37503951923153733,0.46190114138248467,0.28424119037282064,0.24650145516013602,0.3541253660301334,0.3168345959823471,0.0556640384750204,0.05690786513560124,0.0565584286403662,0.6191884796397953,0.9189094454618567,0.24392012775013897
p12_straight_main_012,0.31880492143358463,0.3865024669005536,0.29201778839943526,0.28113204724997953,0.324126636977842,0.3063495795729815,0.04844845283909237,0.048066699913780125,0.05711486801184679,0.5493682557733848,0.9358048809667355,0.21529446950875242
p12_straight_main_013,0.3826519125393547,0.4555715407862818,0.28886302249242857,0.25058919983865224,0.3340036515211576,0.3112786784293317,0.04886564110771205,0.054537378789685335,0.05317398731590368,0.621871200483642,0.9124727235132036,0.24175807346034645
p12_straight_main_014,0.38773392002648366,0.4565553502095606,0.2987173357036405,0.24316203105681816,0.3274308191279019,0.31595595595273246,0.04891626922878268,0.054727419436091725,0.05245382356988625,0.6225477894443667,0.9156949030216518,0.2420638260364137
p12_straight_main_015,0.36885674420685727,0.45064346123167776,0.2890088545747875,0.2200280615204629,0.3549867162631828,0.17318165942650404,0.05238000401323769,0.057022251108744225,0.05947342786524704,0.477148217002506,0.8983739752456424,0.19551682404149595
p12_straight_main_016,0.35281566603350967,0.44954499746255944,0.31224695696497806,0.2337074897688832,0.34293609486616594,0.11838580604848312,0.05171237416401125,0.0582751373133046,0.057008468619977194,0.4705927922035419,0.8721526622234007,0.19352676789361922
p12_straight_main_017,0.3479431122345983,0.4418050044683737,0.28743570285067493,0.254919463441821,0.35057948727450083,0.11484608735998159,0.049848472289294066,0.05709435729068252,0.06026703944156356,0.4783743165044557,0.8583445871987786,0.19510571536147742
p12_straight_main_018,0.2680155683591827,0.3469367212757561,0.24340187869842275,0.28754026693401163,0.2409003535979343,0.11713475538923594,0.04854429504865101,0.048216197736882946,0.048313484936288405,0.4147911661128961,0.7214023841575441,0.17051721963281002
p12_straight_main_019,0.3652820117979884,0.4529148734031052,0.29293606843545944,0.2619634174104076,0.334140716546459,0.13537468967401464,0.049346247666278945,0.05883753432695028,0.05832507140846951,0.4862935347431498,0.8820959148393545,0.198159105578793
p12_straight_main_020,0.3587488040281131,0.44810206877689157,0.28741324155484815,0.25993079208518904,0.335961225794893,0.1188122601343276,0.049694482853955974,0.05945384355737486,0.05522629837453284,0.47725944786617935,0.8662271281219357,0.19546925809250337
p12_straight_main_021,0.286535577617976,0.4207030043870709,0.2363034143111144,0.29732431747374155,0.2777147106823816,0.11799597763818206,0.048351113205555164,0.04816491496955971,0.04801778334645979,0.4593038710199321,0.7727420298405645,0.1852732997316823
p12_straight_main_022,0.3534671668024367,0.41745522712269983,0.27047030737243916,0.2878443132169952,0.31019616368027886,0.11832391444352586,0.04835013330231253,0.048042017160696615,0.05107987351771448,0.46500271814178173,0.8625351034180135,0.18713162286826363
p12_straight_main_023,0.367112296885672,0.4565885584162877,0.26819317233828927,0.247293872240391,0.3423800497598688,0.13846818237491695,0.05178849034952913,0.056967690651970174,0.0522704209539872,0.4763458087924183,0.8717491609562649,0.19503399659797252
p12_straight_main_024,0.28084939911128803,0.3401331101374829,0.24193125185829914,0.30246149649054344,0.20867421977386624,0.10889586759969139,0.05323972328426531,0.048509093537593424,0.047686558329004425,0.452730032888621,0.6663990695037219,0.18482628323682657
p12_straight_main_025,0.3647344187740302,0.4642681223039017,0.27377199403318553,0.2645713629350251,0.33592981294051205,0.1358382820026129,0.04910986977643531,0.057114583370169815,0.05301526111098487,0.4861007320035056,0.8795577789851847,0.19744172838337024
p12_straight_main_026,0.36270903717622255,0.4605288277992531,0.2895478743195043,0.2619317343169924,0.33793222053249267,0.1385715437999137,0.049189497861167164,0.06019063890089555,0.054817750354040316,0.4874611808555579,0.88784199237333,0.1989471058725402
p12_straight_main_027,0.3492299064828592,0.4708009759780719,0.2694156770832823,0.26870964663508695,0.328916219509698,0.13152316953370655,0.04928459106341582,0.05613589764894002,0.05187014337768859,0.4809513921575152,0.8709767365028946,0.19545729362329034
p12_straight_main_028,0.3019987923541194,0.36002843677330587,0.2524897210597409,0.2962330951715634,0.2549424713896352,0.11872450906307945,0.05325911374263946,0.04844863374124654,0.047904944973049556,0.4440726201475488,0.7389757159206919,0.18192678921047825
p12_straight_main_029,0.29650292124356553,0.38807222650609335,0.2604838833893095,0.2757861742921671,0.21889275912655098,0.11187784899652112,0.050790473526582544,0.048162016663181824,0.04765535737907058,0.41311642119315983,0.7461583046969741,0.1706896371276414
p12_straight_main_030,0.3696870597844521,0.4695008251872208,0.3107938333611076,0.25686211579749896,0.34439627675333717,0.1360138781040915,0.04927142283002066,0.059944907449469384,0.0553228066443785,0.5061715592417582,0.8958428358385986,0.20512929650708273
p12_straight_post_001,0.3856627734113278,0.4719915660280119,0.27324080101662906,0.2554784484283128,0.3782662027126877,0.3330438451428327,0.04906662481287067,0.056714865670402,0.05691769805068353,0.6876222361953321,0.9095175583968413,0.26446790889286825
p12_straight_post_002,0.35076510536081706,0.4545192886132762,0.2878350607260023,0.2592343105526553,0.3765910264542832,0.3458976974500194,0.04909541932641996,0.06021854914491001,0.06413783876753006,0.6478165181614423,0.9377667302492716,0.2523768288775907
p12_straight_post_003,0.37145637680528737,0.4695353312286385,0.29035724324571055,0.25278113084438236,0.3815805430083776,0.3447752531416925,0.049023224012348696,0.058087186472160705,0.05902965618710766,0.6852732711316899,0.9274205071392361,0.2641278938720664
p12_straight_post_004,0.31583360824086687,0.38716139507405006,0.29313091728412055,0.28764257372609414,0.3485784149164957,0.3284226334660122,0.05126459188885562,0.048322684734110846,0.05064374111951763,0.6120144028311396,0.9330696037784522,0.23720055981803534
p12_straight_post_005,0.14169367256641946,0.28731766398814784,0.12266551996451702,0.05871732904278689,0.1580298768182064,0.15596317027524878,0.04837118343814859,0.047855544406026886,0.047619054226477345,0.5992991118393539,0.04966488086786141,0.23184194656117646
p12_straight_post_006,0.35177463909522577,0.40817413015571463,0.30760061423107476,0.2811347874567598,0.368607331912332,0.3400671594930114,0.0485494030434734,0.04821388843225907,0.05875076127537767,0.6714939111598484,0.9364732776244017,0.25608573421186026
