uppercut_right|p12_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p12_uppercut_right_main_001,0.32887016256703056,0.3906783714662533,0.2150780240655493,0.3022952660066679,0.2097734052221254,0.19012782373853324,0.051722228726079976,0.04787712940781407,0.047642641766535265,0.5775684305885759,0.6441557941627034,0.2257225962408233
p12_uppercut_right_main_002,0.31592439986070786,0.3849652005798583,0.21058460575760513,0.28131927441436055,0.16600972523042234,0.2063882617752816,0.05026594232391304,0.047866885384677677,0.04762197821069618,0.5524873436223554,0.6137856295010815,0.21687339044364867
p12_uppercut_right_main_003,0.33880481931551243,0.4385461287520892,0.27077482345993464,0.31751797033185347,0.267984520337554,0.26717159928284634,0.050598820204147674,0.047931453716571835,0.04763735146338622,0.6248391534144069,0.828841673548779,0.24112314244504213
p12_uppercut_right_main_004,0.33505285199281404,0.4336691690953157,0.3156545397816967,0.32687500547936177,0.3005227305027029,0.2561893811244443,0.05361242253915098,0.04805371537706534,0.04766202821669243,0.6592223856015798,0.8675384829392888,0.25362950783926536
p12_uppercut_right_main_005,0.34953659015206273,0.4681901283530812,0.3150367791573768,0.2899572141555667,0.3120506521061282,0.2783083114864492,0.05238180909908704,0.04811156363150243,0.04767597553048067,0.7106162193309776,0.8353022483208483,0.2703698640205224
p12_uppercut_right_main_006,0.3557639396183666,0.45820343766738986,0.3223928987775205,0.2548907976456545,0.28863618094693555,0.2509018538850402,0.05160457581789171,0.047823914887292214,0.04765583108865844,0.6604711405402715,0.8048903118344465,0.25329987708181845
p12_uppercut_right_main_007,0.3676716546676543,0.47705527871804454,0.31348223528093133,0.28264673468570983,0.3039977730410651,0.26600843015266007,0.05255798663636082,0.04809944759044973,0.04771732235225014,0.6753528989103131,0.8534251141849893,0.25867011104570786
p12_uppercut_right_main_008,0.3464059058211571,0.40989281305460634,0.30544494859725163,0.2978378759506655,0.27717454399740526,0.24664249590612944,0.05187953744695741,0.0478908848207806,0.04764078389801949,0.6114872662443225,0.8305509238805681,0.23708589617068682
p12_uppercut_right_main_009,0.2875548883287108,0.34887308212419327,0.26962162221666564,0.302276299911569,0.21464930028894683,0.220465669042294,0.0518857677745722,0.0478679984275299,0.04762327768920903,0.6065507425626075,0.6533102799004846,0.23543483625490322
p12_uppercut_right_main_010,0.30737001824671045,0.36735039030841515,0.29586349028441905,0.31663980654063756,0.2251060791091415,0.23762164042820988,0.052712771216665434,0.047887840984145565,0.04762740722829893,0.6003915756832827,0.7457870714667747,0.23366406262803124
