hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p13_hook_left_main_001,0.345888466,0.405684299,0.295291281,0.290367535,0.263027208,0.190806383,0.059378683,0.057382851,0.047642787,0.562012281,0.773589782,0.710116531,0.676187955,-0.072805316
p13_hook_left_main_002,0.328331278,0.41321376,0.281882957,0.243201547,0.293680369,0.165963034,0.067759079,0.062295036,0.04762595,0.550835209,0.713769115,0.664888944,0.625440432,
p13_hook_left_main_003,0.308818519,0.403574179,0.275474761,0.245471977,0.258250921,0.159058285,0.063603658,0.059911651,0.04762615,0.561974645,0.648147665,0.622295759,0.698245747,
p13_hook_left_main_004,0.290105915,0.396593427,0.273226877,0.250988136,0.2587651,0.145406084,0.062664305,0.059115658,0.04762432,0.565189764,0.622530023,0.605327945,,
p13_hook_left_main_005,0.321435598,0.419253615,0.294423219,0.260217474,0.295677156,0.159041964,0.065382993,0.060877434,0.04763233,0.589814955,0.700214881,0.667094903,,
p13_hook_left_main_006,0.331972771,0.423039423,0.314787449,0.228777578,0.298369716,0.156017718,0.066521031,0.061952975,0.047632043,0.54535964,0.74091786,0.682250394,,
p13_hook_left_main_007,0.325848797,0.410196743,0.29823885,0.224457093,0.236574361,0.127317111,0.067242531,0.062032675,0.047635865,0.519176401,0.652608401,0.612578801,,
p13_hook_left_main_008,0.36175426,0.434894699,0.298327838,0.2958519,0.332467578,0.249403341,0.072641821,0.073866012,0.047634594,0.6472891,0.817951404,0.766752712,,
p13_hook_left_main_009,0.344802865,0.457011904,0.275561171,0.291549168,0.265687859,0.234351862,0.060577383,0.062254827,0.047629982,0.59895069,0.781886735,0.727005921,,
p13_hook_left_main_010,0.331659627,0.436960995,0.292418405,0.274431419,0.29027703,0.197699563,0.065377887,0.061722224,0.047633147,0.575770023,0.773840941,0.714419666,,
p13_hook_left_main_011,0.337210579,0.458087688,0.26783614,0.290816078,0.277521468,0.221032719,0.060452543,0.062639379,0.047625673,0.620219776,0.74838916,0.709938345,,
p13_hook_left_main_012,0.331142464,0.446908944,0.278834596,0.241741068,0.289430551,0.15829138,0.066767425,0.061994927,0.047625061,0.56797639,0.70404957,0.663227616,,
p13_hook_left_main_013,0.339363331,0.443725622,0.286685425,0.258109157,0.277588791,0.239204424,0.061120235,0.063666104,0.047626749,0.61815169,0.744101848,0.706316801,,
p13_hook_left_main_014,0.326332071,0.439649001,0.267917432,0.283861761,0.26467487,0.201713239,0.060808516,0.057735199,0.047624678,0.622592623,0.695053409,0.673315173,,
p13_hook_left_main_015,0.323261658,0.440078161,0.254563088,0.272077052,0.268063046,0.226804531,0.06161005,0.059802275,0.047630277,0.611187011,0.704403859,0.676438805,,
p13_hook_left_main_016,0.355561515,0.472735782,0.273140008,0.319167609,0.2864345,0.240068603,0.06200528,0.06323225,0.047630849,0.64057184,0.801869939,0.753480509,,
p13_hook_left_main_017,0.337833908,0.459623146,0.259413318,0.295142236,0.268613972,0.221103115,0.060743198,0.059769927,0.047623382,0.636740351,0.719983445,0.695010517,,
p13_hook_left_main_018,0.318166864,0.416537379,0.242330546,0.271181196,0.255412224,0.20438964,0.061207728,0.06051338,0.047622448,0.611448619,0.64169041,0.632617873,,
p13_hook_left_main_019,0.328411081,0.428108392,0.279219474,0.243789169,0.287928543,0.159903743,0.065971069,0.061468742,0.047625566,0.573167871,0.68649752,0.652498626,,
p13_hook_left_main_020,0.330621995,0.438540269,0.24484397,0.284900045,0.261218766,0.205321441,0.060554832,0.062491784,0.047624414,0.59577911,0.698306794,0.667548489,,
p13_hook_left_main_021,0.341094403,0.445940635,0.259289245,0.305103761,0.268660671,0.210257091,0.058962354,0.060905984,0.047631436,0.620019375,0.73368282,0.699583786,,
p13_hook_left_main_022,0.358090696,0.449126006,0.262388004,0.292540005,0.324898203,0.184550084,0.072555209,0.065225249,0.04762711,0.613819983,0.755111323,0.712723921,,
