straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p09_straight_main_001,0.351912814,0.466724672,0.321546016,0.342598031,0.310615766,0.256930207,0.048478147,0.04932015,0.048172029,0.724057811,0.858953577,0.818484848,0.780196182,-0.020745473
p09_straight_main_002,0.345736174,0.450714534,0.332964756,0.342480625,0.312138551,0.259271985,0.048402024,0.04978344,0.048288214,0.721341808,0.863824272,0.821079533,0.746414152,
p09_straight_main_003,0.344106623,0.442526304,0.324006192,0.344579666,0.303592532,0.250330599,0.048547753,0.04881791,0.048051576,0.707074789,0.851211456,0.807970456,0.767159625,
p09_straight_main_004,0.349815587,0.440852621,0.317967232,0.327365188,0.304861216,0.257785927,0.048460494,0.049059517,0.048059761,0.695655111,0.84913507,0.803091082,,
p09_straight_main_005,0.319727851,0.414049419,0.275740251,0.291178677,0.238993913,0.261865639,0.049315743,0.047835079,0.047627488,0.6049824,0.773408417,0.722880612,,
p09_straight_main_006,0.338786948,0.440614107,0.285547374,0.335326781,0.299162237,0.2600186,0.048590991,0.048831481,0.047969684,0.664158597,0.848631523,0.793289645,,
p09_straight_main_007,0.319652565,0.457688461,0.310928517,0.273781225,0.318982057,0.286304353,0.049222741,0.04856245,0.047803834,0.668662297,0.850542721,0.795978594,,
p09_straight_main_008,0.336146941,0.447622753,0.288373166,0.315140342,0.269263507,0.240300284,0.048660902,0.047713787,0.047912389,0.635801933,0.819386297,0.764310988,,
p09_straight_main_009,0.345849851,0.4624891,0.284754459,0.333677395,0.299795241,0.266849978,0.048887092,0.048394527,0.047852523,0.660101427,0.871580587,0.808136839,,
p09_straight_main_010,0.336340283,0.455855623,0.288760719,0.34929647,0.254700534,0.255753527,0.048632174,0.048396678,0.047701507,0.658025857,0.833199298,0.780647266,,
p09_straight_main_011,0.301382696,0.409199146,0.238988129,0.322572928,0.245747195,0.195469094,0.049023431,0.047723447,0.047621948,0.625329917,0.68379732,0.666257099,,
p09_straight_main_012,0.321109946,0.423003566,0.277936129,0.306525155,0.278802055,0.254712301,0.049572995,0.04797383,0.047639943,0.707604267,0.729791516,0.723135341,,
p09_straight_main_013,0.261017234,0.367501403,0.256942649,0.309541625,0.220014298,0.227925877,0.049080142,0.047764804,0.047623233,0.589984271,0.685626844,0.656934072,,
p09_straight_main_014,0.355184578,0.492845441,0.345304264,0.315282234,0.316851158,0.260981352,0.049625232,0.056246416,0.048193655,0.722796887,0.871949374,0.827203628,,
p09_straight_main_015,0.300968112,0.381246893,0.24403787,0.297504966,0.214938766,0.220285684,0.049269071,0.047710388,0.047622037,0.615750474,0.64909838,0.639094008,,
p09_straight_main_016,0.235999044,0.401247612,0.25521143,0.299205788,0.231829521,0.228100106,0.049215588,0.047823656,0.047621356,0.560927481,0.715028395,0.668798121,,
p09_straight_main_017,0.35248279,0.466148867,0.330642987,0.344027978,0.277719844,0.248013747,0.049275957,0.051851179,0.048082195,0.669804093,0.880754601,0.817469449,,
