jap|p09_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p09_jap_main_001,0.3139355413983356,0.50673409634301,0.3415988329060229,0.282530266343363,0.26280307208285214,0.22688664302206227,0.047983085695212355,0.04928423853719695,0.047620927810302305,0.5805427657405586,0.8868379710933054,0.6355718513264728
p09_jap_main_002,0.29904537806991616,0.5067809299157515,0.3442098958647274,0.2927405036530831,0.27330870937396473,0.24531895261685124,0.04824501434680454,0.05001929897385573,0.04762817841296356,0.5955003177368549,0.9046519244568543,0.6482621368119547
p09_jap_main_003,0.2928159182031207,0.5054361794558402,0.34435785687440656,0.2902537590499953,0.27064290587649636,0.2512047140814555,0.04839123548721578,0.05072950186637647,0.04763596069992965,0.5837480457621865,0.9114256405926559,0.6532167989747719
p09_jap_main_004,0.31765042948861105,0.5055845213930189,0.32640584759216573,0.27671102749993376,0.25735251851718066,0.25331504654107573,0.04808991789002591,0.04909681591476746,0.047619599221521626,0.5674966577654323,0.8997366435047156,0.6445446952277312
p09_jap_main_005,0.31360583448150303,0.4834640521356923,0.33581080704608274,0.26416186775303996,0.250473643010617,0.23233204344312522,0.04825538196855393,0.04795114437617528,0.04762314392604224,0.5615323380275132,0.8635766472034645,0.6188889963552777
p09_jap_main_006,0.2867150966970068,0.5106691172624365,0.34343056767959873,0.2653743267791464,0.2744628955677304,0.2433519349877657,0.048291744499676416,0.049413461721713646,0.047632185015480104,0.5567885175927328,0.9107495173730376,0.6523487006776403
p09_jap_main_007,0.295855936085505,0.48743479770904463,0.33404553921348634,0.26013751112832273,0.25200476476152756,0.22548445174219908,0.04817879922242084,0.04786769124665217,0.04761989365473159,0.561166922801436,0.8447706525653208,0.6056997641697202
p09_jap_main_008,0.29441143146183546,0.5074850980943321,0.35523480527161155,0.28889436210090463,0.271875845416656,0.24394137724768447,0.04841830945922668,0.05004331879045189,0.04763399458520522,0.5873015254123277,0.9143082721061757,0.6550287861114585
p09_jap_main_009,0.32904770208886436,0.49246676517655497,0.34344359019386117,0.27883857597136824,0.2603703381823753,0.2459885957087687,0.04793945850463365,0.0483841736356323,0.04762010493940334,0.5987901427219245,0.8803377086992759,0.6307516481801828
p09_jap_main_010,0.2815543191119789,0.49007423923008764,0.3379133014653567,0.26607980348800064,0.27366567591308094,0.25217933889980515,0.048768368979199,0.04932496396623292,0.047655050412045374,0.5549873000497036,0.8978462537492662,0.6432898668143562
