uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p23_uppercut_left_main_001,0.313105181,0.429917613,0.269208971,0.267955306,0.262389471,0.223948385,0.050892565,0.047762486,0.047620818,0.561489607,0.773023087,0.709563043
p23_uppercut_left_main_002,0.330211847,0.419605065,0.281201163,0.28936401,0.275308397,0.274866433,0.050912741,0.048220985,0.047635439,0.615657523,0.817301066,0.756808003
p23_uppercut_left_main_003,0.308146235,0.430826636,0.283050114,0.282466575,0.264109249,0.254789288,0.049749788,0.047705167,0.047620779,0.600511916,0.796487557,0.737694865
p23_uppercut_left_main_004,0.313423841,0.444031387,0.295167681,0.299373452,0.269328257,0.23120752,0.050284295,0.047878878,0.047634048,0.603825497,0.809593277,0.747862943
p23_uppercut_left_main_005,0.26925748,0.449025236,0.292397369,0.255490747,0.281974956,0.211562825,0.053311522,0.04766854,0.047620134,0.539961126,0.797007538,0.719893614
p23_uppercut_left_main_006,0.253923749,0.43216144,0.282255174,0.267278356,0.255206417,0.191326085,0.049652209,0.047671444,0.047619569,0.507023605,0.776772349,0.695847726
p23_uppercut_left_main_007,0.245507799,0.427862048,0.283936779,0.261987318,0.249880991,0.166566343,0.04990314,0.047658317,0.047620209,0.492684268,0.752508094,0.674560946
p23_uppercut_left_main_008,0.247992121,0.424283164,0.287464781,0.259122457,0.249616612,0.173984344,0.050205109,0.047673743,0.047619538,0.487170619,0.764325107,0.681178761
p23_uppercut_left_main_009,0.252976268,0.425237744,0.289132048,0.250630479,0.235472056,0.181408701,0.04897053,0.047645678,0.047619676,0.472019599,0.766180855,0.677932478
p23_uppercut_left_main_010,0.263315802,0.454729419,0.28165603,0.257654895,0.24440069,0.188085616,0.051297027,0.047709268,0.047622499,0.508977311,0.763496045,0.687140424
p23_uppercut_left_main_011,0.241885046,0.460702797,0.28573148,0.248979401,0.257383293,0.173555114,0.049556152,0.047651096,0.047619826,0.505359317,0.752127417,0.678096987
p23_uppercut_left_main_012,0.251791051,0.459973951,0.286858412,0.259351062,0.253169191,0.185981564,0.048814652,0.047661978,0.047619628,0.511535952,0.77138968,0.693433562
p23_uppercut_left_main_013,0.239780936,0.435564584,0.290631285,0.255411315,0.233815131,0.165554767,0.050154418,0.047657616,0.047621038,0.480173581,0.743238301,0.664318885
p23_uppercut_left_main_014,0.264608659,0.437882612,0.279780276,0.266658545,0.221570613,0.157097356,0.050207335,0.047711045,0.04762219,0.513598488,0.708629441,0.650120155
p23_uppercut_left_main_015,0.25876884,0.426352684,0.28295029,0.25706969,0.191102423,0.142741325,0.050345268,0.047671747,0.047620033,0.485498468,0.680382102,0.621917012
p23_uppercut_left_main_016,0.246295504,0.448190262,0.291106374,0.252044714,0.193272099,0.148593933,0.049033229,0.047657668,0.047620572,0.490987758,0.689942028,0.630255747
p23_uppercut_left_main_017,0.262261212,0.451350036,0.285570965,0.255587689,0.182565811,0.141488798,0.048898751,0.047656216,0.047620817,0.501858729,0.669715888,0.61935874
p23_uppercut_left_main_018,0.237369566,0.445247143,0.283599795,0.242445736,0.192622477,0.153887727,0.049766275,0.04767521,0.047621407,0.469177158,0.691725975,0.62496133
p23_uppercut_left_main_019,0.264639813,0.405822208,0.278308786,0.253964224,0.194706366,0.149610358,0.048890181,0.04765297,0.047620144,0.494780464,0.665107197,0.614009177
