uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p08_uppercut_left_main_001,0.334317782,0.401971787,0.302905668,0.349234506,0.281064171,0.236679326,0.049691107,0.049085403,0.047825206,0.59579517,0.875592178,0.791653076,0.734066943,0.031104103
p08_uppercut_left_main_002,0.341491738,0.398648938,0.291017464,0.278211786,0.294894099,0.268130424,0.049649353,0.048313148,0.047629298,0.559624382,0.875324157,0.780614225,0.721619014,
p08_uppercut_left_main_003,0.338150405,0.393056961,0.333742998,0.256188772,0.312209015,0.22813519,0.049299526,0.048209235,0.047677814,0.576188879,0.858151611,0.773562791,0.690514911,
p08_uppercut_left_main_004,0.325882224,0.340700884,0.310225584,0.25982874,0.285521518,0.243678814,0.048179964,0.047738388,0.047626795,0.517446647,0.845800735,0.747294509,,
p08_uppercut_left_main_005,0.303657433,0.383180126,0.349658053,0.266676856,0.319587867,0.241095604,0.049330694,0.048225426,0.047653254,0.587532106,0.870067595,0.785306948,,
p08_uppercut_left_main_006,0.319129656,0.333355471,0.304126172,0.284109458,0.255105563,0.196125139,0.048110222,0.047698916,0.047629581,0.491825324,0.808677637,0.713621943,,
p08_uppercut_left_main_007,0.316459696,0.403652318,0.300220185,0.292812749,0.311265318,0.248079936,0.049527064,0.048345798,0.047666112,0.566981193,0.881204599,0.786937577,,
p08_uppercut_left_main_008,0.305250209,0.328760122,0.286873141,0.2580611,0.272044634,0.190849777,0.048118347,0.047713375,0.047625858,0.464393994,0.797666816,0.69768497,,
p08_uppercut_left_main_009,0.32161838,0.342881179,0.287942571,0.246742553,0.277511135,0.182749504,0.048626316,0.047855857,0.047633637,0.514405569,0.757698917,0.684710913,,
p08_uppercut_left_main_010,0.313805866,0.387849109,0.329656791,0.256603079,0.310059655,0.22169504,0.049375695,0.048209681,0.047637123,0.535459124,0.868869148,0.768846141,,
p08_uppercut_left_main_011,0.336074213,0.378997843,0.321065928,0.253074461,0.314004122,0.222529799,0.049355454,0.048161034,0.047641693,0.552574816,0.85172965,0.7619832,,
p08_uppercut_left_main_012,0.341742096,0.37957367,0.315685478,0.257893758,0.324509154,0.224519379,0.049389961,0.048132205,0.047651631,0.573762648,0.846059705,0.764370588,,
p08_uppercut_left_main_013,0.331504469,0.388587591,0.335494408,0.253053649,0.329923639,0.228372598,0.049354964,0.048110902,0.047645493,0.581137875,0.862940961,0.778400035,,
p08_uppercut_left_main_014,0.319377468,0.418537098,0.280788923,0.293129759,0.313892549,0.23521336,0.050025847,0.048740568,0.047646609,0.555529433,0.874718205,0.778961573,,
p08_uppercut_left_main_015,0.324995448,0.337099066,0.274036834,0.251470469,0.278028647,0.222055996,0.048192747,0.04771078,0.04762696,0.458808332,0.830925785,0.719290549,,
p08_uppercut_left_main_016,0.330745195,0.364824089,0.279286552,0.25499462,0.29017827,0.214680496,0.049007066,0.047970653,0.047645563,0.496274987,0.829808144,0.729748197,,
p08_uppercut_left_main_017,0.324393728,0.331022714,0.287772167,0.242301006,0.264233627,0.177836529,0.048242887,0.04773887,0.047626438,0.464123967,0.775851448,0.682333204,,
p08_uppercut_left_main_018,0.311119199,0.395178027,0.296420267,0.31792177,0.298546802,0.218732329,0.049667314,0.048857847,0.047678365,0.556296362,0.86445495,0.772007373,,
p08_uppercut_left_main_019,0.326614762,0.338061512,0.284252019,0.262398799,0.25981002,0.195673503,0.048260921,0.047725957,0.047628579,0.462404696,0.808536746,0.704697131,,
p08_uppercut_left_main_020,0.312067875,0.388734512,0.317371283,0.258017345,0.29935212,0.207651151,0.049288822,0.048215263,0.047646011,0.535698271,0.836301664,0.746120646,,
p08_uppercut_left_main_021,0.326650482,0.34079789,0.303799469,0.262272706,0.254224191,0.191512747,0.048258524,0.047750079,0.047626801,0.456859401,0.821643051,0.712207956,,
p08_uppercut_left_main_022,0.332702244,0.330737657,0.297161294,0.229428622,0.258097938,0.181095372,0.048259268,0.047757197,0.047624483,0.429196124,0.804025473,0.691576668,,
