hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p12_hook_left_main_001,0.360488746,0.421784432,0.352384734,0.284507337,0.213493356,0.270574605,0.067585508,0.065153294,0.04763223,0.557834895,0.855811285,0.766418368,0.732168929,
p12_hook_left_main_002,0.349971421,0.434078931,0.340742526,0.265280531,0.203056219,0.212525324,0.065810244,0.06416071,0.047635751,0.481003619,0.841678598,0.733476104,0.793374429,0.032407997
p12_hook_left_main_003,0.354062785,0.462306937,0.320503234,0.279994112,0.200160362,0.229447548,0.066229301,0.063674156,0.047643753,0.497105742,0.849991078,0.744125477,0.760966431,
p12_hook_left_main_004,0.363519138,0.435226883,0.343004709,0.28587644,0.208015674,0.195444835,0.067441154,0.064691959,0.047639603,0.486084478,0.852340732,0.742463856,,
p12_hook_left_main_005,0.349561266,0.463772849,0.363047199,0.283695568,0.202505417,0.219828504,0.066431688,0.063138914,0.047679802,0.532860821,0.852253776,0.756435889,,
p12_hook_left_main_006,0.362115272,0.447621123,0.342583621,0.261044214,0.211243233,0.191615197,0.067661207,0.065145906,0.047643109,0.491804073,0.826687854,0.72622272,,
p12_hook_left_main_007,0.344564891,0.453325873,0.355660802,0.286372029,0.196643921,0.190826019,0.065630045,0.063710675,0.047660017,0.488283204,0.848527172,0.740453981,,
p12_hook_left_main_008,0.366641098,0.472156152,0.358891391,0.290676561,0.211077992,0.211081193,0.066790901,0.064306451,0.047662249,0.532930493,0.867362997,0.767033246,,
p12_hook_left_main_009,0.370909286,0.453621127,0.355618768,0.30535712,0.209749696,0.236349757,0.066467543,0.064781303,0.047681855,0.54389471,0.884016257,0.781979793,,
p12_hook_left_main_010,0.366810872,0.448515453,0.339472972,0.334217369,0.2356725,0.282928658,0.070432018,0.075509263,0.047775877,0.569811638,0.919825018,0.814821004,,
p12_hook_left_main_011,0.375417095,0.470545553,0.324184082,0.280883264,0.216260328,0.187286515,0.067901252,0.06561885,0.047651631,0.480961755,0.858025807,0.744906592,,
p12_hook_left_main_012,0.367143657,0.479485513,0.339017255,0.268538062,0.220167516,0.280966976,0.068411658,0.068016914,0.04763968,0.571307085,0.863008837,0.775498312,,
p12_hook_left_main_013,0.340802964,0.450430387,0.358187316,0.272934833,0.192945663,0.163037845,0.065291142,0.063200916,0.04764658,0.47102111,0.822684832,0.717185716,,
p12_hook_left_main_014,0.143930235,0.231422162,0.148055698,0.12967447,0.092092033,0.103472715,0.070758457,0.067609541,0.047619054,0.539345595,0.015899691,0.172933462,,
p12_hook_left_main_015,0.355785496,0.43100003,0.337785378,0.27060106,0.198477031,0.178022703,0.068114152,0.064886249,0.047629243,0.497357966,0.787063787,0.700152041,,
p12_hook_left_main_016,0.348151462,0.450932985,0.338930476,0.261935059,0.180318792,0.308931569,0.060254308,0.061336884,0.047910333,0.515693508,0.889918957,0.777651322,,
p12_hook_left_main_017,0.351337356,0.446991553,0.338608593,0.2451032,0.182354539,0.30448055,0.060843686,0.062377081,0.047895592,0.498209877,0.886731658,0.770175124,,
p12_hook_left_main_018,0.346539867,0.438890386,0.335740957,0.228153085,0.176906565,0.284176253,0.060114898,0.061489718,0.047697012,0.462750356,0.872234862,0.74938951,,
p12_hook_left_main_019,0.333302778,0.426167205,0.361061862,0.265350477,0.201489616,0.183142955,0.067852659,0.065206967,0.047633449,0.495099578,0.800088442,0.708591783,,
p12_hook_left_main_020,0.330089713,0.413932367,0.346278691,0.313701325,0.225827263,0.252716167,0.068890479,0.068119485,0.04767804,0.515018331,0.895332455,0.781238218,,
p12_hook_left_main_021,0.350703104,0.4178464,0.336954298,0.250575754,0.182541164,0.286818279,0.060668467,0.061818088,0.047690093,0.472000385,0.885464522,0.761425281,,
p12_hook_left_main_022,0.367251769,0.453975958,0.33981475,0.248093358,0.18277345,0.293936865,0.060137914,0.062193394,0.047875581,0.494577022,0.895980484,0.775559446,,
p12_hook_left_main_023,0.381271687,0.438312712,0.332629245,0.260511816,0.182536387,0.285579122,0.061451392,0.062260042,0.047837828,0.500385922,0.884318431,0.769138678,,
p12_hook_left_main_024,0.363417142,0.432469939,0.344480336,0.255423023,0.181689904,0.286764493,0.061025094,0.062622593,0.04794093,0.49901278,0.881384451,0.76667295,,
p12_hook_left_main_025,0.362263429,0.436401817,0.354167202,0.2482553,0.204567178,0.209784426,0.066611547,0.064826556,0.047644454,0.488713546,0.836624328,0.732251093,,
p12_hook_left_main_026,0.335400387,0.424236988,0.351382131,0.26997382,0.181650414,0.212454402,0.064057221,0.062679271,0.047647759,0.488936996,0.818526624,0.719649736,,
p12_hook_left_main_027,0.348951959,0.431897941,0.333831786,0.255916916,0.183508878,0.28044471,0.061092326,0.062265286,0.047996157,0.479059755,0.879044858,0.759049327,,
p12_hook_left_main_028,0.330921294,0.416219606,0.332287529,0.296862101,0.208089366,0.178772561,0.067249557,0.064762634,0.04763797,0.447320394,0.847849371,0.727690678,,
p12_hook_left_main_029,0.334119564,0.424527025,0.345435838,0.272374421,0.195470286,0.183319125,0.064837919,0.062832131,0.047630941,0.439505762,0.847225834,0.724909812,,
p12_hook_left_main_030,0.358069406,0.435795819,0.330639423,0.256884348,0.181068342,0.284863634,0.060835101,0.062423972,0.047700886,0.494609388,0.870265068,0.757568364,,
p12_hook_left_post_001,0.385053785,0.46659465,0.365046749,0.305526174,0.197456452,0.32989976,0.064284963,0.066532324,0.048272858,0.632696216,0.897979468,0.818394493,,
p12_hook_left_post_002,0.378412064,0.474834637,0.31739632,0.334240168,0.227798851,0.267043049,0.06937528,0.072073449,0.047814879,0.566354188,0.902411102,0.801594027,,
p12_hook_left_post_003,0.340531354,0.436730816,0.312213581,0.330822539,0.23847952,0.261789231,0.071015482,0.068780001,0.047690071,0.536803799,0.889698719,0.783830243,,
p12_hook_left_post_004,0.381814136,0.451771967,0.333167285,0.330101434,0.222254148,0.326721081,0.068131532,0.069987159,0.047795185,0.624230601,0.903087692,0.819430564,,
p12_hook_left_post_005,0.343411923,0.427073548,0.373709428,0.327590441,0.224082821,0.29600226,0.069206294,0.07310882,0.047691784,0.628944738,0.870046128,0.797715711,,
p12_hook_left_post_006,0.379031424,0.422524171,0.354655652,0.308542387,0.202286545,0.292262879,0.065953967,0.067787399,0.048077174,0.570973664,0.890301287,0.794503,,
p12_hook_left_post_007,0.365479423,0.456144124,0.349077025,0.302386706,0.200254182,0.2767836,0.065823175,0.06781154,0.048352562,0.564382353,0.878006943,0.783919566,,
p12_hook_left_post_008,0.360505212,0.412448946,0.338008498,0.25214981,0.175803894,0.272478714,0.061300173,0.061847242,0.047760632,0.509557496,0.829992632,0.733862091,,
p12_hook_left_post_009,0.374071681,0.424570293,0.333765056,0.332943204,0.239866099,0.25586959,0.070941152,0.069046969,0.047701496,0.568993377,0.887597195,0.792016049,,
p12_hook_left_post_010,0.380324451,0.45000376,0.347619087,0.299866252,0.203195152,0.326577485,0.065044618,0.066603546,0.047748322,0.600254202,0.897717544,0.808478541,,
p12_hook_left_pre_001,0.351901649,0.470822321,0.336888504,0.236229291,0.198386711,0.279655948,0.065431594,0.0630523,0.047639995,0.526731359,0.846272839,0.750410395,,
p12_hook_left_pre_002,0.370218506,0.43530868,0.330237674,0.271430707,0.19349803,0.261731647,0.064832225,0.063030916,0.047628548,0.517674108,0.855323185,0.754028461,,
p12_hook_left_pre_003,0.364151837,0.464901085,0.370319798,0.282305743,0.235854453,0.291400374,0.069674666,0.067726689,0.047681293,0.621776701,0.872432414,0.797235701,,
p12_hook_left_pre_004,0.352463744,0.412657632,0.349052794,0.269515522,0.197514826,0.264958732,0.065336844,0.062820316,0.047644421,0.528650084,0.845182466,0.750222751,,
p12_hook_left_pre_005,0.351530342,0.468877058,0.334766232,0.204750683,0.182481529,0.290981356,0.06153611,0.060252356,0.047644113,0.510501116,0.832188664,0.7356824,,
p12_hook_left_pre_006,0.362886669,0.453258436,0.332414743,0.26370368,0.254711843,0.247467615,0.071460467,0.06760315,0.047659107,0.52401585,0.881556516,0.774294316,,
p12_hook_left_pre_007,0.365928388,0.455454285,0.331143072,0.305187876,0.250531846,0.25775246,0.072263671,0.069034597,0.047679715,0.564928633,0.886082993,0.789736685,,
p12_hook_left_pre_008,0.358597189,0.458860383,0.329156427,0.276427464,0.231530572,0.241289168,0.070075856,0.067410648,0.047660664,0.520352874,0.867413428,0.763295262,,
p12_hook_left_pre_009,0.348548224,0.452134026,0.338802679,0.256136424,0.185780477,0.267106203,0.063645802,0.061643399,0.047676131,0.527509169,0.834779135,0.742598145,,
p12_hook_left_pre_010,0.357602661,0.454267577,0.339804232,0.263939524,0.184028265,0.283232132,0.06223669,0.061350872,0.047723436,0.559349257,0.834793456,0.752160196,,
AVG,0.353719596,0.43986261,0.338372553,0.27565126,0.202162986,0.251611936,0.065888988,0.065166458,0.047735997,0.524743611,0.846780637,0.75016953,,
