uppercut_left|p26_Global|uppercut_left_005,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p26_uppercut_left_main_001,0.18475392914625627,0.13079920946384932,0.2587395150275909,0.11931242259244552,0.2550926095035051,0.10406739620089762,0.1293001370330206,0.14324772952278428,0.16716329331446184,0.3297326375049563,0.2917046923264219,0.15260357017864296,0.17218644602825647,0.20272475189935416,0.3170263730851139,0.15805727657038093,0.9093795491356097,0.2964416916249346,0.2954343576080798,0.1651760522130021,0.20038924749869155,0.048364281694904726,0.047765946853813177,0.04762501258452839,0.4643811411188808,0.7485014574133415,0.3980632349989349
p26_uppercut_left_main_002,0.21934056363724536,0.12972930275818514,0.22358097702752314,0.0991143476460453,0.27245845830482934,0.06315641979112344,0.1134585886085864,0.12453851095279304,0.1413644422847621,0.1965944654354925,0.2583732713249369,0.09531544742533195,0.13323722062709947,0.1567277268652416,0.27589289400976674,0.10415743319080921,0.9008302510838243,0.2935831781406131,0.29397003849758424,0.14472759330563992,0.16487444678593616,0.04917276155192596,0.0482325230897591,0.04764136815628112,0.47639491192495553,0.5987954025400859,0.32321838534818353
p26_uppercut_left_main_003,0.0875567523366975,0.0025235001353690538,0.12563751864904904,0.0037143474667234904,0.12464016888392078,0.01810793901911357,0.03154025975675534,0.004616289391534295,0.0030516509566298256,0.11149839488834541,0.17671890758345138,0.007250262915666013,0.0041274461307041375,0.06152296477026078,0.17162478753181365,0.0026975902873813927,0.7754142548501362,0.1762613906034936,0.1764187796524706,0.028315583666717232,0.02745552830119353,0.04951302220908084,0.048451172160683204,0.04762189914776164,0.5227848844417355,0.022864250104109467,0.03524307462593555
p26_uppercut_left_main_004,0.2501002482996785,0.15578706456479605,0.26575680910540644,0.15349711507877256,0.2318359129811149,0.08990591104247021,0.1299682781007218,0.14882430929934867,0.1700876281462142,0.3319057567663287,0.29929730198543397,0.16191814197302362,0.1656198270997935,0.2508916152716383,0.2812544166616312,0.15261154965463952,0.9117035739528543,0.2929337096606767,0.29757414439148555,0.16261830188508875,0.1911820243108721,0.04832732357615192,0.04779437926443793,0.04762536040085604,0.48735810213224484,0.7646389519469565,0.4061321561739063
p26_uppercut_left_main_005,0.1156696612928209,0.017185067342329673,0.12053571073770594,0.013774604852334693,0.11272825753906464,0.11432508332761002,0.04496439753639117,0.03863375420882334,0.032224287566169886,0.17125332940283117,0.19313087118505848,0.04932442698683719,0.059258187755297884,0.14864289731325875,0.1753390628915533,0.055988026024601165,0.7845980505995716,0.1830607069480062,0.183730140914101,0.050418551422340176,0.05084596745530738,0.04832173929421911,0.04775725747826411,0.04761961625578858,0.4593794108843543,0.21093420870354557,0.12927691247966708
p26_uppercut_left_main_006,0.2541329452523645,0.0892843615779663,0.20398053524327636,0.11347687107424324,0.2899224563788413,0.1715305460900758,0.12611885301729653,0.12961579750417931,0.13374547413174157,0.15423175527607028,0.2850273967044183,0.14019580892893452,0.16562847864260297,0.22288149152540226,0.3207891722869404,0.1541803584276343,0.894880911577356,0.28903283869857904,0.2945045093729324,0.14353108534005204,0.1582187549687035,0.04968258459322119,0.048360869700542895,0.04764027508477817,0.4408541238935616,0.6988606704846289,0.3732504727847035
p26_uppercut_left_main_007,0.22046115393407728,0.14444072864391738,0.2004354973687798,0.1297281320356154,0.2515234430950879,0.09727492535950141,0.12959009434452615,0.15568313842706671,0.1827759340367204,0.341892301458945,0.24652774895130197,0.11873924501361836,0.1752176542922829,0.21448151136918966,0.29799604447501593,0.14695845989508638,0.9114938613286707,0.28415042489338554,0.28714630900774907,0.1590865368897404,0.1906183470640827,0.04836738214798801,0.047850304727460505,0.04763517448325563,0.45241360305849715,0.7367636258086487,0.39219940014595217
p26_uppercut_left_main_008,0.2200327127895978,0.13445600643303074,0.2539097521949505,0.1097830243876338,0.24289310596202118,0.10968175587916822,0.13705545799257712,0.1555541977071104,0.18245281877224456,0.3366440680136359,0.2767963303419606,0.16675154618056826,0.17732920762632104,0.21159368536574402,0.3360932975659006,0.1821544167934106,0.919668213228239,0.29409456067573314,0.29428131130618607,0.1566605745932949,0.1905580992070243,0.0483335373695636,0.04788380896428392,0.047632818888218784,0.4352810780143971,0.7915957367898242,0.4196142778390215
p26_uppercut_left_main_009,0.21415566783892573,0.145488689522369,0.2532978540000286,0.11958379428955652,0.23556465069984328,0.09944350687929165,0.1335674584774932,0.15309630110924288,0.16777752203773616,0.33580855198839077,0.2853790069667599,0.1584676026652253,0.17614275810936034,0.2168866731201685,0.3221688836918956,0.17250072325134558,0.8955326751935144,0.2762236371074642,0.28217980601824194,0.15223187110910194,0.19401395618296885,0.04835398651044088,0.04778790587273581,0.0476453814622863,0.43322075055351467,0.774125637394948,0.4108855094286171
p26_uppercut_left_main_010,0.1519665224665151,0.04607015808164984,0.2099577242019918,0.06447374981777379,0.1930625410122752,0.15906306000419446,0.09204738235277884,0.0916300815225775,0.0962411259115804,0.25228929904055986,0.27075647681982984,0.1281895772849945,0.12844174938935377,0.173379106677013,0.28546587832893033,0.13741399530182938,0.8403380649783767,0.2296428345994328,0.23335718273231362,0.09931525602462125,0.10015907108015723,0.04825090323104372,0.047774565097429805,0.047630930145127,0.44920099171269,0.5248190117134369,0.28622497092928195
