hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p09_hook_right_main_001,0.313727353,0.446307202,0.262194343,0.261610328,0.191788288,0.223868788,0.065265073,0.054361352,0.04765762,0.641790338,0.613589327,0.62204963,0.636760342,-0.075863663
p09_hook_right_main_002,0.321275234,0.438559708,0.290684099,0.311501294,0.187088694,0.241905314,0.060804123,0.050703902,0.047693558,0.67983097,0.67075757,0.67347959,0.600281538,
p09_hook_right_main_003,0.287405592,0.429784048,0.281680406,0.243716445,0.185046537,0.194409138,0.065144832,0.053779824,0.047626684,0.640135559,0.556125954,0.581328835,0.676145201,
p09_hook_right_main_004,0.335513526,0.450044206,0.297955873,0.329698488,0.170730536,0.255242238,0.058116811,0.050126059,0.047701438,0.670149633,0.71603745,0.702271105,,
p09_hook_right_main_005,0.247163639,0.357880339,0.210088387,0.287020703,0.105788518,0.202262194,0.060996498,0.048076224,0.047619735,0.520072075,0.518741433,0.519140625,,
p09_hook_right_main_006,0.35179948,0.462288374,0.284516058,0.343763582,0.190150819,0.261865874,0.059192254,0.05104296,0.048038106,0.692599044,0.732672412,0.720650402,,
p09_hook_right_main_007,0.332522257,0.466705643,0.289106716,0.328412997,0.175461549,0.246766471,0.059201762,0.050364832,0.04776056,0.668287363,0.710581456,0.697893228,,
p09_hook_right_main_008,0.354364967,0.48381254,0.316794299,0.331955553,0.161551287,0.251218218,0.059267316,0.050892366,0.047784929,0.681221052,0.736291544,0.719770397,,
p09_hook_right_main_009,0.355301604,0.46464438,0.315276736,0.349427168,0.191746052,0.259742435,0.058643071,0.050759828,0.047732038,0.684877687,0.778932947,0.750716369,,
p09_hook_right_main_010,0.344714843,0.453705743,0.324671129,0.276687693,0.213675221,0.231632419,0.064873277,0.051046361,0.047632724,0.669347742,0.713839285,0.700491822,,
p09_hook_right_main_011,0.32049668,0.438578195,0.27726132,0.310661162,0.16878145,0.241457263,0.058342961,0.049094296,0.047651744,0.688453193,0.634026336,0.650354393,,
p09_hook_right_main_012,0.278162785,0.364083789,0.179433474,0.26671249,0.104544684,0.193649104,0.063505163,0.048385629,0.047619298,0.498324162,0.503121833,0.501682532,,
