hook_right|p17_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p17_hook_right_main_001,0.19704138221961412,0.34792482152018345,0.1890820798749381,0.23380611806690538,0.13882872795492462,0.10547412335232949,0.05016677737978702,0.04781464715131315,0.04761926373213273,0.3647193489197724,0.5105000706375001,0.15423359115029084
p17_hook_right_main_002,0.22197070957905676,0.38482382040448987,0.20419943997945977,0.2622776187150046,0.169951311783477,0.11131724179642447,0.0509845164608696,0.04807853308082544,0.04761907933105632,0.4165028170728256,0.5704361932947636,0.17185528887150686
p17_hook_right_main_003,0.2653418471380137,0.4032101096480433,0.21574308033892214,0.27182933983424873,0.17013132429020814,0.11301460799736351,0.051196355277308,0.0481267369336527,0.047619363501413554,0.42612820926883976,0.6183785506403005,0.17515043382660012
p17_hook_right_main_004,0.18430928452888487,0.3716105798009224,0.16350103429305446,0.2818206683904152,0.1169374438136888,0.12086050496638215,0.052037304871996974,0.04791079511913053,0.047619626581760895,0.3959744436903746,0.5003059932623264,0.1653075145605007
p17_hook_right_main_005,0.20884747576399088,0.3965194030617921,0.19793853985405074,0.28413100060588736,0.16828999443328482,0.11336569822938869,0.05063693487379996,0.0480689059803631,0.04761932049300689,0.4130965317127112,0.5894781034171697,0.17060079085562474
p17_hook_right_main_006,0.2136929352663906,0.39192322051298173,0.2061057260979462,0.29737695255397545,0.15043713263016514,0.1135244206417529,0.05078969434770276,0.04795996116126646,0.04761927105779827,0.42140780770698827,0.5861076678374887,0.1733858210719858
p17_hook_right_main_007,0.23645468111587395,0.3610210634756627,0.25617758660933615,0.18795540671018104,0.08917387257507688,0.1524069171017917,0.052189530863005026,0.04799164123805594,0.04761951146177571,0.38731165384101607,0.5466936681736763,0.162497608647359
p17_hook_right_main_008,0.21883570824142834,0.34280345340742474,0.23518037670024924,0.16827648987686167,0.08092772012701836,0.14311570241915597,0.05152113117649172,0.048003522255097936,0.04761948837652275,0.38477164105989703,0.4734175156595931,0.1614320981638289
p17_hook_right_main_009,0.16737539011122407,0.33450382096060166,0.160436830335529,0.2649906174147948,0.10737964903643507,0.07349544013533334,0.049473871199719695,0.0477469281526594,0.04762000861802301,0.36751002909546215,0.4241378788480881,0.1549102761492804
p17_hook_right_main_010,0.24015307489178336,0.4609019537864862,0.310406486219551,0.30831294753981037,0.2038142877341645,0.1125708043757692,0.04988667768993536,0.04913984232375693,0.04798047915821409,0.5341583508495458,0.6858459443796979,0.21106162362107933
p17_hook_right_main_011,0.1241237052614921,0.3050650453201655,0.15129102210861117,0.21544737949974832,0.12835453648623701,0.059077790343080624,0.05023196664302994,0.04808861030856203,0.04761905838705014,0.4254930260230518,0.2751678637409722,0.17460453432488124
p17_hook_right_main_012,0.26015882962996967,0.45959649089048993,0.32688748908806337,0.30695678922173564,0.21364640096576765,0.12708562005193444,0.05203427319383528,0.05337817190518559,0.048159950692384934,0.5445320797739435,0.7205465625425473,0.21664817495765476
p17_hook_right_main_013,0.2332339798529533,0.4201631700842718,0.223002188904705,0.2657155416932638,0.13728198301458294,0.1312668076700582,0.0500531935486954,0.04791267888654939,0.04761931689260482,0.37282338695864314,0.6538596453954222,0.15692975313129598
p17_hook_right_main_014,0.26605396380953017,0.4880567421769905,0.3287141312935045,0.30542926245360824,0.21308029808426426,0.12441091683215096,0.051615706300043834,0.05059535601076675,0.048043159824260315,0.5144138217037095,0.7709423953385708,0.20554162800484005
p17_hook_right_main_015,0.2411224706102793,0.39235443576259044,0.2025198545165688,0.29351216324567025,0.15350440291541653,0.09841995047590112,0.0510107935280657,0.04794712886503414,0.0476196970770387,0.41702008243766786,0.5879121814885503,0.17199266827692256
p17_hook_right_main_016,0.274297909503617,0.4767426133384398,0.29928202586921415,0.2520821135202612,0.1913171934404884,0.15380611487829104,0.05128207047417649,0.049142679704345514,0.047634095818389725,0.46266734818232863,0.7540299047669471,0.18769736612028354
p17_hook_right_main_017,0.26657804664993223,0.47991010735188705,0.297305151051924,0.30747324661920944,0.22310969202792474,0.12739055612332312,0.05598763697266874,0.05455776672902154,0.04799481910934952,0.5505296949422224,0.7051332738636926,0.22035836621463753
p17_hook_right_main_018,0.22519570717620496,0.39632316713993465,0.2023542075141135,0.2850511780685618,0.15164290122624774,0.1065162347623821,0.051201327018830615,0.047965706980865365,0.04761930456987956,0.4238043661851023,0.5674397130036997,0.17432380006159942
p17_hook_right_main_019,0.21305757733603606,0.3664401456595264,0.17872562073651754,0.281575013150721,0.12101998451211571,0.09729664115492542,0.05159025496715317,0.0479008771658649,0.04761985768123716,0.3855109519126064,0.5203870809525551,0.16166736134854148
p17_hook_right_main_020,0.26769651795806987,0.462790795243779,0.28962495575099517,0.29138080698815916,0.2188528268950364,0.1351213127253439,0.052635493288611376,0.0536711811639494,0.04768768124094432,0.5229264913689204,0.7088434937698946,0.20974438860716038
