hook_right|p10_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p10_hook_right_main_001,0.23861687771906168,0.38718411706549094,0.1693436353041015,0.3047972591495415,0.12525530056100842,0.21597773338255025,0.05547664617118543,0.048556281579110926,0.04761924647658276,0.5003045800317104,0.5674756800176557,0.2014458359273356
p10_hook_right_main_002,0.2585768265440895,0.40558270522972056,0.2104073744599278,0.32051554315825365,0.160864589006096,0.24754845878051715,0.07748316182224854,0.05327997805355468,0.04761965822929809,0.5556494294972455,0.6249828440720285,0.22880418979101624
p10_hook_right_main_003,0.24306970083198237,0.38838865321823013,0.16808673834675975,0.32234191755823927,0.1106692967797209,0.2481687340992647,0.057876447009988945,0.048005472109621555,0.04761982086307482,0.5043747614606076,0.5964672440853642,0.20341889352673934
p10_hook_right_main_004,0.21717404670667104,0.3852660765986441,0.1904502851063557,0.2870402543046695,0.14301861675780875,0.21653744889821952,0.06507547782703058,0.04908133902951236,0.047619329809291046,0.5354170658609639,0.5280060122910079,0.21652462757250227
p10_hook_right_main_005,0.2742308806128055,0.4335446616204484,0.32991960828400735,0.32651219515301005,0.19919024335589416,0.2674712121760604,0.05979209479561608,0.04894614710124802,0.04770529562093447,0.6582589568828147,0.7549108286309606,0.2556657329265596
p10_hook_right_main_006,0.29516774905050874,0.4179135281256377,0.3039610892714735,0.33937052683717156,0.10468811778130704,0.1801335710824321,0.05204949770669347,0.04849286053652147,0.04764886008944299,0.4943496936797625,0.7383072989236569,0.19829735064099246
p10_hook_right_main_007,0.27647005334835467,0.4415780593780566,0.33711392595541667,0.3257576974142439,0.20218681487657034,0.27435052673374194,0.057123802836053485,0.04995973960869197,0.04788219949455438,0.649984466982359,0.7859292855862996,0.25235600314236817
p10_hook_right_main_008,0.2832576247032376,0.45469562541302927,0.3238036838727979,0.3329347142729232,0.21135583197524496,0.2682838650925648,0.05681015466383304,0.04900333444819448,0.047734194864690105,0.7125538087739308,0.73442765521721,0.2727890992953194
p10_hook_right_main_009,0.2707340176105233,0.3593397314328074,0.15289561150888048,0.264693249222904,0.13340087763451663,0.21446665164658257,0.06110817545273763,0.04860977644038494,0.04761906774242652,0.5150900812946703,0.5005566421326061,0.20826934439593092
p10_hook_right_main_010,0.2963931596342989,0.37259801877847804,0.30605345358559644,0.32610784763935774,0.14322735678357537,0.2527582547074013,0.0536306776442508,0.04943620563542274,0.04765758006729464,0.5048938708389767,0.7989871369928088,0.20265358470621675
p10_hook_right_main_011,0.2493097702619716,0.3850443334700306,0.1986177792270241,0.2975077320790975,0.1313948046216296,0.23706639479645575,0.05948206932243495,0.04883879587130576,0.04761934376084522,0.5297100687661785,0.584998801806202,0.21267697798663973
p10_hook_right_main_012,0.3286443900689512,0.4078766183309305,0.3334119138886832,0.3085080112629973,0.18118126474040436,0.2988727476211773,0.06192564690440688,0.049574172033604334,0.047703404497667676,0.604756418314808,0.8171302098916488,0.23875207908427307
p10_hook_right_main_013,0.2577618122617267,0.3497688433466243,0.24235129564335106,0.3114137236671038,0.08951054817886697,0.21084919877984332,0.056642711106520575,0.047953934494342085,0.04761923889324155,0.4350563449846471,0.6626415607397631,0.17988433019516992
p10_hook_right_main_014,0.3071821244624842,0.4425080446936752,0.32535345998366944,0.3223769997462001,0.21292685721499094,0.3004206786020924,0.05656435445726073,0.04903390383709136,0.047679378486969126,0.6892893811931502,0.7866455174605707,0.26496254649583406
p10_hook_right_main_015,0.3098357362551429,0.41448368047169437,0.21425291676472352,0.2698544174782346,0.17395870988937157,0.2688906943776595,0.0741878108662305,0.055853120839786566,0.04762004948047426,0.4780919544690397,0.7191643111232506,0.20271096205835226
p10_hook_right_main_016,0.2689864994503655,0.3906891032143723,0.18899430663815794,0.2672287317379881,0.14981580953261842,0.23790437299820386,0.08561837283907683,0.05204443473697059,0.047619084706161836,0.4775243406551395,0.5935135368145888,0.20506238274372895
p10_hook_right_main_017,0.3097053244576682,0.3988790478112871,0.19027101156266585,0.26556106633314214,0.19909628234107773,0.24887035560830367,0.07964085540369072,0.05829584900675137,0.04761932689441527,0.49895248826896454,0.6583344503198993,0.2122963975598022
p10_hook_right_main_018,0.25118344112864904,0.43017980008164747,0.2916037033666816,0.3366754270845032,0.20761785545165218,0.2614630037664093,0.05893184297303876,0.05007584779991121,0.04764062136832191,0.6916481252930321,0.6789593852417352,0.266885272021994
p10_hook_right_main_019,0.2104789986610403,0.34623297341739956,0.19178024857233283,0.3174750898065506,0.10582874401761196,0.23336154667714865,0.055990955947043626,0.04812520899215552,0.04762031007456285,0.5292040600274601,0.5329080747136872,0.21110674165555307
p10_hook_right_main_020,0.304144215107019,0.43283274183195236,0.29887255954487857,0.34768406748393715,0.20198363128657074,0.27235347975066054,0.057700102523894826,0.04890548912685798,0.04764839196814451,0.6889706633979402,0.7395081116764434,0.265192085016231
p10_hook_right_main_021,0.3197529379421685,0.4289676591618397,0.2170987410133393,0.30812765016124855,0.19591792944439881,0.26248401305152785,0.08086521416504483,0.056815279324918526,0.04761976840373892,0.5901577589314899,0.670212572776529,0.24261275080715108
p10_hook_right_main_022,0.21963547321033133,0.3338214919603301,0.2475143115622775,0.33534088637024856,0.08692681504909958,0.18281763644589258,0.056709231549825455,0.0479622793240854,0.047619361434078626,0.47108662834382986,0.5991068306625851,0.1919193797392469
