jap|p16_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p16_jap_main_001,0.3070269705423109,0.4958288925509108,0.3294131673381139,0.2683543485405152,0.20891049816317583,0.1674321563173889,0.04973255541182083,0.048590849804245814,0.047655969349865386,0.5544476667652324,0.768440490773202,0.5524855984825151
p16_jap_main_002,0.3591969301811074,0.5031310315981206,0.3228597940427288,0.3093311669304478,0.2989600811242449,0.22820442010834122,0.04813686538188025,0.05150409942003481,0.04765814368878079,0.6100319631022771,0.9178112953885579,0.6579191365980009
p16_jap_main_003,0.35694297602782343,0.5087043363913302,0.276109164178548,0.2720775022079377,0.2959926238686935,0.22759719834066425,0.047785104984678695,0.0478717034397803,0.04761942767126028,0.5673108174891917,0.8821399252935256,0.6318594587374019
p16_jap_main_004,0.31332046361483223,0.5080916248159725,0.3116276263775039,0.3118221786304739,0.30528174672442054,0.2607821451443989,0.04804838179244791,0.05318314537137754,0.04771160347160362,0.6046063913674757,0.932027938524419,0.6683745005785066
p16_jap_main_005,0.3788669497479645,0.5083946525790822,0.3097344392462328,0.3176211630430369,0.30878363867373826,0.25560860244345307,0.05082793488073349,0.050298304920613664,0.047632939605969066,0.6428750791263314,0.9289244392968331,0.6653365989839672
p16_jap_main_006,0.3381832905465857,0.5081605454317597,0.3190440156973332,0.31149368875573497,0.29873166248921795,0.26330403812456665,0.04809574432123898,0.05240771136236995,0.04768861567407267,0.6152312394507582,0.9374591372279409,0.6719437094682696
p16_jap_main_007,0.3399535592658661,0.5001892742182253,0.32064964458144907,0.3123276722877455,0.29609011012994557,0.27433336637957606,0.04820905221504003,0.05265647930419663,0.047660879271047965,0.6371023536535951,0.9235271584198157,0.6622659546851299
p16_jap_main_008,0.3472930703151984,0.5062938562921817,0.33318443932845343,0.32800977003140397,0.30632638317262284,0.2896808965171922,0.04806955005239714,0.05161763934791883,0.04771703773597286,0.6877690625355186,0.933936505025235,0.6692408453220401
p16_jap_main_009,0.32862700374994336,0.49966130037419776,0.31799728889067885,0.31053719105398814,0.2941605399918573,0.27665524001809,0.04797837847930111,0.05068673783323771,0.047655306693428975,0.6210215016536064,0.9313790730328283,0.6671713724729511
p16_jap_main_010,0.3744396136853657,0.5065063665376769,0.3227910817487892,0.31286367533576653,0.3039711555559347,0.27474715629267443,0.04783778619409581,0.051587428893007096,0.04765668389685361,0.6527994830842964,0.9393682683388056,0.673034016505066
p16_jap_main_011,0.345184674865457,0.5022500135062498,0.33584734841476094,0.308182710646132,0.29833994629577115,0.2743662334623232,0.048050041034253976,0.0541622138798659,0.047837223370500774,0.6319359029424311,0.9421839349907173,0.6757774186574618
p16_jap_main_012,0.34079259692360464,0.48456607533106644,0.33232003037062074,0.30820964305931564,0.2997402258520411,0.25188769691963575,0.04796110887819767,0.05267849538417879,0.04772486927017075,0.6048318090010898,0.9367351300923749,0.671518139679916
p16_jap_main_013,0.3524059916062268,0.5079484988519262,0.3196933649666342,0.3160498740064122,0.29017960031367,0.2851689718345915,0.04995796376958324,0.05159407400485711,0.04835606989967191,0.6422669692858879,0.9330917613136298,0.668642455120998
p16_jap_main_014,0.364553551879584,0.5075666700147706,0.3088360563639025,0.28719983955048994,0.28465800560513355,0.26903054223484996,0.049585739624171975,0.048076886201087896,0.04763403601415335,0.6206842433398734,0.9052681196940817,0.6481107496461835
p16_jap_main_015,0.3169478706858314,0.49592160383478107,0.3285031430158946,0.31582821175935133,0.2960812761254206,0.29000537515702074,0.047978827737081724,0.05324736676801273,0.04788922050454242,0.6292516439168024,0.9428142961022232,0.67594421730196
p16_jap_main_016,0.30513746213626025,0.5059493005470954,0.30639465330260773,0.26050094091667736,0.2541312304734434,0.16980506741267345,0.04997863728894282,0.04774926589824427,0.04761937562048789,0.5230259217960425,0.8196860136682309,0.5881049893372349
p16_jap_main_017,0.17103120830075125,0.3119069711783985,0.1015286265121232,0.10049671572332002,0.11313171517094049,0.10595951539892043,0.047827894514084,0.047728330981319934,0.047619047620364514,0.5786371468120848,0.02430062492376119,0.03132893674102881
p16_jap_main_018,0.373289143747407,0.49631922058898426,0.35828095640220486,0.31602062917977686,0.30132771423927607,0.28838375802613914,0.04794600655037159,0.052227210823772116,0.047803464824902935,0.6991103479668763,0.9359199172422207,0.670812105316686
p16_jap_main_019,0.3425759301281894,0.4936720840016079,0.34444301149774836,0.31697342388864824,0.2963734148648155,0.2695655236834697,0.04803169155352505,0.05252685045921689,0.04786521816396567,0.6416665862089685,0.9394265217986936,0.6733566203968505
p16_jap_main_020,0.34888945820096035,0.5019458880680998,0.2755706838957142,0.2745580442440037,0.27956899944112995,0.2113955085952716,0.04763893782538279,0.04767002983422047,0.04761912754956232,0.5728750645672247,0.8428486880724337,0.6042950906009696
p16_jap_main_021,0.3625250446064351,0.5067189600589602,0.3268660251379257,0.30089285011286754,0.2955401982117039,0.26191831894049,0.04786696689164612,0.05169659209032797,0.04774234238257772,0.6299699519464824,0.9264362025948233,0.6640143194434747
