uppercut_right|p10_Global|uppercut_right_001,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p10_uppercut_right_main_001,0.3456016979733203,0.14851994865320772,0.206309672168985,0.09490429936611708,0.22258048745638118,0.12331817893413763,0.19128921667456003,0.1261683440491275,0.18255776029176368,0.3598239301721932,0.27016364900490103,0.17505665816167224,0.18682061664674657,0.23341536154200276,0.23823413106686414,0.12574351136906153,0.9255589642596623,0.32532071035601395,0.31439011472361916,0.3676109846544411,0.35655767496938917,0.04957908683281077,0.04770975301164262,0.047797501749674,0.5474582082135743,0.8009590458029178,0.4243782737762959
p10_uppercut_right_main_002,0.3231176464108071,0.14985295244374283,0.18405886391789766,0.1290662788878443,0.25023183265336235,0.13038322003442096,0.1786945264500532,0.10477120064278952,0.1625380666334574,0.35362932742537867,0.31687483912111797,0.19546262390029612,0.18768575917243546,0.18715125506464597,0.29465068333514416,0.15301768031998833,0.9356946649883046,0.2785568909735082,0.2696449659399649,0.3133744816239299,0.32801710181571064,0.04904914204640167,0.047681940879718346,0.04765352759768542,0.5436576394393651,0.7849551930360332,0.4163043603168593
p10_uppercut_right_main_003,0.32655494615426195,0.16483515054126352,0.27268980322381947,0.10849655869061962,0.3117869588792068,0.16183946203497782,0.29803115403778413,0.14105843681661615,0.1958480399753531,0.36966392804820314,0.31024183741581635,0.19021253092648846,0.18411372880613494,0.239424405947097,0.26224551342044283,0.16682497372294874,0.9499125578341918,0.3496249332109521,0.34026003536609706,0.3492687098682351,0.3478774259598424,0.049130880929649866,0.04843356168059428,0.0478100326815604,0.642437179996123,0.8744871649040398,0.46114859879280007
p10_uppercut_right_main_004,0.3296034494263547,0.1742626697620551,0.279542204977124,0.1652969737842767,0.3116357511857208,0.14998874260113304,0.26868419008419897,0.15920569998530693,0.17940485085270125,0.29595060701847703,0.33833523400425636,0.17380909704551667,0.17145637223126292,0.19631767805668449,0.305467786957265,0.1703056981645695,0.9481766822259626,0.3497197979024299,0.3462132507868979,0.3351540066675255,0.3368119037833842,0.04937807870790567,0.04969487869259804,0.04763179149043695,0.6447797771873186,0.852317141144849,0.449974466317643
p10_uppercut_right_main_005,0.3392409949022893,0.19598374397851198,0.2166717684708856,0.14583597897824718,0.33221269617516863,0.17393375227721614,0.180519063337456,0.13412090237870258,0.1647545118984089,0.33081186595476897,0.3044198203364242,0.17335635470637856,0.1912799978978762,0.19511125528553408,0.2609572668161106,0.12758683594814774,0.9406973357649345,0.2913960081486769,0.2837942509890169,0.36894113322629707,0.3681741989735331,0.09672098929556483,0.0537800502243902,0.047623112868523707,0.5654999138102336,0.7894515809910454,0.41853734692978456
p10_uppercut_right_main_006,0.31937615189139174,0.1745301011775983,0.31043750458095787,0.12189560630018559,0.25904990673256484,0.13805775995420705,0.3265838367049201,0.14405231546658834,0.1934070086487176,0.32078938749986496,0.29333046287120235,0.17021607340793116,0.18858468103263532,0.2964761853499499,0.32227587482581693,0.1890950164825999,0.9483824287814734,0.3467552048690751,0.3398027651924854,0.33019524418451984,0.32107156646496415,0.06434850477179625,0.05106957344921592,0.047830534728826424,0.6598534598749752,0.8580653895084964,0.4529479621186614
p10_uppercut_right_main_007,0.29310274024900973,0.17163140706894459,0.26557761205929253,0.13552052857704672,0.28153690022436567,0.13601182987240218,0.29575288697803603,0.14953671086937287,0.17458679064230923,0.26936372165378986,0.2668565990021231,0.12150686905578849,0.17144402976517442,0.2501039633995754,0.3235820318664287,0.1830197688735451,0.9356603617549402,0.3394210381087783,0.33254660300643574,0.34169942766952244,0.34633838270070527,0.048869923491836546,0.05153055214175163,0.0477219138644939,0.6458482026079098,0.8082412940155002,0.427981603939997
p10_uppercut_right_main_008,0.3375882773575235,0.15534451370681948,0.20053229304321304,0.14979493017779308,0.2417525162342841,0.13116992198356814,0.16373048654894584,0.12436568772976526,0.17841178550630266,0.3105494489284323,0.24150917148441745,0.1288843844372989,0.18422671875754998,0.19694898928271964,0.26533220864301355,0.12889747876181729,0.913047278967927,0.3150016171988755,0.30457968091487386,0.35367464151537903,0.35329751186429836,0.04971306106881025,0.04770723208382347,0.04763236720068598,0.5308446892861296,0.7841736646463382,0.4159030159235121
p10_uppercut_right_main_009,0.3065116895238721,0.1597225268415214,0.2229681568333728,0.12827809017400804,0.31806783811259215,0.14894718864791928,0.29915415644157706,0.15469571861748005,0.18214755268861424,0.2969071874155632,0.26598429469819884,0.12093714800349357,0.18228747490887337,0.2593774264617735,0.32141737389487324,0.18203594548635202,0.9326013312641699,0.3351296828585186,0.3281409948392294,0.3495660835040302,0.3511409919228269,0.048990375517455546,0.04940925434143849,0.047742241855500425,0.651310757471824,0.8274059430638102,0.43757409245965534
p10_uppercut_right_main_010,0.3161327634090394,0.15880794506095647,0.22768113663316272,0.12141931338003194,0.33345114386597546,0.1560086480217403,0.21162966635060423,0.13680732449547256,0.18707337630683368,0.2991802606206001,0.2787560532033481,0.120168427253079,0.18342606086772717,0.21646060226216896,0.3629680379717698,0.19078780253548724,0.9527669207932623,0.35495377210383294,0.34753034980780145,0.342358915684116,0.35023820801724226,0.04925005270662205,0.04839248865284999,0.04766497326711521,0.6251925120030652,0.8342529993234684,0.4409589862952918
