hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p22_hook_left_main_001,0.313736946,0.474440193,0.225083403,0.235288179,0.314826349,0.21644784,0.069110704,0.063834217,0.047632726,0.506252282,0.788384787,0.703745035,0.689774988,-0.015976367
p22_hook_left_main_002,0.282440338,0.449760201,0.224102948,0.224805287,0.336369759,0.155235105,0.066591484,0.061173592,0.047655805,0.445900763,0.777325349,0.677897973,0.690834293,
p22_hook_left_main_003,0.129039375,0.305006309,0.096783027,0.107083666,0.179500801,0.109058371,0.069318446,0.064890204,0.047619069,0.571982032,0.035153663,0.196202173,0.70681066,
p22_hook_left_main_004,0.243040241,0.443793579,0.193184884,0.195420597,0.310721966,0.243778502,0.059159964,0.057605917,0.047720052,0.464954658,0.750453923,0.664804143,,
p22_hook_left_main_005,0.250896507,0.428043896,0.221907706,0.191877566,0.305319835,0.254675442,0.059208409,0.055884561,0.047702094,0.50775589,0.73589288,0.667451783,,
p22_hook_left_main_006,0.27279429,0.47067414,0.221466175,0.215663294,0.325034333,0.270434131,0.061137661,0.062588323,0.047879477,0.522848481,0.800355688,0.717103526,,
p22_hook_left_main_007,0.252154252,0.445658567,0.201203573,0.211388441,0.313978726,0.213846424,0.065641416,0.061507251,0.047631453,0.497044592,0.710312171,0.646331897,,
p22_hook_left_main_008,0.281788048,0.462253027,0.219293475,0.195000248,0.328994453,0.271281296,0.060152837,0.058150051,0.047731073,0.497154249,0.814318196,0.719169012,,
p22_hook_left_main_009,0.270300629,0.42549679,0.199658461,0.190396172,0.329658076,0.269645814,0.060390275,0.058526403,0.047712261,0.452020314,0.811326465,0.70353462,,
p22_hook_left_main_010,0.277399836,0.46049918,0.21960935,0.176830684,0.323125529,0.276425206,0.059941395,0.058736712,0.047839304,0.470254431,0.81971823,0.71487909,,
p22_hook_left_main_011,0.279689724,0.468036525,0.252176274,0.184235205,0.340298765,0.265366463,0.059806654,0.059166712,0.047712459,0.487505297,0.849390026,0.740824608,,
p22_hook_left_main_012,0.285074922,0.468453219,0.232596935,0.181302855,0.346139488,0.285702912,0.059886556,0.058987999,0.047760661,0.492636278,0.851177145,0.743614885,,
p22_hook_left_main_013,0.291912375,0.479721121,0.23100154,0.183289717,0.342820535,0.268547711,0.060266852,0.05955779,0.047840962,0.49929197,0.833927314,0.733536711,,
p22_hook_left_main_014,0.277932496,0.460222549,0.230488192,0.18146576,0.33026898,0.283653008,0.060648538,0.058379807,0.04805027,0.503525205,0.814934661,0.721511824,,
p22_hook_left_main_015,0.281250581,0.480164307,0.218149186,0.262140063,0.324607706,0.221848539,0.069110419,0.06411253,0.047627347,0.54029163,0.775787167,0.705138506,,
p22_hook_left_main_016,0.290170242,0.482305355,0.243109527,0.254248274,0.320861209,0.298050186,0.060233332,0.056573146,0.047810441,0.567091832,0.858950956,0.771393219,,
p22_hook_left_main_017,0.303984717,0.479035408,0.236989825,0.26376908,0.346849656,0.252019747,0.068335987,0.066915306,0.047633871,0.562750968,0.832940547,0.751883674,,
p22_hook_left_main_018,0.279423938,0.468981309,0.193535041,0.241571995,0.314205899,0.291717793,0.060364923,0.058458752,0.047868083,0.541696806,0.798651839,0.721565329,,
p22_hook_left_main_019,0.288985428,0.476744984,0.196307671,0.229610188,0.328903415,0.257915494,0.066942858,0.061525206,0.047638034,0.522077905,0.788850898,0.708819,,
p22_hook_left_main_020,0.295974977,0.473050833,0.203174404,0.252103783,0.316800281,0.197969621,0.072552454,0.065978894,0.04762004,0.487307195,0.769371171,0.684751978,,
p22_hook_left_main_021,0.269785999,0.474148855,0.215815436,0.201325992,0.322906354,0.272346887,0.063352643,0.05953207,0.047812672,0.496136796,0.806969222,0.713719494,,
p22_hook_left_main_022,0.310506007,0.471044592,0.193688586,0.2296391,0.330395762,0.195134492,0.067062938,0.061593693,0.047639899,0.478066275,0.778488033,0.688361506,,
p22_hook_left_main_023,0.280875639,0.466060018,0.208736991,0.256348058,0.330968521,0.26904326,0.061818055,0.061300639,0.04793744,0.536474171,0.820976495,0.735625798,,
p22_hook_left_main_024,0.282369918,0.470277735,0.205047268,0.253530049,0.339411067,0.262311404,0.060207827,0.057972969,0.047885755,0.554508476,0.807980789,0.731939095,,
p22_hook_left_main_025,0.287853039,0.470133425,0.204403097,0.222044915,0.32783371,0.183548948,0.065758359,0.060778895,0.047642798,0.494477009,0.740078907,0.666398338,,
p22_hook_left_main_026,0.336020834,0.462153555,0.224145009,0.241876507,0.354346634,0.21253275,0.067609175,0.062296221,0.047651188,0.541381567,0.799579562,0.722120163,,
p22_hook_left_main_027,0.298510849,0.479405191,0.229284135,0.239751218,0.334968037,0.202717329,0.067104165,0.061566224,0.047638813,0.501302202,0.80350372,0.712843265,,
p22_hook_left_main_028,0.249109195,0.460790056,0.220111565,0.264125317,0.247578343,0.208283195,0.066373696,0.060816467,0.047653643,0.49994373,0.713684448,0.649562233,,
p22_hook_left_main_029,0.277019911,0.481253774,0.239556177,0.277434642,0.35118726,0.206918336,0.06844015,0.062329339,0.047636262,0.590623518,0.775934734,0.720341369,,
p22_hook_left_main_030,0.282959845,0.477580369,0.203744512,0.259758293,0.325274597,0.183121939,0.073027186,0.07137138,0.04761998,0.549063093,0.704943522,0.658179393,,
p22_hook_left_post_001,0.156733707,0.353523418,0.104341022,0.166474406,0.202450927,0.111605237,0.070679391,0.066266839,0.047621222,0.559112514,0.187265666,0.29881972,,
p22_hook_left_post_002,0.318323848,0.484182041,0.212679614,0.243255118,0.34382478,0.19526159,0.0720518,0.071765248,0.047626081,0.522513072,0.773119293,0.697937427,,
p22_hook_left_post_003,0.286200626,0.486930229,0.269932199,0.271122483,0.347828219,0.215760917,0.073838861,0.072693739,0.047623567,0.586268658,0.800244832,0.73605198,,
p22_hook_left_post_004,0.285670068,0.462361886,0.262642836,0.302885811,0.347153962,0.31079321,0.061605638,0.059483719,0.047980397,0.637581983,0.878756777,0.806404339,,
p22_hook_left_post_005,0.266218931,0.475875445,0.26216367,0.259051949,0.319792516,0.261078808,0.065544152,0.061320011,0.047659882,0.533384502,0.851612066,0.756143797,,
p22_hook_left_post_006,0.259708714,0.460870374,0.231853254,0.277673082,0.327570684,0.240497177,0.065239328,0.059359131,0.04764408,0.517453165,0.83286882,0.738244123,,
p22_hook_left_post_007,0.243766532,0.465973601,0.230627361,0.291073237,0.31253687,0.215746842,0.066474849,0.061189546,0.047661194,0.569088612,0.749578257,0.695431363,,
p22_hook_left_post_008,0.267670889,0.448417607,0.202658861,0.266686233,0.342451167,0.295734129,0.060642881,0.058611112,0.04769421,0.527211149,0.859216609,0.759614971,,
p22_hook_left_post_009,0.278581363,0.465128881,0.228307958,0.264879177,0.33521815,0.228098028,0.067217773,0.0617003,0.047651308,0.52879323,0.804143338,0.721538306,,
p22_hook_left_post_010,0.242372101,0.460139174,0.250936,0.266289413,0.304338597,0.223577197,0.065070728,0.059241525,0.047667899,0.551794459,0.760883668,0.698156905,,
p22_hook_left_pre_001,0.263740407,0.46519799,0.286526433,0.249211177,0.255773985,0.189307863,0.067824036,0.063114093,0.047634569,0.506507488,0.749040922,0.676280892,,
p22_hook_left_pre_002,0.259441131,0.418632255,0.217318538,0.189903209,0.32791182,0.256079377,0.059718253,0.058253301,0.047663366,0.42547466,0.82692248,0.706488134,,
p22_hook_left_pre_003,0.26374835,0.470073364,0.215553428,0.186853807,0.314386553,0.254010972,0.06060918,0.057440634,0.048046836,0.448420038,0.81482334,0.704902349,,
p22_hook_left_pre_004,0.274432751,0.465632591,0.234412722,0.222104621,0.327473541,0.210514371,0.06479462,0.061367823,0.047669406,0.474660493,0.807362692,0.707552032,,
p22_hook_left_pre_005,0.297309538,0.441447189,0.226666235,0.188485335,0.33094759,0.256947622,0.059614475,0.058499055,0.047671951,0.501318273,0.797967725,0.708972889,,
p22_hook_left_pre_006,0.261407067,0.465947006,0.251331876,0.212178801,0.329842023,0.261859166,0.060136213,0.057354515,0.047722262,0.524360662,0.818779562,0.730453892,,
p22_hook_left_pre_007,0.252631048,0.448352267,0.229325397,0.205457475,0.32589544,0.257000065,0.060295677,0.057891564,0.047708734,0.460722872,0.830547341,0.7196,,
p22_hook_left_pre_008,0.272894009,0.456889515,0.22983918,0.241174815,0.313319085,0.199008816,0.066675222,0.061967895,0.047627715,0.500161442,0.762076203,0.683501775,,
p22_hook_left_pre_009,0.247059563,0.446434231,0.231043362,0.204328729,0.32739462,0.262177142,0.060243792,0.057733577,0.047668987,0.483957775,0.811643297,0.713337641,,
p22_hook_left_pre_010,0.270943607,0.476438599,0.261347966,0.27151802,0.316197348,0.20233674,0.069107848,0.064562219,0.047623942,0.541560396,0.792212677,0.717016993,,
AVG,0.271837107,0.458672735,0.220877246,0.228078641,0.319929278,0.234939468,0.064538802,0.061238542,0.047713431,0.515653301,0.769568561,0.693393983,,
