uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p16_uppercut_left_main_001,0.357194922,0.460369609,0.288174619,0.302753909,0.323815315,0.288228515,0.048574589,0.047660165,0.047625974,0.678142211,0.873290676,0.814746136,0.694750507,-0.070801642
p16_uppercut_left_main_002,0.352383031,0.463343631,0.274119527,0.293603507,0.258614536,0.203484416,0.049079835,0.047672882,0.047626949,0.649083505,0.731854366,0.707023108,0.64464537,
p16_uppercut_left_main_003,0.341721715,0.464925755,0.27851173,0.287997284,0.241643165,0.173276419,0.048493911,0.047672549,0.047626597,0.601371878,0.728838884,0.690598782,0.715447012,
p16_uppercut_left_main_004,0.331758222,0.46880081,0.288270572,0.288847584,0.303261858,0.229463584,0.048379467,0.04764944,0.047627355,0.631239014,0.820394365,0.76364776,,
p16_uppercut_left_main_005,0.306545064,0.462793373,0.272997719,0.28840618,0.250154099,0.198131035,0.048452077,0.047751171,0.047642829,0.59967574,0.738804856,0.697066121,,
p16_uppercut_left_main_006,0.349389134,0.469343362,0.293214133,0.303843129,0.327024213,0.296137088,0.048727255,0.047681318,0.047621332,0.696665211,0.871065036,0.818745089,,
p16_uppercut_left_main_007,0.330041158,0.472492869,0.281356872,0.294446633,0.250818808,0.184775768,0.048340764,0.047663255,0.047620954,0.621493726,0.738647027,0.703501037,,
p16_uppercut_left_main_008,0.351275954,0.465340379,0.282196472,0.299061896,0.263442582,0.198686849,0.048443339,0.047670305,0.047633702,0.640956035,0.756397738,0.721765227,,
p16_uppercut_left_main_009,0.354066884,0.474148328,0.284549688,0.306677331,0.267959135,0.226411244,0.048220285,0.047674071,0.047632869,0.672198932,0.771996773,0.742057421,,
p16_uppercut_left_main_010,0.361840556,0.465175815,0.264591664,0.29497313,0.300994878,0.230689668,0.048312507,0.047682312,0.047632893,0.639187729,0.809841105,0.758645092,,
p16_uppercut_left_main_011,0.303156379,0.454545617,0.280794619,0.284126678,0.231803679,0.197107026,0.048206402,0.047642274,0.047627188,0.595845239,0.723548191,0.685237306,,
p16_uppercut_left_main_012,0.32369601,0.463160471,0.262357045,0.2773183,0.237042965,0.177083677,0.048275335,0.04767148,0.047631805,0.587624328,0.707709053,0.671683636,,
p16_uppercut_left_main_013,0.330789087,0.465049274,0.248298298,0.29615761,0.235192191,0.179670916,0.048434555,0.047657753,0.04762032,0.607533164,0.69872772,0.671369353,,
p16_uppercut_left_main_014,0.190796858,0.287761945,0.086973153,0.127238339,0.178825379,0.116584224,0.048422846,0.047658025,0.047623476,0.642854724,0.044199464,0.223796042,,
p16_uppercut_left_main_015,0.327624956,0.453363824,0.266717193,0.241560811,0.257497265,0.183077191,0.04887382,0.047671817,0.047622879,0.631290049,0.657824197,0.649863953,,
p16_uppercut_left_main_016,0.263647157,0.463476645,0.250028142,0.269710279,0.220554729,0.168387222,0.048154053,0.047656342,0.047624101,0.572843286,0.654204606,0.62979621,,
p16_uppercut_left_main_017,0.297053936,0.461114327,0.269463937,0.285208792,0.228565349,0.170054287,0.048185162,0.047670439,0.047628651,0.574321596,0.705586888,0.6662073,,
p16_uppercut_left_main_018,0.297871985,0.457864922,0.278357568,0.318789737,0.272723849,0.22865136,0.048789426,0.047678794,0.04763427,0.642657768,0.777332483,0.736930069,,
p16_uppercut_left_main_019,0.317707748,0.465490733,0.260179895,0.289379768,0.258106242,0.182515223,0.048615503,0.047664645,0.047621094,0.591804843,0.736693218,0.693226705,,
p16_uppercut_left_main_020,0.32297487,0.462665679,0.270847675,0.309496701,0.273785486,0.21945521,0.048306204,0.047676277,0.047643246,0.622075636,0.787102925,0.737594739,,
p16_uppercut_left_main_021,0.324166197,0.458990981,0.272711129,0.312302759,0.279499458,0.214001763,0.048265142,0.04768462,0.047651516,0.625670084,0.78637347,0.738162454,,
p16_uppercut_left_main_022,0.242210119,0.459019408,0.264782732,0.293454008,0.225225068,0.176972055,0.048051938,0.047651114,0.047624509,0.569428252,0.692682029,0.655705896,,
