hook_left|p08_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p08_hook_left_main_001,0.33874851848591164,0.41052284839451714,0.29559278918204124,0.2693526990152815,0.21061877113066743,0.14529079398201644,0.07002071154813891,0.06866179402616399,0.04763954080012354,0.3887884609929912,0.8059413420545134,0.17582365552243134
p08_hook_left_main_002,0.33495560582685474,0.407421633202884,0.30860030160287283,0.23098167705402997,0.22311468060370196,0.1692739643405688,0.07197500201760987,0.0702619005523969,0.047643329343918225,0.40808677666396437,0.7872960684394208,0.1834412264113237
p08_hook_left_main_003,0.24764192397567167,0.3587807192927851,0.29816831553878315,0.29554638021737584,0.18561725411453522,0.2676627738161532,0.0649470947723835,0.06618873775176803,0.04778012440460929,0.3973391730822481,0.8521813167398837,0.1761583352021332
p08_hook_left_main_004,0.3130948453046039,0.3602259070296402,0.29265435469576495,0.27837377555031767,0.1931507767993376,0.21052518536788742,0.06538884399682042,0.06664955831839564,0.04775416841818549,0.392520397873889,0.8244627650331179,0.17485293339636834
p08_hook_left_main_005,0.33393706394523537,0.3847306128097725,0.2980700973337364,0.29112947052494426,0.20715067176502946,0.1534467771156241,0.07001858506466803,0.0679695092125867,0.047636196067274976,0.388155817675201,0.8230403085807156,0.1753813039841519
p08_hook_left_main_006,0.3214178324313528,0.3537529313273421,0.30387304558342226,0.28854565145149763,0.1934067181058112,0.25215651663892136,0.06535294932643387,0.06539233723251539,0.04822403774804546,0.41594976980891696,0.8612577566424581,0.18223168545595542
p08_hook_left_main_007,0.34567997003878037,0.38584117639484183,0.29981772956273745,0.28923334811060714,0.21176728551449822,0.14621760160352845,0.07027142843646256,0.06890731089236272,0.04763483546379336,0.3976824102869751,0.8169142542696198,0.1789537165386001
p08_hook_left_main_008,0.3048348431592238,0.3549365997365229,0.31092926712586966,0.2642879203736474,0.19701648680300776,0.16845939970112514,0.06675059118099917,0.06531767413412298,0.047730975085906235,0.35290832235403685,0.817307587457044,0.16165886255638634
p08_hook_left_main_009,0.3302781315170635,0.39437094369381737,0.31234808970017064,0.2290137477910664,0.2257534957660722,0.1560204297165642,0.07233051314582903,0.07086982249024878,0.047647920449004545,0.3897447511000248,0.787002277224907,0.17764836224536754
p08_hook_left_main_010,0.30983894187585265,0.36257844376672915,0.3088537859462186,0.2940883482794793,0.19505950357037438,0.2326706867313299,0.06543103492916642,0.06533259999920184,0.04780155583902204,0.4223792109020642,0.845590832585529,0.18438094861014415
p08_hook_left_main_011,0.26354220461099737,0.4099357775573299,0.31273685634589005,0.30183785585010037,0.23144853739746166,0.2453536810959442,0.07383392315144094,0.07651559454468161,0.04816249812084094,0.44620903520388255,0.8605385972389504,0.19885285096666838
p08_hook_left_main_012,0.23100063535197152,0.3441729350801309,0.3360573172702983,0.26973951176499905,0.1878398628710061,0.2516562805959504,0.06577232704204619,0.0656603421950248,0.04768740429029031,0.39534477850744676,0.8311417192946271,0.17559248258150592
p08_hook_left_main_013,0.24376016943707737,0.3640259865700549,0.31313580682694664,0.2602136098117657,0.18673463835899545,0.26339167135146113,0.06573787284889161,0.06679745442847523,0.04766105888268353,0.3644122356302999,0.8593960640866809,0.1656491876358889
p08_hook_left_main_014,0.2504006426464359,0.3496575656233578,0.30580943458488646,0.2848222399869806,0.1873503658530957,0.26504586928690926,0.06549800749549002,0.06594999875723152,0.04777525026172319,0.3796288067241763,0.8595207236784825,0.17035893765896593
p08_hook_left_main_015,0.312820643865551,0.4351576642196295,0.30701683117715806,0.2707868366379234,0.2443928467520527,0.24218107858791482,0.07537846745686896,0.0721963348039784,0.0482986790177496,0.4779439143619322,0.8419655941468969,0.20850623887425984
p08_hook_left_main_016,0.3257761517811787,0.39150507554971264,0.2961420190249705,0.32482185059654695,0.22790936599670714,0.27231787391897794,0.07274213256390158,0.07580712316324986,0.04874370889049417,0.46776354237417783,0.8927369682841874,0.20543759936710976
p08_hook_left_main_017,0.3245153650834716,0.3816857015494151,0.32616974225017364,0.2643024505151717,0.20886201132372761,0.17789174321091464,0.06981527345018203,0.06847657409540774,0.04763145515698287,0.3970885658392556,0.8290037939562664,0.17846013779494846
p08_hook_left_main_018,0.3044888126609213,0.4140279919447207,0.30509312096131846,0.28374212084199624,0.22193904113555626,0.24553248533802305,0.0714801959994655,0.07294402728378124,0.04793055777653261,0.4380309555637084,0.8661658101108487,0.1941517262823184
p08_hook_left_main_019,0.2931713096796725,0.3952344170238443,0.30539619318036443,0.24057235486699566,0.22856912407538746,0.1733673716117998,0.07340234394700647,0.07179289504491479,0.047661970770827795,0.38196082608663845,0.7983973103141162,0.17571868835951987
p08_hook_left_main_020,0.2616638225571258,0.34860293883955834,0.30481149699323207,0.24155069460386652,0.1893186157224498,0.2640141142384192,0.0657735366118817,0.06576781330884998,0.047660563099448924,0.35261930259815594,0.8484736875839487,0.16138688417296254
p08_hook_left_main_021,0.3172569561636952,0.3828162898582982,0.3178137509959324,0.22835843811831946,0.2184941212538558,0.16186060497668694,0.07161191714842653,0.06996201966531752,0.04764244388428261,0.39048518625894274,0.7784629339909402,0.1773530410242289
p08_hook_left_main_022,0.34721488780099563,0.3980061428178733,0.32225879291548426,0.2551189642895888,0.21631882166920965,0.16547109469923288,0.07168868314808811,0.07008138257216605,0.04766584768567239,0.418010348457202,0.8095061235397529,0.18659347139248536
p08_hook_left_main_023,0.2712335784580512,0.3672145328665598,0.3065574532653426,0.28359758904991245,0.19401687921563426,0.24925467274800184,0.06581389889386005,0.0673213678541325,0.04765135336456586,0.4110133760803058,0.8371090019485492,0.1813828809427661
p08_hook_left_main_024,0.3283433442328562,0.409235801842083,0.31375451579185565,0.2369143039504041,0.22472836948924738,0.16043698778271914,0.07295605104324822,0.07106285201637431,0.04765445440630535,0.40213537009909467,0.7931609307989259,0.18205142438623906
p08_hook_left_main_025,0.27167160923064443,0.3562315988546498,0.2982215176723034,0.26684186383833497,0.1913075914754012,0.24709793211898567,0.06622054005847401,0.06532179630750694,0.048093802515056995,0.3533075357390166,0.8640259358574085,0.16161662403499916
p08_hook_left_main_026,0.32623098824373553,0.38203106882820986,0.3174117696936519,0.2784984933719542,0.20039022780603571,0.19351355394716982,0.06836567640006787,0.06744259871824931,0.047629559854252095,0.38996662827148787,0.8537406689962894,0.175258301129935
p08_hook_left_main_027,0.299356141422057,0.38359182205375664,0.3110643326921875,0.3144365272377983,0.1954866426448416,0.1601927411186823,0.06850976978637661,0.06696139179982909,0.047634237337988224,0.4000559351091999,0.8245032069096885,0.17850903223180184
p08_hook_left_main_028,0.30345390953371454,0.35271781795610846,0.2969597724613817,0.3006113894526608,0.18748353149565092,0.2557691548080627,0.06534078885296594,0.06474629679171381,0.047689480222951414,0.4255623066095867,0.8495307670479905,0.18521646408475548
p08_hook_left_main_029,0.33642878966799916,0.38069377505306906,0.3285468942062611,0.26544180298208275,0.20043282064058948,0.19571445677151048,0.06854144917057013,0.06719664240295369,0.047998475427078496,0.3886980804738417,0.8578427801960244,0.1748120573491218
p08_hook_left_main_030,0.33608359824159184,0.40540695557313616,0.313401141063197,0.31332555124351885,0.21032199488335893,0.1742071417797701,0.07055154820888566,0.06877017038134034,0.04765865772898891,0.4568717897795809,0.824991350121792,0.19873116945660227
p08_hook_left_post_001,0.31289242027909875,0.38902440061428856,0.31607687682734137,0.29374774950571864,0.19722287214855688,0.13898954295586996,0.06907258106480249,0.06764400099141213,0.04763111257893024,0.40692838890786104,0.796934116470537,0.18121499032135852
p08_hook_left_post_002,0.3344892939189089,0.38446109177878984,0.32511399086767057,0.3015277473647512,0.20045172062239178,0.17502787586594654,0.06887884460261953,0.06714066229215226,0.04780330836430629,0.42191351169370456,0.8397439079103699,0.18597767286282546
p08_hook_left_post_003,0.3105296233165469,0.3788833352389387,0.3408704423012913,0.2867907667830429,0.20901224908164678,0.17064830552514626,0.06932775249037723,0.06867153232201832,0.04764641943503018,0.4237997948371202,0.8192033739317542,0.18726635988317192
p08_hook_left_post_004,0.32031820421428236,0.3989319563351314,0.3250032054922277,0.2687070365361218,0.21710548929824278,0.15984059125441386,0.07191054218281538,0.06995599161461692,0.047642450779470845,0.397383327041628,0.8225158496453944,0.17974995361302007
p08_hook_left_post_005,0.3080421428247487,0.358977331281573,0.3143328905106344,0.27310573273267985,0.18993418684238625,0.23921619507721448,0.06625753177219809,0.06597307625912568,0.047774718568067934,0.41067865489581895,0.8366960772217392,0.18096975430904755
p08_hook_left_post_006,0.24652075074427549,0.4171600208378508,0.2981502723617434,0.28622259777097964,0.23015003525979152,0.23679236564342618,0.07461696705047477,0.07588186699101589,0.047654877878206395,0.4406183953814172,0.8161919065998802,0.19703907647430263
p08_hook_left_post_007,0.2661887777814155,0.3999235949849734,0.2970654684007331,0.26731133537731505,0.2099649502671256,0.15711457983941954,0.07104817549814994,0.06928237216743376,0.04764017973512159,0.33955054392380335,0.8236119549189502,0.159960363863129
