hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p19_hook_right_main_001,0.305301195,0.424676415,0.272098385,0.281743554,0.16387457,0.154193199,0.054643458,0.047734065,0.047664694,0.500531228,0.673938914,0.621916608,0.586193849,0.009523545
p19_hook_right_main_002,0.272963702,0.389529856,0.268525333,0.258627761,0.181446712,0.23025694,0.055852207,0.047816089,0.047620411,0.567274561,0.634889028,0.614604688,0.626132312,
p19_hook_right_main_003,0.368578438,0.384265286,0.335116871,0.273388799,0.227977906,0.26472666,0.053087139,0.052163994,0.048258377,0.618133852,0.793618248,0.740972929,0.616608767,
p19_hook_right_main_004,0.356337515,0.44201468,0.377784187,0.264029683,0.266261394,0.255792994,0.05602914,0.056791202,0.049313181,0.654608762,0.832775073,0.77932518,,
p19_hook_right_main_005,0.191123273,0.279781218,0.202265332,0.112038963,0.164532024,0.105190871,0.054773888,0.048416721,0.047619064,0.656289107,0.095506843,0.263741522,,
p19_hook_right_main_006,0.248780529,0.352523634,0.211798872,0.159044862,0.176870848,0.098995576,0.055764803,0.04794644,0.047619075,0.504530255,0.376040673,0.414587547,,
p19_hook_right_main_007,0.332026365,0.409868273,0.26887122,0.243415338,0.120780603,0.14152126,0.054043988,0.047797266,0.047626922,0.42012199,0.675185674,0.598666569,,
p19_hook_right_main_008,0.187270236,0.196698083,0.147078727,0.082259391,0.127417459,0.096710714,0.051461067,0.047764065,0.047619241,0.562050154,0.020077804,0.182669509,,
p19_hook_right_main_009,0.235343093,0.359264741,0.24913825,0.198088465,0.117412787,0.168008263,0.054726931,0.047795425,0.04761925,0.50338169,0.458358106,0.471865181,,
p19_hook_right_main_010,0.34362021,0.359346602,0.319892885,0.245751222,0.203886414,0.250910652,0.053123216,0.050530057,0.047781019,0.627452227,0.679779907,0.664081603,,
p19_hook_right_main_011,0.3557427,0.353176896,0.291056361,0.257885397,0.182995635,0.248953731,0.055151629,0.05101382,0.048298016,0.561637342,0.707643504,0.663841655,,
p19_hook_right_main_012,0.249965369,0.367173821,0.266363041,0.19324304,0.182921159,0.114819886,0.056224817,0.048243647,0.04761929,0.550771016,0.445419326,0.477024833,,
p19_hook_right_main_013,0.218707425,0.378404544,0.270099916,0.196073753,0.151717732,0.165652555,0.056551213,0.047886259,0.047619091,0.498562381,0.515212137,0.51021721,,
p19_hook_right_main_014,0.310602231,0.43024709,0.326259397,0.251299366,0.197662284,0.234355763,0.056681241,0.048093961,0.047980329,0.538190244,0.772094178,0.701922998,,
