straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p11_straight_main_001,0.363336157,0.426639432,0.23681638,0.306272884,0.306365903,0.275404591,0.053072862,0.056073933,0.048972995,0.542410761,0.902719075,0.79462658,0.797157635,-0.015412988
p11_straight_main_002,0.36750972,0.439209115,0.251514405,0.302602307,0.318940103,0.281272552,0.052918468,0.06074975,0.05062462,0.563164937,0.912825085,0.807927041,0.759088634,
p11_straight_main_003,0.369514766,0.470343473,0.253944272,0.265379939,0.257542827,0.275541751,0.054497578,0.048438118,0.047983114,0.507142187,0.900847402,0.782735838,0.774501621,
p11_straight_main_004,0.373426676,0.439865747,0.250260588,0.295454331,0.340227097,0.289569774,0.052912483,0.063506001,0.055386697,0.566367277,0.928229633,0.819670926,,
p11_straight_main_005,0.362393482,0.47525945,0.264781851,0.251640591,0.304435653,0.268704262,0.054095221,0.049659429,0.055869908,0.506874838,0.927514196,0.801322389,,
p11_straight_main_006,0.356081885,0.445418937,0.25989796,0.274660874,0.328026069,0.266907608,0.053140763,0.060498678,0.05046246,0.538897731,0.910499693,0.799019104,,
p11_straight_main_007,0.359284762,0.448639144,0.260114088,0.287876897,0.325809624,0.268900548,0.053215558,0.06468823,0.050090492,0.551741958,0.909467709,0.802149984,,
p11_straight_main_008,0.356820565,0.451346267,0.257469208,0.291168206,0.331940901,0.276125867,0.053417377,0.065808803,0.056766884,0.537713773,0.930909984,0.812951121,,
p11_straight_main_009,0.359549874,0.450182871,0.245699339,0.278301411,0.334182232,0.275766885,0.05334922,0.06389683,0.054002927,0.531169861,0.920748238,0.803874725,,
p11_straight_main_010,0.360472699,0.424847302,0.261991794,0.238810154,0.286716663,0.2647274,0.054042215,0.048227071,0.048574955,0.480038119,0.899984083,0.774000294,,
p11_straight_main_011,0.355091219,0.453538632,0.266112513,0.304891106,0.320704693,0.28551655,0.053352967,0.065333789,0.051226515,0.568963695,0.925216373,0.81834057,,
p11_straight_main_012,0.359696642,0.454760514,0.260504637,0.297318344,0.323809559,0.284808574,0.052586523,0.061093518,0.0528505,0.56050265,0.929442655,0.818760654,,
p11_straight_main_013,0.341925738,0.433013371,0.266141903,0.256230333,0.254752589,0.279606294,0.054897615,0.04854576,0.047628358,0.495289859,0.895686518,0.77556752,,
