hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p06_hook_left_main_001,0.3345123859899325,0.4873831617956741,0.2998720373110285,0.29912122436466815,0.21510621094079077,0.19781651282101947,0.071653719085504,0.07252733624319686,0.047697389251117786,0.48084461696302955,0.8369215082628272,0.7300984408728878
p06_hook_left_main_002,0.3745081302023662,0.4487179609041604,0.279724622347823,0.2774529481514397,0.18554382620191076,0.19121530664593833,0.0645971190076534,0.0629560145983571,0.047733039655392794,0.46055156227115157,0.8017691051576777,0.6994038422917199
p06_hook_left_main_003,0.3200953892295855,0.4248612635269738,0.2697614413440043,0.2911342496967676,0.18415999406668904,0.16089683444120656,0.06502456743624582,0.06121788721387057,0.047637266106941266,0.4293658187671266,0.7664706154494384,0.6653391764447447
p06_hook_left_main_004,0.34503055717412645,0.4517278064480581,0.28589076611128106,0.29508970718925953,0.1824887300786327,0.19528399763705234,0.06368993929237979,0.06300718561040719,0.04767988851267082,0.4504413303103421,0.8234728263481553,0.7115633775368113
p06_hook_left_main_005,0.28099135773990863,0.4658970723874484,0.28395548938348014,0.2762532072943914,0.16235964373605957,0.17586797979488789,0.0653815571321517,0.06314053122024753,0.04784054247462081,0.4035051424151347,0.7842619288030106,0.6700348928866479
p06_hook_left_main_006,0.32631457388238266,0.4264078623078983,0.28840477336744896,0.3150640076538427,0.18717917003957524,0.20659132595734903,0.06412324786899652,0.06322438803162411,0.047645390787518706,0.4786903805365513,0.8101349061584099,0.7107015484718523
p06_hook_left_main_007,0.34635652206549894,0.4256741304857738,0.27621049743876336,0.2827018187248821,0.1709450474846992,0.2022851639615561,0.060782701752817005,0.059939110387861545,0.04765139516275775,0.47410174582504033,0.7683311004655016,0.6800622940733632
p06_hook_left_main_008,0.3424576255198342,0.42765197862634097,0.3010016597016531,0.278483256590279,0.1896969277065418,0.16650563757735132,0.06471887524884787,0.0627465433415959,0.04778457299600409,0.4396544354335273,0.7974044551850197,0.6900794492595719
p06_hook_left_main_009,0.3028917922100269,0.43895937698575577,0.28259430175342276,0.2704859865476504,0.1534315655609911,0.15600238535039568,0.06506517151720899,0.062095488046896644,0.04775438085893035,0.41845681055900147,0.7383098514037296,0.6423539391503111
p06_hook_left_main_010,0.30969935993682024,0.43738284189477883,0.3008932551731549,0.2770056307357932,0.18584182210719985,0.1396436662091679,0.06485237074808992,0.06180978696885079,0.04762410862565373,0.4123843491671481,0.7802610263846451,0.6698980232193961
p06_hook_left_main_011,0.3471848366365974,0.4591726281417149,0.30507019865467083,0.2909813444232898,0.17281195621193338,0.23163576188993087,0.060785278473014015,0.06209940202268256,0.04767376324217063,0.49455069537247087,0.8257098060558035,0.7263620728508037
p06_hook_left_main_012,0.35718197552204567,0.4166048073244221,0.2675657449072972,0.292024452867792,0.16950608774904374,0.1759406837364929,0.06017677913223807,0.06028676488464281,0.047621669512823275,0.49137230295446227,0.728224718776345,0.6571689940297801
p06_hook_left_main_013,0.31192701294362885,0.45720601269535804,0.29351111591301554,0.29183211175244866,0.19691568262440232,0.18244248133427732,0.06583946912176387,0.06364939446112153,0.047657657628449354,0.4542604911889681,0.808901306179556,0.7025090616823796
p06_hook_left_main_014,0.36568771070142947,0.43428873054553574,0.28332552570582065,0.2957678287452081,0.17806865301513966,0.1939131663840416,0.061035530311196844,0.06110542014331489,0.04767100506324241,0.48730785066372784,0.7856766385918303,0.6961660022133995
p06_hook_left_main_015,0.31534051258460416,0.4449130791739324,0.30271117372153744,0.2799491805369147,0.1700924624315378,0.17153982343521249,0.06574081564007882,0.06262012186485248,0.04767754462559172,0.436825011910417,0.7843061006654239,0.6800617740389219
p06_hook_left_main_016,0.305207505565934,0.4270802680892019,0.3145088645732575,0.24901581689206745,0.18692029549417802,0.13800516582064534,0.06631129535183576,0.0629344028699319,0.04762581694092435,0.39487581579516134,0.7735465025949259,0.6599452965549966
