jap|p23_Global|jap_003,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p23_jap_main_001,0.33213715004784117,0.1789536210981083,0.2528053689936533,0.15335020952584105,0.3402314536385866,0.19842885335963523,0.1352124081888666,0.15393525799697722,0.17379878889545747,0.2584854825699859,0.2867282154648746,0.18900724951906714,0.18815789746476289,0.24724723335233295,0.3716707195740822,0.1830678538825396,0.9524187761789132,0.3514300812980161,0.3473893574199604,0.22607437519137258,0.2327790714064443,0.04767589230290273,0.04825759947708441,0.04762461655812923,0.5322380637444087,0.8866999779103016,0.46716229723421543
p23_jap_main_002,0.309129462906939,0.17823509857646824,0.2591740938252921,0.1778762200760135,0.3383642072477044,0.19020244862629776,0.1455198310550091,0.16595260072468343,0.18507864785916964,0.29401016990757534,0.30269851039134377,0.18508044999508683,0.18809151181190145,0.2507951374757964,0.3526315717377642,0.19437384986181355,0.9467687047393948,0.3449247312211569,0.3390170519795114,0.24676274248024627,0.25341918279365905,0.04771451090177313,0.04865715025912969,0.047777742021713955,0.5307397648016152,0.9089487093674473,0.4783632256945806
p23_jap_main_003,0.3263688700847648,0.17726068797065847,0.27688221968371296,0.13522144267665168,0.3316950035548884,0.18780390128498664,0.14336463451432277,0.15829662995916927,0.1837692555337771,0.2751470380842907,0.2973498006641163,0.18454286624185873,0.18752999909128432,0.2506595635004195,0.3489962882957462,0.19269138065158875,0.9538257598901971,0.3505324602132228,0.34542029457676493,0.24734006074914777,0.25568993025959064,0.04769537927074251,0.04799050287764056,0.04773318339011488,0.5538586222574673,0.8859160300002901,0.4668246066952025
p23_jap_main_004,0.32186177460772025,0.1747781865720311,0.21881484365195397,0.11632441575123398,0.3334960969108737,0.1957924299437485,0.15343854212321664,0.1495764337574302,0.17859566254118356,0.26919360492507216,0.3156058999794329,0.18870903605470002,0.1899469928313669,0.2567475167474901,0.36298841680306204,0.18386957268500279,0.9644080151312003,0.3629366577338302,0.3595985397375613,0.2497314059527354,0.2583957442525742,0.04782064954714189,0.0482770266923314,0.04763997112147074,0.5548567967063297,0.8783066789438946,0.4629733250326827
p23_jap_main_005,0.28701789365731234,0.1797099515813648,0.26377328142502376,0.15139869799934697,0.328846157005959,0.19381694465308202,0.18866187593177788,0.15774726712603676,0.19231251869025326,0.34919555572979044,0.30078566573260884,0.1876857338674007,0.19298488560703206,0.2946972799440883,0.3637022816731149,0.19494247555644967,0.958457730916298,0.35709548140920433,0.3538187459604689,0.2724534700091424,0.27671833927547673,0.04795377837763143,0.05115190863965001,0.04779634491697606,0.5735734435569912,0.9225777690987333,0.4851870570078547
p23_jap_main_006,0.2712779631832579,0.16740203455698557,0.20302553368812867,0.10745775469580816,0.3419895898964572,0.17182067600986423,0.19343454431083934,0.12219448594574027,0.19422870090401573,0.28924563509375756,0.2841632728626148,0.17131815048798077,0.1747180703941638,0.23901345040228952,0.3687390065272818,0.19745413397039308,0.9739600701402102,0.37494121952530146,0.372670077567248,0.22567723312532015,0.23214622434554838,0.04914961712510517,0.04893262751853523,0.04762783606252917,0.5486760829288782,0.8436771761517309,0.44565250610713003
p23_jap_main_007,0.31606387929310636,0.1552184999649317,0.16723219367234674,0.154234065010105,0.3441232090207443,0.16444595255798752,0.11437572176559399,0.13864484008633857,0.18903085490955135,0.26962007016587347,0.25751014198753663,0.16930294364337536,0.17882865576251786,0.23640234202740693,0.38370896924581654,0.19738507527460594,0.9546850719504529,0.3523128129960334,0.3481501090707814,0.22456561882322132,0.23753556547651247,0.047745533559246545,0.04780718454531131,0.04762140883387198,0.49548875057892383,0.8527318208702345,0.45017661485205324
p23_jap_main_008,0.27732523503168116,0.1799405424709378,0.3311232242694623,0.16455656846698108,0.3401861811148905,0.1667098918839574,0.14950516800089203,0.14736494579078172,0.1950952255987443,0.3540982905211108,0.273848437064313,0.16534145702314962,0.1812205744228591,0.28594571633727717,0.36333682142428864,0.20072553856474745,0.974777662678515,0.37119758840844663,0.36803214807215107,0.27645129361085635,0.28299492478018917,0.04804553333623047,0.05145851823042357,0.04763785276413534,0.6235617278926519,0.8849233930292707,0.466280622896703
p23_jap_main_009,0.3145460864490147,0.17512017235401325,0.20325466240430537,0.16014566649927203,0.3319651408526787,0.1860971832877843,0.14957438608107493,0.15716341188948005,0.18732132408058494,0.29773446900454587,0.3075765060116967,0.18234806596624525,0.18936828460245095,0.2667503489813137,0.3507926587604366,0.18388158881637312,0.9765869163567524,0.3771530099115493,0.37131195790422333,0.28416486535834967,0.2922052245987682,0.04779399604447942,0.048944965913610264,0.047623428795204925,0.5722643937459523,0.8895859177350665,0.46860467326513566
p23_jap_main_010,0.30582339857222807,0.18789106890285703,0.3404884275390091,0.16014459720580046,0.3376014675024591,0.19353367767235613,0.15212930051363946,0.15121490130600548,0.193813186103926,0.35778095546276967,0.25680393656520445,0.19038295090733975,0.1916014600865954,0.2753341876575174,0.3556614398335807,0.18801855732332812,0.9778917118890013,0.38079914084921984,0.37423492757989796,0.2756708919771615,0.28418746942467665,0.04772252650689814,0.05370819034510045,0.047839621938850045,0.6127352547839614,0.9097314903762987,0.4787855561575744
p23_jap_main_011,0.29038740736010693,0.16233464793228788,0.12131227785091225,0.0300475555422726,0.33684441525120973,0.17225647851735443,0.12121070424852283,0.126848683786184,0.1903783217313793,0.2700844884776389,0.2826345302481452,0.1650728034699213,0.17379266276613084,0.22727285948903417,0.36991999495710254,0.19671577782285948,0.9506829760823601,0.3487123475099367,0.34299080687379463,0.23136893692992602,0.2468794731062441,0.05285804022895149,0.047775357212606125,0.04761934712532562,0.4971506815170956,0.7975576509917647,0.4225884990585451
p23_jap_main_012,0.30422010342856254,0.16148071332089547,0.15232896079805863,0.11631234489864115,0.3282500508701411,0.15613055383806773,0.10841712852225885,0.13146552862297273,0.19096011429424126,0.26470654180949466,0.2869644552898282,0.16255739950880105,0.17376292190918993,0.23707560171890635,0.36778183741822446,0.1971315455463855,0.9570770065350527,0.3562288480378897,0.3503205579514194,0.2225651604463558,0.23697969757663162,0.047769397836404374,0.047869837030973014,0.04762015155082625,0.49167739638487895,0.8277295916412674,0.4376748715960468
p23_jap_main_013,0.2507842476965514,0.15960866370141166,0.215628154421781,0.1667849360586314,0.32595743011585265,0.1652840429496852,0.16241927978260343,0.1264196572466449,0.19388297365785498,0.27637886421406177,0.27508387469974516,0.15828431180148056,0.17216838437085463,0.24073023947651712,0.3531009842197593,0.1977367126501762,0.9555496870634222,0.3533506633948688,0.34848476657099925,0.27850071007393085,0.2898765503280122,0.04781197880459257,0.047706443503817315,0.04761930714166042,0.5172942242716458,0.8524731632556343,0.45004623519864734
p23_jap_main_014,0.30679571927325466,0.1807718395186635,0.23119514202133976,0.13133764268708722,0.34260971295258286,0.19288334962990794,0.14562273157701555,0.12644114083689614,0.19136907450429114,0.28811420545016975,0.3086759723268083,0.17872982396942735,0.18654216401712156,0.25915758292647373,0.36401032361009866,0.19349544634232638,0.9809322614551877,0.38074336413041365,0.37351558338993585,0.3050214321290514,0.3118849282719805,0.04774166488328182,0.04846592551896815,0.04761983127798239,0.5939473866657912,0.880513819360114,0.4640668253190482
p23_jap_main_015,0.2792350210584139,0.17990920956023213,0.317471584520992,0.17142194037994463,0.33556747258289044,0.17730784711562092,0.1476851346580816,0.11348036944341863,0.1941019093658652,0.3292619395019438,0.22495423027272682,0.1584360365504342,0.17265665334898073,0.25549394583372387,0.3733807887609205,0.20112048183005232,0.9722064803051435,0.3729966540028603,0.36750077954249616,0.2928216675053408,0.30350937285428325,0.0478980146098612,0.05319578865862427,0.047619344368153765,0.6016636813775891,0.8605014913297072,0.4540604178489305
p23_jap_main_016,0.26025138397421094,0.16532355760495318,0.33185428544705053,0.17907969001336183,0.32003288416644055,0.15838595221555646,0.12410860657107473,0.10105121580573453,0.185694519364795,0.28478634913849676,0.23992875525041218,0.1372721884481224,0.15721820227804145,0.2317173993145223,0.36748770771335354,0.19511353460976968,0.959426554101975,0.3606538357206548,0.3548072169288553,0.2475063579980227,0.25966196974271144,0.04781197886028902,0.04937823093647499,0.047619146985377336,0.5768552366022777,0.8077016731594836,0.4276604100724305
p23_jap_main_017,0.29186280549019644,0.18097983643203291,0.3413431921130545,0.17934896066079759,0.3352857408447424,0.17679976262883024,0.13283474975704085,0.10300017081286979,0.19388753535812037,0.2887774171302563,0.23633707448096491,0.16347028794932802,0.17338424390973534,0.2505010821388138,0.3711469422014231,0.1996632548148666,0.9788029542018453,0.3810808364640611,0.37436024254809563,0.26325822383667125,0.2799538193693774,0.04785819501550326,0.05065426357286366,0.04761913353985404,0.5764129520373367,0.8689295019531736,0.45827431774651384
p23_jap_main_018,0.31644328041023845,0.1763522262536501,0.14620612961101923,0.13521171742239282,0.29628075426196554,0.15739414737587973,0.12180211938443679,0.10666544144175798,0.19234616223694795,0.2759301745240893,0.2584216188891818,0.17458728539992313,0.17980754907364555,0.25053640855577286,0.3709435956484408,0.19477871667981977,0.9674263072766326,0.3695337426518061,0.3651425112975077,0.22587951716688376,0.2408404882975601,0.047796736348042566,0.04888662179051466,0.04762301537491569,0.46152793745165094,0.8527918377740049,0.4502074265744603
p23_jap_main_019,0.28798532174745817,0.1726163237443406,0.22587455422957134,0.17824046489455544,0.312881780580349,0.14069600460457757,0.11807008257071257,0.10185058689084388,0.18753448701464767,0.2842205605109346,0.21284267652738714,0.14520323465359658,0.1615217644710978,0.2286571963940883,0.36964985824292684,0.19660808794469806,0.9498805835309451,0.3531248763457137,0.34910328763608783,0.21581811492445455,0.23123361009219864,0.04807260196146445,0.04923151800372329,0.047619100284229346,0.4798158754708547,0.8202334466397408,0.4339262734619851
p23_jap_main_020,0.2976674714651454,0.14740977064647032,0.14044917076350927,0.10732005879714894,0.29279332932165597,0.11709790764709953,0.10807236484433669,0.07787535704974614,0.1797852366797968,0.26932734599980046,0.21184318847180186,0.13517349887498736,0.15423628930016306,0.2192548170516945,0.36729729272352074,0.19203895318320932,0.9412243482153742,0.34338699551635227,0.3383418336631915,0.19392129854993428,0.21646624306073609,0.04787431390339747,0.048176999175016826,0.04761905069154217,0.4392978002057969,0.7567600154134954,0.40218953305251876
p23_jap_main_021,0.2964424501098913,0.1712920439052566,0.1800586599712916,0.10625554717680563,0.30650826054086266,0.1381369627557399,0.11648333592659141,0.08287335887913065,0.18183524814681976,0.2762176769002888,0.2172657473173659,0.13787207958552067,0.15881435731009882,0.22799199759819824,0.36727179685362676,0.1951573167598126,0.9533036453873749,0.3553726934944684,0.3503624367027144,0.2101499435387487,0.22602366878066066,0.04839952580561761,0.0490445866121547,0.04761909553300982,0.48027256728647744,0.7780489092641797,0.41283400239859475
p23_jap_main_022,0.2549792381648781,0.13714034659152716,0.15650620822340774,0.11858619130413688,0.30360596042175564,0.1062523130746484,0.09840192436102731,0.07472342375343285,0.16643266119537095,0.25335897372096794,0.20855824246155757,0.11199016468503084,0.1375002865515271,0.20003704494195004,0.35974682163310695,0.18257323003665243,0.9394032674060984,0.3435525126964222,0.341866610860993,0.17510402382641305,0.19062689449455633,0.049282216830560804,0.04842331635863905,0.04761906072714085,0.4374344908002311,0.7063936380702754,0.37700634939870814
p23_jap_main_023,0.31251639005600823,0.18040265993127186,0.17146068142585524,0.14014621214620046,0.30555979733656025,0.1167246300499372,0.13833134124236537,0.13406401795969622,0.1945593321330466,0.2765730945879251,0.23592901733831856,0.1753831891160884,0.17655751874179051,0.24190404720564124,0.3739921387830569,0.19925595303231736,0.9603444759761146,0.36313793960825,0.36135805920172237,0.243015387159021,0.2455530036710162,0.0477295860386538,0.050972938516583736,0.04762034117586747,0.4531535726348298,0.8623413255831113,0.45498083337948936
p23_jap_main_024,0.27955143377705005,0.16129427550331865,0.12859152241627064,0.08317760559887126,0.31573435579261305,0.10334736715268214,0.12361119586568467,0.09117334061653296,0.17912249491027293,0.28142488807253446,0.2503249635777761,0.14292685382648346,0.15527320269370376,0.21941901098056132,0.36244811077810424,0.19326249924996236,0.9491961582670901,0.3521231998935794,0.350737624595549,0.19594040102186638,0.2053648065972113,0.048030974039462423,0.047919738494269594,0.04761917261106461,0.4724707624093396,0.7550512628648456,0.4013352177379551
p23_jap_main_025,0.2908348951864981,0.15916937426536337,0.11202580077565631,0.07158638881757332,0.29726408888004785,0.09615134583239313,0.13143935696855102,0.0943332251506833,0.18845020947346566,0.25800479534904797,0.23118824546775346,0.15870570984985616,0.17088096337938088,0.2329969365886828,0.3777210858649179,0.19578458800477114,0.956541761540965,0.3597483171886734,0.3593147528707942,0.19529521810947573,0.20796657509727404,0.047861402767197185,0.04828251985315997,0.047619118985618346,0.42135908379233344,0.7909074074843054,0.4192632632349619
p23_jap_main_026,0.2701721172360955,0.17314329881958862,0.27544665163676124,0.16592400945302294,0.327546355934152,0.14085495194071956,0.12587717140818963,0.11622909681543156,0.18919740516876288,0.27580577295839426,0.2525830294998471,0.14649980081222488,0.16383041499805776,0.23403084209362998,0.36754441397864,0.19787410418049953,0.9582708590363863,0.35956191301628154,0.35818201556123336,0.2239012041251119,0.22802504855856784,0.04802706995145451,0.04960056284081778,0.04762050950614079,0.5241364832437441,0.8258506929446703,0.43673560122540556
p23_jap_main_027,0.28900737687213635,0.16346385326845775,0.14285140360867338,0.09120075806652125,0.33314944735060703,0.11193623961761878,0.12618905422145296,0.08984638376559038,0.18858016948678144,0.27088620217675397,0.2590892918694202,0.1582160518887197,0.17357176373885222,0.24193690180886135,0.3730991475346762,0.1954591290725237,0.9679588971348384,0.36729063769473996,0.36698255117354717,0.2120649832378831,0.2219655536655134,0.04782093341187973,0.04882446072525917,0.04762151136297466,0.47518198876608786,0.8044358362958096,0.42602867382939213
p23_jap_main_028,0.28986284790813494,0.16827014994196915,0.18737740443465611,0.13262002005168227,0.32188991215386514,0.11826523501193369,0.13941929078610502,0.0949905558930512,0.1870898394990564,0.2659265147572606,0.2050149551915889,0.14495274367151073,0.16266625627217554,0.22255270352829742,0.374323877620127,0.19648578025442315,0.9483032920195548,0.3515599281249103,0.3506509576132232,0.2035628809024737,0.2113916512395785,0.047904636826283535,0.0494740451946602,0.04761920646970113,0.4541051380931824,0.8025312921946108,0.42507524933215596
p23_jap_main_029,0.27657535653747345,0.15841195897572427,0.12016257926256908,0.07207392427151661,0.3325371048221235,0.08175884079479039,0.13779195498215868,0.06929772500809168,0.17877503109367615,0.25450997961748023,0.21760158089249676,0.1382736957921536,0.1551853038347414,0.21597519666244339,0.3729891090005074,0.1948909988346617,0.9366403567774894,0.33946115414169636,0.33990292972158587,0.18071615243085232,0.19518375791003756,0.047993372567453285,0.04813117278862362,0.04761906621805033,0.44317094488198777,0.7383891463989055,0.39300410630847793
