jap|p13_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p13_jap_main_001,0.3578819163879373,0.4278315271864816,0.31640575154967,0.2578853597128057,0.24077705532090152,0.2123989679175319,0.0478959363011478,0.04841817737272292,0.047665370359311,0.5109260364627497,0.8574299301084303,0.614726404287718
p13_jap_main_002,0.34804564370607205,0.4437141548992618,0.31472764197752723,0.28035009799896676,0.23947504022043722,0.2058425659598499,0.047828955267887927,0.04829406760083404,0.04762898415334448,0.5239978872345793,0.8590107728971861,0.6157957613082804
p13_jap_main_003,0.35883287487638116,0.5004637695296015,0.3057136585130773,0.24923800373332022,0.24523737037309612,0.17968296228570949,0.04768066926112568,0.0477702005439404,0.04761905075347037,0.5521057555316167,0.8033326599965136,0.5766639221607416
p13_jap_main_004,0.3585277342529967,0.4911359040860658,0.336891909721228,0.2860011730095561,0.24954403574049538,0.20725273992831134,0.04788993482217311,0.048871864340815516,0.04763102185872975,0.5672817149861041,0.8821038166037406,0.6321342309248631
p13_jap_main_005,0.3659213983409533,0.4988710620466678,0.3463446416425438,0.2961827480580873,0.2447865298011541,0.2115153038328245,0.04794666548015349,0.049134412472824074,0.04763610793444279,0.5921981826051039,0.8832476569027256,0.6330136835737551
p13_jap_main_006,0.3665284812300277,0.4991804728288713,0.33639638294172264,0.2748477366941354,0.24924775496917465,0.21249179349467714,0.04793474663614158,0.04885713653061156,0.04762811380915713,0.5755978347279672,0.8742337457353809,0.6266207629739501
p13_jap_main_007,0.3620429909661586,0.4952526798417855,0.33364863572057013,0.28620541589354376,0.24286678807641252,0.20680005196547874,0.0478736337501878,0.048436531391421435,0.047623720321706885,0.5683616784073463,0.8749439809156699,0.6269917460583954
p13_jap_main_008,0.36675121130930394,0.4969464873886501,0.3319945264565455,0.29088063581781975,0.24564089536009898,0.21565810192367763,0.04788136518050995,0.048789097429549656,0.04762552941934885,0.5857131514021071,0.874463601051585,0.6267612499649744
p13_jap_main_009,0.36119903256143915,0.5081533832626546,0.35739626473158365,0.27086578455361243,0.230531074189329,0.28014267261531395,0.0476746280511061,0.04784111233931307,0.04762679119777361,0.6373261358973937,0.8844868074411354,0.6334930989105886
p13_jap_main_010,0.36054311704810155,0.4992117303508065,0.3291088615600153,0.2936208770769403,0.2449883114375909,0.22887600721127122,0.04793609840143661,0.049618785500657486,0.047631927225214164,0.5873679613823297,0.88176002276515,0.6321176515858022
p13_jap_main_011,0.35967947002500883,0.49773456380092346,0.3386636463290235,0.2929858431005229,0.24447925823870031,0.24474215292627974,0.047915291086334535,0.04956139266376089,0.04762969451303767,0.5987650850561699,0.8931840904646542,0.6400972811243861
p13_jap_main_012,0.3570311034672583,0.4900052373718548,0.3285831547521168,0.29447835509102827,0.24921278686616405,0.24283835691308298,0.04789063983046814,0.04943823248855666,0.04762753485533723,0.6085760900918584,0.8718027825412,0.625093417525407
p13_jap_main_013,0.35441399217029784,0.4877369062111323,0.33480746806611617,0.2901369159167827,0.24394036122664925,0.25364039061555843,0.047863208163676084,0.049008135040079844,0.04764093386045506,0.5960869524824872,0.8905474855849271,0.638085680421473
p13_jap_main_014,0.35344567917223496,0.4870461464061938,0.32822709544373596,0.2899315078545492,0.24575817463256602,0.2471770943021659,0.04789878059873181,0.04878906539382501,0.04762796985348,0.5968936808427799,0.877019194686153,0.6285501558984545
p13_jap_main_015,0.36289002757035566,0.49770540500222965,0.33164048691513504,0.28180399845562826,0.2403094459981367,0.26686630359445906,0.04777208967443963,0.04799566672412065,0.04764378707541696,0.6490490236232598,0.8481475635862245,0.6081019945275933
p13_jap_main_016,0.3447107282523742,0.4879739322625782,0.3233923798568024,0.29760281763557667,0.24311852309874377,0.26481404445459705,0.047873922140803424,0.04892506146819825,0.04762163416711705,0.6303167168831071,0.8585671356068335,0.6156745133652429
p13_jap_main_017,0.3533472032534144,0.49260818654752186,0.3114876313496363,0.27644558705620803,0.24323333016956666,0.24790580075441207,0.04771545346623219,0.048203102294643724,0.04762697669321826,0.6205879461105186,0.826658762845499,0.5931220646802424
p13_jap_main_018,0.3679594127283024,0.4995989467952394,0.33797807669705754,0.2657256519601533,0.24100264378808575,0.27614602702580376,0.04767579029421388,0.04789135002358701,0.04761959162732145,0.6404841404764092,0.8611682719869255,0.6171851953979239
p13_jap_main_019,0.3619975492387574,0.5000194242060398,0.3406364259002878,0.2976231817657031,0.24459967248379927,0.294493015583196,0.04773129010377534,0.04846337515611173,0.04762349436714521,0.6680550091056081,0.8842706177815496,0.6335284449939182
p13_jap_main_020,0.3573413681161689,0.49279965619096455,0.33842319457242287,0.29911343032844473,0.24981712804120554,0.25788405130945335,0.04794562282823649,0.04921811618768764,0.04764851244215497,0.6018092139450814,0.9113125249282793,0.6526842023061018
p13_jap_main_021,0.3553409971426944,0.4914683462383106,0.33519361252317265,0.3011134147774713,0.25010214196230274,0.25117742827044554,0.04793519155004558,0.04913764597464609,0.04764603904338826,0.6086224939295445,0.8947493575191343,0.6410658440557878
