jap|p19_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p19_jap_main_001,0.19208130690077704,0.13837137366822333,0.12487389221641872,0.1417248605329276,0.12846934131627125,0.04929218812798656,0.04798802472530898,0.047727044661707435,0.0476193876071329,0.4892625029209591,0.057130913441060714,0.05430975280725473
p19_jap_main_002,0.1899448802425557,0.12945485779872037,0.12958519841460542,0.12409988183282139,0.10652551804615026,0.05592021294355459,0.047652647637808944,0.04768116292673043,0.047619099087451995,0.47474371918964325,0.03834658276414002,0.041146956812917135
p19_jap_main_003,0.19144085632085034,0.12836316625876643,0.11052736637575375,0.14353017518193856,0.11016848093602502,0.049990271507156764,0.0477815495237706,0.04781891890526572,0.04761922145843257,0.4926111836630772,0.019938155691595832,0.028302384655696795
p19_jap_main_004,0.1924812187918665,0.13050577504081476,0.1284473957505091,0.1275157024818692,0.11147358097877288,0.04858201299675724,0.04819176000933253,0.047764814355439604,0.04761913619739405,0.48063135684418407,0.03414522063169232,0.0382310987488165
p19_jap_main_005,0.18996884681308035,0.12251755824557353,0.11665454696633196,0.1329447918071191,0.09659565523220885,0.062327042519023566,0.0476345634196344,0.04773009519761968,0.047619047905181795,0.49142711221285185,0.012203136468786804,0.022861224087436665
p19_jap_main_006,0.18627860339452854,0.12587809646101336,0.12280682949827341,0.130720373399712,0.10636356484391016,0.04774202286550046,0.047685741806100065,0.04770581614431644,0.047619115751894675,0.4795031760240883,0.022577185112797438,0.030115774422253137
p19_jap_main_007,0.1869426106359568,0.1345808338693366,0.12694648346870607,0.12009587545461857,0.11484503623228796,0.05856769862851766,0.04772838015847633,0.047746085699049666,0.04761937356606981,0.46894394732415956,0.04980059498466883,0.04918424219898308
p19_jap_main_008,0.1857414829385124,0.1336646854623478,0.12355825695066872,0.11320503242479477,0.11024174381030263,0.056286158541379736,0.04774679605875583,0.04774616665263951,0.04761937541093778,0.4594014158042721,0.041261928565959775,0.04320719999196369
p19_jap_main_009,0.19315801660182527,0.12577994658483432,0.1183312782039544,0.1319039693908684,0.1134711169566495,0.04834964447866613,0.04766874260890147,0.04774087512700055,0.04761906288972349,0.48782371248163914,0.021984626673346712,0.02971150120944286
p19_jap_main_010,0.1825559189143761,0.13367258091254744,0.11785057462795787,0.11466264524263703,0.10256155809388345,0.0584162543507893,0.047748138765511795,0.04772585659320955,0.04761938601681984,0.4565652916961563,0.03332225775539751,0.03764333740674112
