hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p08_hook_left_main_001,0.33874851848591164,0.41052284839451714,0.29559278918204124,0.2693526990152815,0.21061877113066743,0.14529079398201644,0.07002071154813891,0.068661794026164,0.04763954080012354,0.3887884609929912,0.8059413420545134
p08_hook_left_main_002,0.33495560582685474,0.407421633202884,0.30860030160287283,0.23098167705402997,0.22311468060370196,0.1692739643405688,0.07197500201760987,0.0702619005523969,0.04764332934391822,0.4080867766639645,0.787296068439421
p08_hook_left_main_003,0.24764192397567167,0.3587807192927851,0.29816831553878315,0.29554638021737584,0.18561725411453522,0.2676627738161532,0.06494709477238349,0.06618873775176803,0.0477801244046093,0.39733917308224803,0.8521813167398837
p08_hook_left_main_004,0.3130948453046039,0.3602259070296402,0.29265435469576495,0.27837377555031767,0.1931507767993376,0.21052518536788742,0.06538884399682043,0.06664955831839564,0.04775416841818549,0.3925203978738889,0.824462765033118
p08_hook_left_main_005,0.33393706394523537,0.3847306128097725,0.2980700973337364,0.29112947052494426,0.2071506717650294,0.15344677711562407,0.07001858506466803,0.06796950921258668,0.047636196067274976,0.3881558176752011,0.8230403085807158
p08_hook_left_main_006,0.3214178324313528,0.3537529313273421,0.30387304558342226,0.28854565145149763,0.1934067181058112,0.25215651663892136,0.06535294932643386,0.06539233723251539,0.04822403774804548,0.41594976980891707,0.8612577566424577
p08_hook_left_main_007,0.34567997003878037,0.38584117639484183,0.29981772956273745,0.28923334811060714,0.21176728551449822,0.14621760160352845,0.07027142843646256,0.06890731089236272,0.04763483546379337,0.3976824102869751,0.8169142542696198
p08_hook_left_main_008,0.3048348431592238,0.3549365997365229,0.31092926712586966,0.26428792037364734,0.19701648680300782,0.16845939970112514,0.06675059118099919,0.06531767413412297,0.047730975085906256,0.3529083223540368,0.8173075874570441
p08_hook_left_main_009,0.3302781315170635,0.3943709436938174,0.31234808970017064,0.22901374779106645,0.2257534957660723,0.1560204297165642,0.07233051314582901,0.07086982249024878,0.04764792044900455,0.3897447511000248,0.787002277224907
p08_hook_left_main_010,0.30983894187585265,0.36257844376672915,0.30885378594621865,0.2940883482794793,0.1950595035703744,0.2326706867313299,0.06543103492916644,0.06533259999920184,0.04780155583902204,0.4223792109020642,0.845590832585529
p08_hook_left_main_011,0.26354220461099737,0.4099357775573299,0.31273685634589005,0.30183785585010037,0.23144853739746166,0.24535368109594424,0.07383392315144094,0.07651559454468163,0.04816249812084094,0.4462090352038824,0.8605385972389502
p08_hook_left_main_012,0.23100063535197152,0.3441729350801309,0.3360573172702983,0.26973951176499905,0.1878398628710061,0.25165628059595047,0.06577232704204619,0.06566034219502478,0.04768740429029033,0.3953447785074468,0.8311417192946274
p08_hook_left_main_013,0.24376016943707732,0.3640259865700549,0.3131358068269467,0.26021360981176567,0.18673463835899543,0.26339167135146113,0.06573787284889161,0.06679745442847523,0.04766105888268351,0.36441223563029995,0.8593960640866808
p08_hook_left_main_014,0.2504006426464359,0.3496575656233578,0.30580943458488646,0.2848222399869806,0.1873503658530957,0.26504586928690926,0.06549800749549003,0.06594999875723152,0.047775250261723204,0.3796288067241763,0.8595207236784825
p08_hook_left_main_015,0.312820643865551,0.4351576642196295,0.30701683117715806,0.2707868366379234,0.24439284675205264,0.24218107858791482,0.07537846745686896,0.07219633480397841,0.04829867901774961,0.4779439143619322,0.841965594146897
p08_hook_left_main_016,0.3257761517811787,0.39150507554971264,0.2961420190249705,0.3248218505965469,0.22790936599670714,0.272317873918978,0.07274213256390157,0.07580712316324989,0.04874370889049417,0.46776354237417783,0.8927369682841874
p08_hook_left_main_017,0.3245153650834716,0.38168570154941517,0.32616974225017364,0.2643024505151717,0.20886201132372761,0.17789174321091464,0.06981527345018201,0.06847657409540776,0.04763145515698287,0.39708856583925556,0.8290037939562664
p08_hook_left_main_018,0.3044888126609213,0.4140279919447207,0.30509312096131846,0.2837421208419962,0.22193904113555624,0.24553248533802305,0.07148019599946548,0.07294402728378124,0.04793055777653261,0.43803095556370836,0.8661658101108488
p08_hook_left_main_019,0.2931713096796725,0.3952344170238443,0.30539619318036443,0.24057235486699566,0.22856912407538746,0.1733673716117998,0.07340234394700648,0.0717928950449148,0.047661970770827795,0.3819608260866385,0.7983973103141162
p08_hook_left_main_020,0.2616638225571258,0.34860293883955834,0.30481149699323207,0.24155069460386658,0.18931861572244976,0.2640141142384192,0.0657735366118817,0.06576781330884998,0.047660563099448904,0.35261930259815594,0.8484736875839487
p08_hook_left_main_021,0.3172569561636952,0.3828162898582982,0.3178137509959324,0.22835843811831952,0.21849412125385587,0.16186060497668694,0.07161191714842655,0.06996201966531751,0.047642443884282626,0.3904851862589427,0.7784629339909401
p08_hook_left_main_022,0.34721488780099563,0.39800614281787333,0.32225879291548426,0.25511896428958875,0.21631882166920965,0.16547109469923288,0.0716886831480881,0.07008138257216603,0.04766584768567238,0.4180103484572021,0.8095061235397529
