hook_right|p25_Global|hook_right_003,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p25_hook_right_post_001,0.21482059279445115,0.14410838694208955,0.21739052185888,0.14845805805251283,0.2543840696674711,0.18128411714416795,0.14929727811323343,0.11488433988418326,0.19570566625043573,0.2762459733105854,0.29097786567647826,0.19405941437402424,0.19370126995445155,0.27139042530736934,0.2826713239522393,0.16947590113861785,0.9389842425062858,0.3440445474712478,0.24233344972122542,0.35506495452518266,0.3024407307042408,0.05744768330970491,0.04787900221094351,0.04783066920586046,0.44501334098286227,0.8319603634622718,0.4398955163340661
p25_hook_right_post_002,0.2242822622880231,0.1312426820137534,0.23201568621507906,0.14932541179312445,0.35274248554438015,0.16100239894933915,0.16918478306338453,0.06453075538853714,0.1894573868254042,0.243697639040488,0.32243445919955166,0.1913417070530381,0.1940622737224414,0.27685019458587456,0.2695462160494838,0.12574932619317242,0.9535373042930075,0.3572142142650435,0.3538782510111532,0.34153921356219874,0.3076230278889208,0.05834843635821159,0.048813340596961054,0.047721344710536254,0.5071564636114527,0.8277304660284871,0.43772590536951167
p25_hook_right_post_003,0.17572162084263668,0.10081702859424686,0.14629545090378002,0.0775821991851451,0.24495591322352944,0.08351696070359726,0.10117372866068605,0.05917172460512761,0.16974830329205776,0.2376594193707527,0.29111656969189,0.19159120235686145,0.1609164850082012,0.25825495743344584,0.24912796907314153,0.14626251246803934,0.8784506514188173,0.26775579401901844,0.25648237801949164,0.2876721594754727,0.28818091459430883,0.06055291366525369,0.04919374983514535,0.0476201394252819,0.40785695367064,0.6727107938194097,0.3601654666223458
p25_hook_right_post_004,0.20971275680751078,0.14416662395606525,0.20339458223686097,0.12530099745258716,0.24736251146711347,0.15787975422627393,0.16658024806730926,0.09971416944136577,0.1791684057319862,0.23877323051674448,0.28222586556657264,0.18300422559708002,0.19126663278761852,0.2656319745024254,0.2660027187441221,0.1267010555963181,0.9023278643874011,0.29940079443917644,0.29840058217855514,0.3284847439918563,0.29543543395615945,0.055638374372925015,0.048321479916372034,0.047663369855154056,0.44694535255465817,0.7892891564973356,0.4184762631762448
p25_hook_right_post_005,0.21439499135833673,0.12359407092607724,0.2348564099829502,0.15039045583844177,0.286545658998398,0.1499887669373334,0.16691963952024808,0.07438199830999423,0.183644490347707,0.23733867951434323,0.29300743188538114,0.1868325158969495,0.1929661789913249,0.22078933229118344,0.2691263603314627,0.12625891975160844,0.9490295944513465,0.3490336035307495,0.3486894659336738,0.3257360663171999,0.2977159834753725,0.05620507436031272,0.04829709300335874,0.04765933621380219,0.4758538431313849,0.7940781498146725,0.4208687430142373
p25_hook_right_post_006,0.21611844229131458,0.15014846832663978,0.2184641760709229,0.1262737021926053,0.34327857917648175,0.14049360965861477,0.1778673185046291,0.09602827271736267,0.17387669521665147,0.24618034872721872,0.26672339107154835,0.17292055619213775,0.18418622598419251,0.25152962954144925,0.2755580385086439,0.12700421259831848,0.9198096529408932,0.3115036861604895,0.31277306734097693,0.31715124960563135,0.2735347545722944,0.05695871534689271,0.048403943463890056,0.04764368047749797,0.46743898805606054,0.7927225074258873,0.4201830939516927
p25_hook_right_post_007,0.21333640591917485,0.14390712567315617,0.23903224753626207,0.14981314937260357,0.35362939648449043,0.15108393876990556,0.20394109948172207,0.1168768959533174,0.18507456678424117,0.2327746253991516,0.31822576106574213,0.1844319578919032,0.19023119681020242,0.27112772001700075,0.30695742708532475,0.14303837301937622,0.936843034414429,0.3347648890147495,0.3334133205170069,0.3324935857746275,0.3086160182450203,0.057010265367497454,0.048879244280157774,0.04771494144992266,0.5074421271827106,0.8463518614218172,0.4470334014358699
p25_hook_right_post_008,0.22409023743191442,0.14706927363149586,0.201222287541932,0.1429826085201471,0.3563666027892979,0.1564741811908132,0.1856864586758973,0.10816605352496264,0.18507463004609606,0.24538226718870204,0.29641130565879903,0.1869130051810097,0.19206688755431786,0.2654249144120541,0.2567885507748665,0.12425511529328612,0.9343458179610649,0.3320354228292066,0.3306423415616514,0.3159593196456168,0.2861189699598527,0.055384240003506786,0.04811960443596445,0.047683966394302384,0.45988275887269037,0.834652209452352,0.4411680879233272
p25_hook_right_post_009,0.20200111050139197,0.0915253595668363,0.26446634069779823,0.14713034361750765,0.2855488147517441,0.170756487378153,0.1734645259301041,0.10022181702198327,0.1863255126104803,0.2306657708193609,0.2981704361985841,0.17654209906557186,0.132611128466199,0.24651174135600834,0.25441563473163264,0.10261621812996351,0.9159647396147838,0.2600200820751152,0.3218902047253674,0.26633842294091303,0.2655333059631825,0.05750940181972199,0.04975926089527277,0.04766389927215734,0.4770986508795688,0.7362954154936875,0.3919796573829224
p25_hook_right_post_010,0.13361041278837027,0.10547063199646298,0.20545539173433816,0.15291771637283946,0.14634931349028907,0.10047905139252714,0.12325808772399102,0.07370670442147102,0.18726206921225821,0.24635786531640588,0.2738110080490207,0.17786332283418002,0.10868025997609239,0.18642452688781516,0.12520097136975436,0.07670343450994704,0.8653505977273424,0.16616733586556148,0.16443479845949505,0.24971314509538475,0.2611280571345429,0.05382611332543539,0.04776562364382918,0.047619720235786804,0.34569370675917055,0.5948236585862701,0.3212216894110284
