hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p10_hook_left_main_001,0.158892062,0.389663259,0.236153624,0.263425142,0.14455518,0.240052848,0.062524467,0.06078421,0.047619609,0.429208842,0.644922996,0.58020875,0.716205538,0.050766436
p10_hook_left_main_002,0.210777269,0.416396956,0.290492888,0.299560998,0.199276503,0.282293858,0.075116937,0.071322503,0.047773383,0.461487626,0.815423041,0.709242416,0.729150048,
p10_hook_left_main_003,0.318509869,0.475409187,0.300820853,0.269288971,0.197354681,0.207094757,0.065062247,0.064222881,0.047628943,0.452312578,0.831214233,0.717543736,0.678383612,
p10_hook_left_main_004,0.338420877,0.446861444,0.28777522,0.216962379,0.188523315,0.178508114,0.071916519,0.064900849,0.047624143,0.407050078,0.762676236,0.655988388,,
p10_hook_left_main_005,0.282999695,0.454598155,0.300675672,0.29994762,0.179334475,0.175377039,0.066321102,0.063341443,0.047627862,0.437675434,0.797787899,0.68975416,,
p10_hook_left_main_006,0.329769564,0.46119102,0.318532829,0.351691925,0.192079833,0.263106655,0.0669867,0.066886388,0.04765236,0.570850886,0.857515784,0.771516315,,
p10_hook_left_main_007,0.313735167,0.449060801,0.304835223,0.334324959,0.159014663,0.2214165,0.059408554,0.059208959,0.04763617,0.498223822,0.827953387,0.729034517,,
p10_hook_left_main_008,0.332035374,0.435613262,0.299394032,0.317922049,0.163815535,0.221789138,0.059830106,0.059458884,0.04763869,0.49051494,0.820831301,0.721736393,,
p10_hook_left_main_009,0.313896165,0.434193901,0.302239862,0.318584868,0.164171789,0.20501936,0.059628366,0.059318665,0.047660348,0.473992055,0.81585337,0.713294975,,
p10_hook_left_main_010,0.296593771,0.451769355,0.306416732,0.310744022,0.225511625,0.226894498,0.072807723,0.074361308,0.047738784,0.507448459,0.828929757,0.732485367,,
p10_hook_left_main_011,0.289307001,0.412315597,0.309281717,0.204318366,0.151877909,0.135469283,0.068506737,0.065118867,0.047633307,0.39204264,0.668207597,0.58535811,,
p10_hook_left_main_012,0.321689056,0.490649412,0.315014814,0.323966998,0.21210903,0.266719608,0.077651156,0.072533482,0.047655686,0.563312235,0.851479543,0.765029351,,
p10_hook_left_main_013,0.297697208,0.425150466,0.30935396,0.264088285,0.215773368,0.274557612,0.069472092,0.069008423,0.047673694,0.513019922,0.81068034,0.721382214,,
