hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p08_hook_right_main_001,0.351123289,0.354318118,0.30752134,0.261115708,0.277319497,0.243702202,0.048093527,0.048171041,0.047756553,0.487027628,0.889076149,0.768461593,0.711009973,-0.06309011
p08_hook_right_main_002,0.333585369,0.355000802,0.330531444,0.226095787,0.272525954,0.255284077,0.047882293,0.047925783,0.048603549,0.536751995,0.824411945,0.73811396,0.682960285,
p08_hook_right_main_003,0.296416747,0.353867321,0.242168826,0.284364795,0.170267121,0.206502991,0.048753904,0.04778602,0.047630784,0.454926832,0.716602762,0.638099983,0.746050395,
p08_hook_right_main_004,0.313558704,0.384697982,0.228513327,0.29009127,0.196411686,0.209802676,0.049156496,0.047912895,0.047636404,0.469317396,0.749347866,0.665338725,,
p08_hook_right_main_005,0.346895542,0.348699297,0.282705353,0.247630656,0.29330454,0.270341115,0.047954734,0.048014054,0.047718674,0.522198897,0.854519929,0.754823619,,
p08_hook_right_main_006,0.356695033,0.349276236,0.262322992,0.255796786,0.285374238,0.256265933,0.048137576,0.047987625,0.04843274,0.46398955,0.887363935,0.760351619,,
p08_hook_right_main_007,0.3485416,0.344067044,0.325192494,0.223012431,0.293532465,0.244755662,0.048069384,0.048125276,0.048109513,0.473132251,0.896626454,0.769578194,,
p08_hook_right_main_008,0.298089298,0.366977403,0.264504202,0.221151466,0.242832951,0.263682382,0.050161377,0.051328778,0.047625387,0.50440884,0.745299715,0.673032453,,
p08_hook_right_main_009,0.324337915,0.407231268,0.300672629,0.263706269,0.265049576,0.241978832,0.050350399,0.053882974,0.048161986,0.479432191,0.88764178,0.765178904,,
p08_hook_right_main_010,0.325279274,0.408528575,0.284283003,0.274469289,0.287091944,0.234071,0.050162082,0.052950027,0.048048344,0.488851369,0.889889307,0.769577926,,
p08_hook_right_main_011,0.340915029,0.346309494,0.315044661,0.242099912,0.292445973,0.25520035,0.048181469,0.049055468,0.047740168,0.487641784,0.893804356,0.771955584,,
p08_hook_right_main_012,0.307283978,0.377374804,0.236156133,0.26670912,0.164100407,0.222900863,0.049117548,0.047818686,0.047669688,0.449371091,0.725680672,0.642787798,,
p08_hook_right_main_013,0.347705999,0.355179582,0.290686503,0.260449933,0.295185585,0.241653921,0.048453173,0.048885176,0.047986214,0.498101931,0.877754007,0.763858384,,
p08_hook_right_main_014,0.239864756,0.375250789,0.21729579,0.245946773,0.1550971,0.193392536,0.049190136,0.047870642,0.047634773,0.376295311,0.68785514,0.594387191,,
p08_hook_right_main_015,0.350157144,0.362676532,0.299861194,0.235175239,0.286665015,0.242721924,0.048177353,0.048435907,0.047736547,0.484420169,0.869513258,0.753985331,,
p08_hook_right_main_016,0.349003127,0.358058003,0.274218927,0.258601493,0.298746466,0.236456562,0.048795503,0.049075305,0.048152056,0.487564606,0.871578037,0.756374007,,
p08_hook_right_main_017,0.345392289,0.36528901,0.300141624,0.247842774,0.293150309,0.250911058,0.0482068,0.048518604,0.048158246,0.501444113,0.882558322,0.76822406,,
