uppercut_left|p10_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p10_uppercut_left_main_001,0.3246687794032764,0.46726276911564624,0.3072167541801313,0.309470878359327,0.23555841064680338,0.2864255185604553,0.05043301055728359,0.04836310542598412,0.04765617235723431,0.5973436545008659,0.8777277609026125,0.23204659016137785
p10_uppercut_left_main_002,0.3213738474947234,0.47590348105899255,0.3013170808684157,0.31891060920925246,0.23729713317895446,0.28299420970399575,0.04968587203782656,0.048397008262837896,0.04766468541591224,0.6021686441574221,0.8787681927869271,0.23341717481936217
p10_uppercut_left_main_003,0.35108945659499696,0.4722831503165259,0.3524823605630806,0.35122912358906605,0.2472046288406268,0.3140742649768803,0.05066131051945827,0.04895879704491625,0.04762600568460943,0.730948905773684,0.8852579032590514,0.2768563377793528
p10_uppercut_left_main_004,0.36011179379133595,0.45111289722962444,0.3093361279954225,0.3278606146520058,0.2772450808442135,0.3061377771320692,0.049270297418545904,0.04889629828591664,0.04769740740236552,0.6713399969090477,0.8952176209943804,0.2565021975378367
p10_uppercut_left_main_005,0.3614730334127937,0.4445369292118773,0.29686359738154633,0.30421255498118277,0.28280288591494623,0.3119783734334553,0.050227185657458505,0.04942529116277855,0.047634706296366416,0.6922836317949701,0.84643866808809,0.2639787028717357
p10_uppercut_left_main_006,0.34333244760443843,0.43985909219091895,0.33057409203983984,0.33874185560196163,0.2575209462161282,0.30755998741272156,0.05098430686590426,0.04830196356755654,0.047631962862306386,0.6773445930787606,0.8856930573682649,0.2588769545040738
p10_uppercut_left_main_007,0.3654995120009352,0.43994484139343315,0.30655519812142834,0.3245774690325648,0.2419549771788097,0.29969535483192344,0.04989392522586987,0.0504237284994823,0.04764160907687128,0.642254432107043,0.8718749287803843,0.2475240286107984
p10_uppercut_left_main_008,0.3287086600573558,0.43447131934756655,0.3065470257382926,0.3209817494829029,0.2548194251683958,0.28705797248310977,0.0500441204022087,0.04916731183240378,0.047694716655010364,0.6185338600420748,0.872061729567886,0.23924843075889574
p10_uppercut_left_main_009,0.34886808665192637,0.4660773572104956,0.30189577162097675,0.32471598727682754,0.2841633588145611,0.319443368995164,0.04991088034479976,0.04836898812141103,0.04764285465738329,0.6718197350341828,0.9067067324132452,0.25669986783346455
p10_uppercut_left_main_010,0.3548141267985411,0.45431037403190677,0.30264587276263727,0.3211332096525982,0.2588309820518401,0.28662007944855566,0.05034015102540105,0.04815502175160956,0.047623305916466775,0.6585833781774896,0.8567373682151024,0.2523595169848334
p10_uppercut_left_main_011,0.3735212592621099,0.4248574547882903,0.29659506214599907,0.30342609839196033,0.2587885567067804,0.2675327680872206,0.04950979057982382,0.04911429744086525,0.04768702666008638,0.598925449134652,0.8698960101631845,0.23251651238511367
p10_uppercut_left_main_012,0.3576901176945849,0.4567427750717224,0.29489118644598566,0.32314243148209965,0.25575877223964816,0.27966892786779307,0.04968050926674577,0.049239790034215025,0.04769941388814308,0.6316463116476895,0.8724615133555295,0.24352220364955007
p10_uppercut_left_main_013,0.3742656995417726,0.45679541823258474,0.284558584588826,0.32267638114554603,0.27067442659185875,0.31565804200118536,0.049738324379122636,0.04930882955762186,0.047802538887068806,0.6454777523185257,0.9043275135149077,0.2481749687517567
p10_uppercut_left_main_014,0.3707495365008788,0.46462990690918604,0.28307735756050534,0.3190903566952955,0.2595383698924848,0.27856326992994546,0.04925271941047062,0.048896262279010685,0.04769042448261364,0.6061410722065309,0.8938925904981568,0.2347633512986707
p10_uppercut_left_main_015,0.3762798267747598,0.47195065575653494,0.2894497718752502,0.33158707705060475,0.2555657628951667,0.3131839378346883,0.05029603164422061,0.04968887999989606,0.047708952731092505,0.664478474568092,0.8892195626799855,0.25482112873740287
p10_uppercut_left_main_016,0.37275357081983473,0.44896714898235796,0.2892058056085421,0.312297588551571,0.27296654196507625,0.29982905533352167,0.04982195507351447,0.04852066168203672,0.04768931194789101,0.6483851349690439,0.879463962912992,0.24890925057486502
p10_uppercut_left_main_017,0.33171502841973355,0.44744047995909736,0.2845882384530933,0.34812832376560665,0.2553834980742392,0.281664599925048,0.050430028348271136,0.04796417554381732,0.04762159184938886,0.6529072582633131,0.8492490676337363,0.2504338207184672
p10_uppercut_left_main_018,0.35995816751200227,0.4652586588156602,0.3040888101461314,0.349162681797782,0.2482220387624925,0.2615840604287757,0.050365202133581664,0.0483030123808059,0.04762242469073384,0.6789742778584935,0.8393481873904004,0.25921416412429366
p10_uppercut_left_main_019,0.33744661129639514,0.45943457785755504,0.28138816713316955,0.28620970570262094,0.22968007691988288,0.26322386965820793,0.050392999313541104,0.04793057024893878,0.0476292437815569,0.6168921513353613,0.7813499090500142,0.2384052402992804
p10_uppercut_left_main_020,0.3735670972328354,0.42463522415953747,0.292561451806134,0.30836288420394103,0.25711548497179837,0.2619783791529622,0.04927777805713483,0.048520547552397215,0.047712957448528236,0.5894472909515474,0.8735062899810295,0.22908187218702644
p10_uppercut_left_main_021,0.33778831433384837,0.4400270517459946,0.27116937769619104,0.297481534548378,0.2682691350415759,0.30603781229100785,0.04911784907354739,0.04836237218097349,0.04765004544196433,0.6728346551385538,0.8049847304324277,0.2567716254643582
p10_uppercut_left_main_022,0.3595760035110523,0.46113190818142763,0.3146064496196071,0.3385782749199694,0.2607325010004467,0.2677713825198971,0.05047787911028082,0.048064969727354245,0.04762422901868978,0.6904856390576262,0.842031231297697,0.26300949596508705
p10_uppercut_left_main_023,0.33645777004355715,0.4319703092378943,0.2357576660975642,0.23201750891327677,0.2391562074668562,0.23972665374675578,0.0496043650024394,0.04812756201007377,0.047620856489624754,0.6423006313423922,0.6365290086197919,0.24667751945163513
p10_uppercut_left_main_024,0.37073912684903093,0.4394974879298748,0.2938469183050172,0.3480273592964229,0.2663030817377323,0.26157384215592083,0.04896290298492706,0.0491283779542311,0.047729145476163325,0.6218120456031913,0.8958545680746404,0.23996777551411647
p10_uppercut_left_main_025,0.3399372464585266,0.45314191697416994,0.30017691480787917,0.3367129305680174,0.26923605153042535,0.3086444529640048,0.05041860101031398,0.049007045092543756,0.047674070415009956,0.6597474310952618,0.8916213299961232,0.25305769239937315
p10_uppercut_left_main_026,0.3506658468485274,0.4502560004486374,0.328107426512979,0.32770994651037916,0.26605966548626425,0.2664750681928436,0.04972987351411651,0.04816396225333925,0.0476246021210744,0.6723551774467758,0.8577954834516028,0.2567496710714105
p10_uppercut_left_main_027,0.3503161619182535,0.45620814581950864,0.30964955328730814,0.3469004227021866,0.28073798255326815,0.2978099609862199,0.051181081235537586,0.04848575495863162,0.047621606236270715,0.7064263795827568,0.8714658909670825,0.26869773859230867
p10_uppercut_left_main_028,0.3690086058849216,0.4227718504907541,0.3146420345862291,0.33756426107575443,0.28253288125054155,0.24024625850834042,0.04895212181477687,0.048809580530384554,0.0476486733462045,0.6389631576945958,0.8744214831628612,0.24557495334658574
p10_uppercut_left_main_029,0.366546818998185,0.4354588647440914,0.3122881925323706,0.33316487013271234,0.2596689637821278,0.2765150067798275,0.049018445414321286,0.04873696238708602,0.047645457603396245,0.6514328108280344,0.873115728985419,0.2497294062098139
p10_uppercut_left_main_030,0.3682548487427141,0.4307252427578116,0.32294575330781194,0.3287212081184158,0.26683016238705753,0.28923529819660876,0.04910059453960682,0.0491501368292664,0.047653352179195974,0.6729709943584925,0.8751442794830789,0.2570739085757886
p10_uppercut_left_post_001,0.3739897618136804,0.45393463981615456,0.3163235919149619,0.3006549265299109,0.2728240136785199,0.2730058452390217,0.04929120888703534,0.04864984925203833,0.047758150458109834,0.6264187667157887,0.8923954411748449,0.24145327495162078
p10_uppercut_left_post_002,0.3707860919551104,0.4679901355746197,0.29390414726748487,0.34075112239260175,0.27587593129271576,0.2852397373896452,0.04933611432459418,0.0487316658941259,0.04773005471694369,0.6766062005605789,0.8815270817794376,0.2582246602597663
p10_uppercut_left_post_003,0.346690299728923,0.4489196890538336,0.27770709674107197,0.3176990750414908,0.259619891917771,0.2682812128940043,0.05015302960506813,0.04808849307078681,0.04762027239015049,0.6116445631051174,0.8517163492183115,0.2366286952603241
p10_uppercut_left_post_004,0.37573671081522814,0.46038460723408053,0.3055413290970109,0.33457022539240955,0.2898379099125676,0.3158539376387053,0.04952867597502357,0.04886762751521815,0.04766855078958475,0.7181088291411946,0.8875656876882745,0.27216837754381207
p10_uppercut_left_post_005,0.3714191510619179,0.45564043248587927,0.30921956150088675,0.33172708436183834,0.29964011890381126,0.2942083112570927,0.04904025335783523,0.049026286108566894,0.04769533276647644,0.7080336809722982,0.8816234413142924,0.26870007347956676
p10_uppercut_left_post_006,0.34479583440002165,0.45495543580940334,0.290180519892509,0.3096627686737959,0.29438648324703287,0.3060882000643138,0.050206156821259264,0.049132198552448776,0.047696323597477094,0.6736423642521123,0.8682262906185043,0.2576602398752734
p10_uppercut_left_post_007,0.36745532791400304,0.4486478981543366,0.30740225115092323,0.3141020552139565,0.27302984254493057,0.28076791189190897,0.04891299330745847,0.048153120467411305,0.047655082949905045,0.657515871410818,0.8687723960201543,0.25152732839522923
p10_uppercut_left_post_008,0.3334589833105966,0.4612390833896939,0.3138177914924608,0.3249831023429433,0.2991453669381697,0.3111820956931831,0.05012252902657514,0.04815816087513043,0.0476743495243264,0.7181646889104683,0.870478018523747,0.2721484596040579
p10_uppercut_left_post_009,0.35718661548920566,0.46297247719204904,0.32433661992568374,0.3361131540011981,0.2614939705818997,0.2931991843622237,0.049919161360507835,0.04891137760960785,0.04763392850209759,0.6904820086269943,0.8717945188957462,0.26310418253237
p10_uppercut_left_post_010,0.2988820446644519,0.4636625445852228,0.32154589557081004,0.3303320816059346,0.3112283383642428,0.3170283573405491,0.0494866071980605,0.04821119274190958,0.04766897655293377,0.7013830227263853,0.9003140660927164,0.26636027422211844
p10_uppercut_left_pre_001,0.3319174892690326,0.4393879000314258,0.2446607236047785,0.24425823257154405,0.24297779107870215,0.25488477657937836,0.07100460607624462,0.04984482221482049,0.047619818205873854,0.6606194827745214,0.6296953071681956,0.2604896370218622
p10_uppercut_left_pre_002,0.3574394916772106,0.4651101034690065,0.30851255933372757,0.3156299020851564,0.25703724838654346,0.290997421779177,0.049173304383377726,0.048616718593981686,0.04776598641002832,0.6536313635087871,0.8725802672791436,0.2504737954953822
p10_uppercut_left_pre_003,0.35575515451838385,0.46029907054744124,0.292696058221246,0.32451810859609453,0.2629832163141241,0.29675999128410924,0.05034769509390545,0.04893733377533169,0.047657553300577436,0.6637610559011246,0.8608651528702322,0.2543486949234539
p10_uppercut_left_pre_004,0.3323782736439892,0.4577518760461353,0.2924311792733367,0.3043516951705964,0.25585598180649616,0.2559342287048565,0.04926576420463046,0.04802447136005697,0.047646438906025296,0.6020204918462284,0.8447984197483633,0.2331035758036386
p10_uppercut_left_pre_005,0.3463438438394129,0.4619731026118384,0.28715790702909666,0.3097191047042921,0.2580307761519176,0.28175100847750817,0.049805740510523264,0.04828059312786731,0.04762556742913264,0.6192631256669421,0.8623897731034565,0.23911648643511088
p10_uppercut_left_pre_006,0.35531390272323093,0.4609474581408165,0.2881019288930461,0.3067430777850749,0.24688251703096883,0.29792615327184035,0.04974862369077307,0.04841834524005373,0.047644422840671545,0.6290900709942352,0.8585085460929195,0.24241901330835397
p10_uppercut_left_pre_007,0.3671464627029806,0.4587231305674596,0.28453927477819557,0.31471268564249744,0.2597093783644442,0.26105235001273996,0.04959256879061499,0.048352493727108946,0.04763121598948381,0.6094142933330489,0.8668436178312152,0.23578645195025758
