jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p10_jap_main_001,0.245117816,0.476175135,0.288597067,0.299528257,0.21933733,0.14814988,0.050168505,0.047844455,0.047621149,0.569612197,0.692273015,0.655474769,0.76936435,-0.006079536
p10_jap_main_002,0.375271038,0.502054907,0.309118795,0.327570896,0.227280591,0.258337154,0.047847193,0.048139713,0.047645213,0.603189965,0.902416315,0.81264841,0.770191221,
p10_jap_main_003,0.384832611,0.504355078,0.311703257,0.322666284,0.212698979,0.258284625,0.04835608,0.050308631,0.047623362,0.593459062,0.897334359,0.80617177,0.776270756,
p10_jap_main_004,0.350368456,0.467888745,0.325731365,0.297836332,0.189751278,0.266074361,0.047916139,0.049186909,0.047694852,0.59275535,0.83655027,0.763411794,,
p10_jap_main_005,0.369188051,0.47617829,0.30415047,0.321140396,0.199968219,0.255960112,0.047932294,0.052625733,0.047639313,0.581070221,0.861639207,0.777468511,,
p10_jap_main_006,0.326103074,0.483614182,0.323360882,0.318735591,0.221698438,0.272100942,0.048367094,0.050230975,0.047901677,0.580516082,0.898875454,0.803367643,,
p10_jap_main_007,0.361957881,0.481712748,0.309097655,0.322836609,0.203234833,0.288105786,0.050020435,0.053031259,0.047676908,0.61658744,0.862542088,0.788755694,,
p10_jap_main_008,0.372538673,0.494805131,0.325812009,0.322355119,0.225835007,0.271132755,0.049482116,0.052507474,0.047702435,0.612488846,0.903419709,0.81614045,,
p10_jap_main_009,0.333509177,0.494717828,0.31007104,0.337998372,0.222081715,0.27425596,0.04790914,0.049023626,0.047644605,0.59441505,0.906228476,0.812684448,,
p10_jap_main_010,0.355238633,0.489637945,0.332083232,0.276166304,0.202763449,0.286473599,0.048106296,0.050170952,0.047797455,0.578852091,0.880616679,0.790087303,,
p10_jap_main_011,0.348080578,0.461143612,0.315544928,0.313209916,0.187713433,0.265257207,0.049362412,0.05325939,0.047655465,0.56088583,0.860975011,0.770948256,,
p10_jap_main_012,0.359342762,0.466373405,0.307608526,0.31234307,0.195610371,0.261591087,0.04873366,0.053357269,0.047625946,0.552030323,0.874606858,0.777833898,,
