straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p13_straight_main_001,0.352720572,0.426858127,0.299485478,0.314286709,0.279505711,0.265363639,0.048545796,0.053888135,0.050170335,0.573145606,0.908099822,0.807613557,0.664473939,-0.145636817
p13_straight_main_002,0.330493417,0.417989116,0.28103325,0.324280397,0.262378031,0.26408329,0.048372714,0.051306301,0.049026584,0.590439607,0.851022124,0.772847369,0.603836342,
p13_straight_main_003,0.335172722,0.425326012,0.268504709,0.31756872,0.2543259,0.260108761,0.048360047,0.050127875,0.048492337,0.598352547,0.820002881,0.753507781,0.749473159,
p13_straight_main_004,0.327169417,0.432856092,0.242667393,0.309481372,0.250826251,0.253344632,0.048415496,0.050102626,0.048251592,0.601552496,0.773293334,0.721771082,,
p13_straight_main_005,0.296391318,0.390400732,0.182870792,0.288562757,0.16978968,0.173184654,0.048040936,0.047807815,0.047619866,0.505230429,0.600026642,0.571587778,,
p13_straight_main_006,0.367562278,0.423679617,0.313307587,0.327328339,0.30045209,0.276082852,0.048639861,0.056676206,0.053254626,0.613362454,0.924830344,0.831389977,,
p13_straight_main_007,0.208551279,0.358417373,0.171801038,0.269488908,0.210011934,0.174114314,0.047929718,0.047744943,0.047619743,0.428470072,0.611277582,0.556435329,,
p13_straight_main_008,0.336216694,0.436331413,0.294917152,0.31510195,0.277596258,0.268256294,0.048656218,0.052728411,0.051991047,0.601282393,0.87062005,0.789818753,,
p13_straight_main_009,0.23539357,0.366450976,0.183597127,0.26695779,0.181559237,0.178038341,0.047893804,0.047744284,0.04761961,0.4620811,0.584565732,0.547820343,,
p13_straight_main_010,0.263168608,0.377531056,0.1992896,0.278827035,0.176719601,0.191785929,0.047874083,0.047778179,0.047619745,0.437199754,0.665551985,0.597046316,,
p13_straight_main_011,0.221360962,0.35603009,0.16017941,0.269059556,0.186601482,0.174088411,0.047946578,0.047762263,0.047619461,0.444233399,0.570154073,0.532377871,,
p13_straight_main_012,0.239285266,0.376230425,0.182481358,0.276851772,0.185820307,0.18530309,0.047829387,0.047737219,0.047619721,0.449469475,0.625096046,0.572408075,,
