hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p08_hook_right_main_001,0.342589094,0.354520334,0.301366775,0.256493533,0.287479258,0.25122121,0.049919384,0.048443798,0.047746414,0.492549691,0.883481502,0.766201958,0.729745501,-0.040622764
p08_hook_right_main_002,0.320933139,0.354890575,0.325785878,0.228097544,0.296042928,0.262935995,0.049253787,0.048190684,0.049296719,0.547872886,0.829632283,0.745104464,0.706010244,
p08_hook_right_main_003,0.322238988,0.409946414,0.314016191,0.296040672,0.248550383,0.228840685,0.051857974,0.048857041,0.048370157,0.535774977,0.853869694,0.758441279,0.746633008,
p08_hook_right_main_004,0.301043398,0.401650551,0.223158663,0.288748166,0.207864374,0.208645038,0.05231788,0.04790393,0.047633775,0.474046762,0.747023203,0.665130271,,
p08_hook_right_main_005,0.333742538,0.348206548,0.273517202,0.241009444,0.311586603,0.282363874,0.049428586,0.048110909,0.047710666,0.536208799,0.846182747,0.753190562,,
p08_hook_right_main_006,0.34724441,0.351266294,0.258123999,0.251789008,0.299763743,0.266635829,0.050078426,0.049597977,0.048565603,0.472575168,0.887405741,0.762956569,,
p08_hook_right_main_007,0.338569208,0.346718408,0.318942461,0.221411213,0.305270827,0.255761406,0.04990638,0.048912788,0.047943966,0.482736886,0.895130176,0.771412189,,
p08_hook_right_main_008,0.288262222,0.363232254,0.248155777,0.211626997,0.234329963,0.246537644,0.052334725,0.048494722,0.047626112,0.476920959,0.714260912,0.643058926,,
p08_hook_right_main_009,0.323496195,0.40483664,0.294394043,0.258494819,0.276998389,0.248538516,0.053786728,0.051666479,0.048090319,0.481650485,0.889113299,0.766874455,,
p08_hook_right_main_010,0.318815737,0.409612258,0.280389405,0.268055279,0.300590246,0.2318712,0.052217363,0.050195951,0.048134909,0.488106405,0.889757267,0.769262008,,
p08_hook_right_main_011,0.330247259,0.348769741,0.309328462,0.239086631,0.307525276,0.265098169,0.05124134,0.049889845,0.047741868,0.498412675,0.890906115,0.773158083,,
p08_hook_right_main_012,0.328527286,0.422822156,0.301831976,0.269279606,0.303645581,0.247435289,0.052739187,0.050855864,0.048027487,0.542476311,0.886625797,0.783380951,,
