uppercut_right|p25_Global|uppercut_right_005,LShoulder,LUArm,LFArm,LHand,RShoulder,RUArm,RFArm,RHand,LThigh,LShin,LFoot,LToe,RThigh,RShin,RFoot,RToe,Hip,Ab,Chest,Neck,Head,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p25_uppercut_right_post_001,0.21379103823827364,0.08985476179906812,0.1846995646832409,0.0979534944988914,0.2518771044888515,0.14189234828357045,0.12332301241567914,0.09155455750938299,0.18594224943356982,0.1965075478332062,0.3279944246311699,0.18420376951636577,0.1859794068885572,0.2611359889194058,0.2261167496896345,0.12112203025675575,0.8891182829063855,0.2900721905169362,0.2830994802256969,0.2480234743462161,0.21893257745057743,0.05205794841607806,0.048536699095623734,0.04762582711805771,0.40285898108466006,0.7434907137242758,0.39555827042116676
p25_uppercut_right_post_002,0.23640184057817532,0.1182812594386117,0.2907433874124446,0.16682309097478026,0.3214296851236837,0.15379850251168486,0.14604342136615817,0.13777197353641474,0.1844182477769251,0.19710333608832825,0.33147635295521094,0.18972181257891121,0.18680385766451965,0.27191658845798844,0.3031657283998421,0.1859353453609076,0.9381137244653596,0.33858518554662564,0.329288116887665,0.25477919791911524,0.2509138476883991,0.048032894702180216,0.04906956961572636,0.04777174184457872,0.4612775381119726,0.8662226477502186,0.45699719479739864
p25_uppercut_right_post_003,0.2368321002148232,0.13391435588815134,0.23051908036354174,0.1376360846388115,0.32336691757277736,0.16622376476727882,0.14346441873094534,0.11154847933773564,0.1894126043192472,0.21148248663265998,0.2923816401762484,0.18495191859737514,0.18900135424659903,0.2643730871517395,0.2565432271469983,0.17422564938389956,0.9569701673480662,0.3634743149687415,0.3545061278092391,0.2898399690630355,0.2818055371832696,0.052717030009461124,0.04891531125097598,0.04777548129811264,0.43678180504313735,0.8492849097024744,0.4485301955002935
p25_uppercut_right_post_004,0.17553634994615552,0.07661156746936426,0.13566617868874334,0.0822359060658039,0.23522637660803838,0.12364536055080004,0.07211860691827254,0.0497135580029537,0.18578376868378083,0.21098731034803894,0.3232537864654036,0.18838102491395353,0.1818355381657776,0.2654248718952996,0.1536596208535956,0.0829384934457165,0.9510700314471615,0.35530140386607556,0.3451781370196363,0.19033750661327462,0.18704069934086542,0.049658696885185157,0.04880218347748649,0.04772909705086683,0.42026893700628454,0.6446940364344,0.3462115667426334
p25_uppercut_right_post_005,0.2501398253785543,0.1405120387497683,0.23161716606605337,0.152614800214931,0.2960241443355268,0.16123945938415093,0.14299915828017667,0.10454738834383785,0.17815358256815844,0.20547913542727803,0.31582523792315387,0.17473285817045442,0.1841625321056607,0.2732205635175754,0.27783920837012654,0.1657801929086715,0.9373597499279205,0.33649247143926375,0.33220856803355153,0.2575259062402854,0.2542841966570012,0.05158980098883591,0.04848418204419274,0.04765578754362748,0.45580808048039706,0.8246001366748471,0.4361279621092373
p25_uppercut_right_post_006,0.24275255390284825,0.10685462441412323,0.25012602326461586,0.13188888969883872,0.2705841608455798,0.15809671464046043,0.18313222259500522,0.12889037443540144,0.1906306436215452,0.22919373955438216,0.3091360445084262,0.1929402429875622,0.18320144067537236,0.269496178557372,0.2568689456833443,0.13048828186672848,0.9575272641360482,0.3630805047180855,0.3557963580182183,0.31669785846181103,0.2964255206244646,0.0623098446960492,0.04923639885250353,0.04777719094569238,0.49315207122463134,0.8116199566206894,0.4296985737831909
p25_uppercut_right_post_007,0.16780652862523807,0.09386002082540415,0.22544616265510803,0.11907698918266466,0.2870377961443178,0.16291905439704596,0.16480367592141304,0.1260995581161069,0.1854781635204426,0.2192352513623336,0.3199972036346648,0.18919383125054087,0.17675890963684046,0.24756870844946416,0.18679865915602872,0.11944629156747737,0.9523678025783961,0.35262083595272836,0.34850671302071473,0.3266163988245213,0.3039913972768536,0.05035323405202803,0.048764692422780594,0.047809333763153446,0.4564399744739262,0.7811519883537993,0.41448066105847636
p25_uppercut_right_post_008,0.23027610046521424,0.11673624811157593,0.22208850498058727,0.13442687496532627,0.33004236964330175,0.15840924280396754,0.1263999249854197,0.10369792616186772,0.18356990898311726,0.20391833251534655,0.3247328354553941,0.18984739432311712,0.18181635035971144,0.2549233841800752,0.26068181785878325,0.16225123768171895,0.9377835876180993,0.3381622569572732,0.32844231770861076,0.2693925380579905,0.27247269804967345,0.04795713376490575,0.05059440005144864,0.04787286795754443,0.43922234612520583,0.8233707834179403,0.4356218256877424
p25_uppercut_right_post_009,0.20940648355977848,0.08371994097499463,0.12457709309502045,0.04200760391806006,0.23359101984528152,0.10642114469206139,0.054903084980876746,0.032415518070713537,0.18833958991349564,0.19270771296654604,0.3298954346411952,0.18839160567888272,0.15500382302181945,0.23693142669754338,0.2367568702954322,0.12453519095190221,0.883352901115245,0.24580174613799385,0.2334183956035004,0.2479280755543464,0.22908873281054176,0.0507281311808563,0.04821673157061682,0.047620305868221066,0.41418030772206926,0.6329221847895584,0.34027124532888975
p25_uppercut_right_post_010,0.22486169454735966,0.09043118629206857,0.25192270496416574,0.12020246342602219,0.27588366751707183,0.13941329122122986,0.1326477137432127,0.09190107428822228,0.19408620066301557,0.198158842333391,0.34201163314095084,0.19215440141359602,0.18492102919393383,0.26114422083115185,0.3148330608635556,0.15450745460166695,0.9224364136910506,0.32606729094496323,0.3101692766793384,0.26583244917413795,0.26150053193927664,0.04957083048247724,0.05030528697856962,0.04763717933190824,0.46011665175998057,0.8026295919227603,0.42513338562733427
p25_uppercut_right_pre_001,0.23649904431136007,0.13131145721923435,0.2779862082057937,0.16423092750787793,0.3120780952220458,0.14151220161294903,0.2064874017543999,0.12178837083401003,0.1956671937309702,0.25531348766012474,0.23142820209546958,0.17530134027104843,0.19457583950600696,0.2748548210852238,0.331128270769286,0.15682154427789272,0.9384208088381776,0.33870066000258603,0.3309549235827819,0.29188225494344466,0.26651394115054305,0.0491057053202616,0.05092555110891576,0.04773785900662153,0.5114418335509705,0.8410681423302026,0.44440300066841204
p25_uppercut_right_pre_002,0.2483220315013524,0.1080382349247633,0.07468960508858638,0.038695980263564855,0.17411683008829457,0.1108019358744616,0.04739083558030107,0.018940810818316164,0.19424488766462117,0.21637050925763507,0.2918522929907711,0.18993953556070214,0.19256479891248657,0.2647545784645516,0.20370073580961803,0.09524332014878734,0.9402756105797172,0.3410225709488221,0.3376342328396095,0.21981933003941084,0.21350564608642433,0.04836344170447878,0.04780948671387178,0.047660113946389714,0.4012268597722811,0.6471384239962451,0.3473992689713174
p25_uppercut_right_pre_003,0.2364247783910402,0.11243188257760346,0.19037827511128427,0.11173231023088188,0.2593706234135876,0.1281142995705914,0.09998405987565698,0.07974494389406091,0.19283986058298364,0.2166908184546466,0.2748300307328223,0.17821394520589778,0.19030652491260572,0.27294808769026924,0.24466036039982572,0.15953904125945367,0.9473283918340091,0.3475214673918464,0.3403065761261419,0.28805539403739927,0.2168288975771872,0.04827923902133376,0.048638505598394874,0.04785270387835096,0.41032485076904096,0.7726481367313325,0.4102504203048417
