hook_right|p25_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p25_hook_right_post_001,0.22807221517254214,0.30116192026861227,0.14156793111320704,0.21369751180722418,0.08326926932953152,0.1633236772757118,0.057268282852209564,0.04806834627326341,0.04761948653465561,0.39615429865758134,0.4010880385603133,0.16716364259435143
p25_hook_right_post_002,0.2636571969816205,0.37852416822179863,0.2134594481702324,0.21781792220623203,0.1191897104834471,0.1787255904008495,0.05948836155776941,0.04885501445134875,0.047622219127062694,0.4517749569043562,0.533726250486472,0.1867061109711581
p25_hook_right_post_003,0.22021881051401454,0.34818393026819094,0.19598532417648395,0.21039049311997432,0.10618923007729202,0.12674421606151803,0.0589306017384968,0.04941664648894515,0.04761926209558529,0.37718632002491015,0.48227949430845046,0.16184452275078404
p25_hook_right_post_004,0.24213999153408636,0.34316654792829354,0.20661569629201354,0.22576805412110995,0.11805877311329475,0.15690977536239942,0.05732131805669389,0.048352470766281665,0.0476197841848896,0.40390238989046595,0.5339344375718824,0.16985872623781384
p25_hook_right_post_005,0.2170053091321361,0.35892585001939653,0.17323369260432298,0.21865842392427076,0.12926951170271037,0.1766365355002831,0.055768965497621205,0.04868198756489521,0.047620124230033846,0.3781048575473149,0.5443948338411776,0.16085193686994376
p25_hook_right_post_006,0.21722358415994555,0.35895938422072016,0.20346216092943617,0.2344419736200239,0.12291744665225632,0.16840877565552206,0.060695978945994086,0.048503405037762584,0.04762056940457169,0.3799607417509564,0.5711440728927213,0.16305337524490432
p25_hook_right_post_007,0.2296476551580322,0.3971999266701074,0.23610051002521634,0.22383192535587998,0.13492012851735194,0.16595219912488895,0.058495990002973605,0.04866310323230598,0.04762362593927111,0.42946429949449516,0.5811286142647636,0.17887446424325826
p25_hook_right_post_008,0.22021696955142497,0.3576577190207672,0.20174558515179433,0.23028086935208747,0.1138005673552672,0.16048962419851937,0.056740822273955244,0.0483234217389714,0.04762131836182064,0.3959476651284146,0.5327486314070919,0.16700396971378043
p25_hook_right_post_009,0.160430359210449,0.30788706142336747,0.158294096598171,0.15583107607838173,0.10700626942254136,0.1389965073419896,0.05941115823046905,0.04965671880597818,0.047619216101555194,0.3912731277521086,0.33084699834992354,0.1667803349295186
p25_hook_right_post_010,0.1770015135886652,0.25980921966269493,0.09883242909628823,0.16814242907233687,0.06222534979243578,0.13470147528566095,0.05578477435061895,0.04793245108933908,0.04761933373812562,0.32258970071490095,0.29022044409806375,0.14210230871828633
p25_hook_right_pre_001,0.23147938733415932,0.30636750148255826,0.12494576439491349,0.18653306009610218,0.07205992440034796,0.12586178413375734,0.05606712273894403,0.048065363333678036,0.047619133868425874,0.391757908145114,0.3214043577457001,0.1652967980725787
p25_hook_right_pre_002,0.22137529977451567,0.3342892371353885,0.14395580484758952,0.19334247429689413,0.10995992635003744,0.1318930050810675,0.05484229489167799,0.047974057727606864,0.04761939247631453,0.4610084128737874,0.3292166723593804,0.18794158849769074
p25_hook_right_pre_003,0.26370039922654803,0.38784994927802113,0.1952930572748673,0.19560937835813846,0.15629224032275824,0.18263748255855075,0.06200948471211311,0.04977584778508188,0.04762192346492953,0.47533342727896466,0.5138993039281156,0.19570625325871988
p25_hook_right_pre_004,0.23401627927535412,0.34470079153377703,0.1760568456124508,0.18670846821171513,0.13162823677164964,0.15364653700902914,0.060852722622266354,0.049349573776842126,0.04761994099418061,0.41976779429973937,0.4484229655914615,0.17665669689961594
p25_hook_right_pre_005,0.2324059241713056,0.3518875644430216,0.18590901969221185,0.22030221298463815,0.13459114464774496,0.15408623295530038,0.06071796398290658,0.049452467413409244,0.04762012622462538,0.432938790954372,0.4894446275417694,0.18103640745022925
p25_hook_right_pre_006,0.24460117986135624,0.36396494547262714,0.18229171277828676,0.22319303501155377,0.12554392690358165,0.15732958166872202,0.05993076280500503,0.0488268810416131,0.04761972271499688,0.40801145750118906,0.5177104420631704,0.1722563671159357
p25_hook_right_pre_007,0.21395461789273423,0.3791277056191006,0.18201674449057606,0.2025449062595802,0.13769696684262514,0.15746093280587617,0.06161064772264576,0.050043811834233856,0.04762277899541152,0.4457003152537111,0.46251175917823334,0.18578492493686355
p25_hook_right_pre_008,0.2508193466178435,0.3811194040023365,0.1686534645145967,0.2377629263539179,0.13567569087392123,0.18039224592814126,0.0597126387262323,0.04882610258927239,0.04761996134320686,0.381943174690869,0.5909749057371617,0.16349397200212457
p25_hook_right_pre_009,0.24047304718744328,0.36049872057829396,0.15252293396302746,0.22949065290813406,0.11316810959959885,0.15773653070699117,0.057403032833024434,0.048313038665775826,0.047619615887151474,0.39431278063980135,0.4956098085382027,0.16667628404620055
p25_hook_right_pre_010,0.2862771713976044,0.4192427938581865,0.2184207595516706,0.2670369728378536,0.15867688269417785,0.18403914590397935,0.0609010757175036,0.049852196326218824,0.04762729401449728,0.4935129657982637,0.6277860412684387,0.20142207928066203
AVG,0.22973581288708905,0.352026217055363,0.17796814906386785,0.21206923829880245,0.11860696529262857,0.1577985927479379,0.05869770001295606,0.04884664529714118,0.04762074148506557,0.41153226926506575,0.47992463498662474,0.173025538191721
