hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p08_hook_left_main_001,0.3507026619094272,0.4093528238556898,0.3160656420389027,0.2671442731311904,0.20959527163880648,0.14802444750478963,0.06742856553992442,0.06520320545272036,0.047897059037126544,0.5022075376343801,0.7250088249972301,0.658168438788375
p08_hook_left_main_002,0.34065888425193364,0.403965011307095,0.3267364990475015,0.21638815911390621,0.22610591965412094,0.1640348043259674,0.07008031937650001,0.06722255431202713,0.04780269005644833,0.4693626436208963,0.7346032606708791,0.6550310755558842
p08_hook_left_main_003,0.2456824740368102,0.3588348824029989,0.3140979825897937,0.2815048726575532,0.18202932339691227,0.2723907064973895,0.06157377554384502,0.0631108289264188,0.04783951049055927,0.45195409844043627,0.8076730547510463,0.7009573678578632
p08_hook_left_main_004,0.3068807442315122,0.3616116622054725,0.30644597246084543,0.2949071573527836,0.192845699720013,0.2153002799656542,0.062063463208179875,0.06439757809188933,0.04803585188798354,0.474357048684654,0.7818306130804705,0.6895885437617255
p08_hook_left_main_005,0.3403125197086006,0.3844228375498678,0.3219201501632934,0.2922914915003431,0.20574978661121018,0.15169708641077917,0.06733684611684017,0.06475587358685686,0.04781696100765794,0.46177311379471664,0.7789010062494939,0.6837626385130607
p08_hook_left_main_006,0.3096959369454849,0.354045349592055,0.3239032060649937,0.2769295322691138,0.18615192469748926,0.254146182726268,0.061683463114653746,0.062344374366072805,0.04820485584762156,0.4691715784474031,0.8139658623302563,0.7105275771654003
p08_hook_left_main_007,0.3559807567798459,0.38572688751524603,0.3138615713986018,0.3092998635886872,0.2166639461903074,0.14386944631172016,0.06774661863012657,0.06530135051489354,0.047919830366497086,0.487638980144341,0.7737982152083958,0.6879504446891793
p08_hook_left_main_008,0.29889337969148017,0.35413782112000053,0.32482280532140556,0.27822982244158145,0.18888140514238594,0.24252993949880391,0.0636225852437133,0.0628104025538305,0.047850403986947385,0.4553872735243004,0.8100152354431109,0.7036268468674677
p08_hook_left_main_009,0.33638507117202854,0.3946431640486855,0.3333997559628513,0.23325797001586596,0.2295122953154903,0.15167377396322382,0.07066676710899018,0.06683142086251669,0.04795544258315615,0.4606034774844662,0.7498331380987272,0.6630642399144488
p08_hook_left_main_010,0.29961096074135585,0.3631560889315225,0.3283476855923773,0.28554500650287656,0.18718242018766404,0.22884602696099532,0.062074961891200556,0.0620683093674467,0.04806688223102765,0.4706640855626077,0.7995306271533965,0.7008706646761598
p08_hook_left_main_011,0.262482870407403,0.4105955805807803,0.3305933561808036,0.29953149939868945,0.24116741248690127,0.2442107844908107,0.0723688074690502,0.07619441146048268,0.04828971544792139,0.5160079603036706,0.8170263370908499,0.7267208240546961
p08_hook_left_main_012,0.22897844118457159,0.34297590316008086,0.3268748044165061,0.2807592284876405,0.1695023940665006,0.25418034906896975,0.06218508017549531,0.062399992147449054,0.04773512739220141,0.4357785779579423,0.7833114598458072,0.6790515952794477
p08_hook_left_main_013,0.24148696452085278,0.36398648165319547,0.3323120507841839,0.2773726693175302,0.18114124187195982,0.262851271771441,0.06235411276739099,0.06345469769676697,0.047793272321736614,0.4460585713842497,0.8147409680197045,0.7041362490290681
p08_hook_left_main_014,0.24852096451977707,0.34981817340001353,0.32543181748514105,0.2757223061647652,0.18230223601211218,0.2648337035166012,0.06185525396604413,0.062419719279929724,0.047888632205221035,0.4364718952136181,0.8157669870630674,0.7019784595082326
p08_hook_left_main_015,0.31833773205014404,0.4349395046830328,0.32477986152366467,0.26205360307419057,0.2603760365607528,0.24883144360649304,0.07462212911729116,0.0698123677381817,0.04827245056688228,0.5560391627421494,0.8021026952246657,0.7282836354799108
p08_hook_left_main_016,0.3327848537230511,0.39220725855978694,0.31101656021123786,0.317364470120579,0.23740810121496878,0.269015096829209,0.07081607036547395,0.07406522230116759,0.04851769881913922,0.5356083314485256,0.8474104354447929,0.7538698042459127
p08_hook_left_main_017,0.33451286850249473,0.37917242090156844,0.33813834029734136,0.2725659157297248,0.20429042197477365,0.2564835964186686,0.06714481425507965,0.06500918122359589,0.04787154874874129,0.5102512454900962,0.8168547561960084,0.7248737029842347
p08_hook_left_main_018,0.29541107733992017,0.4113259220089757,0.32022577175025047,0.27468184300770526,0.21524987131792458,0.24365891405363377,0.06899561618259713,0.07044380220713069,0.04841385966862858,0.48117712785339506,0.8199264279741081,0.7183016379378941
p08_hook_left_main_019,0.3004068048679612,0.39640233286587134,0.3181189854008218,0.2268938212751169,0.2297706060614189,0.16895347406163488,0.07184511304209239,0.0686787689614828,0.04800802713170895,0.4399774352675191,0.7459330309870968,0.6541463522712234
p08_hook_left_main_020,0.2588066965159203,0.34756038288976365,0.3225024852249375,0.23098177114010782,0.1736540002480396,0.26803135195807715,0.062283495071084355,0.0625038471368344,0.0477701342797358,0.39850364038846775,0.8035999261193276,0.6820710404000696
p08_hook_left_main_021,0.32483853538841234,0.38207456764354336,0.3408141937789768,0.2609036443680227,0.21279259396661607,0.1588642071319561,0.0695617163516254,0.06656177652930557,0.04785630072519606,0.4570779743684003,0.7667426907852346,0.6738432758601842
p08_hook_left_main_022,0.35686132965162043,0.3986319003777949,0.34336739641867176,0.24303175964219248,0.21075730925183808,0.16094553704788822,0.06955325270609228,0.06676604955667009,0.048019773923668255,0.47647626631845663,0.7620135177193791,0.6763523422991023
p08_hook_left_main_023,0.26856714765620837,0.3665339060759508,0.32574089804281914,0.2692749620978156,0.17058337993918227,0.24476054537409203,0.06223222637817238,0.06319279895110437,0.04775662209054413,0.44749344703162597,0.7849917562276106,0.6837422634688153
p08_hook_left_main_024,0.3359884789576379,0.41247615690886547,0.3318434656101844,0.22595195696197345,0.21908122704911775,0.15666049237685725,0.07130390203978501,0.06810960579325014,0.04798912649172384,0.46256418551862916,0.741131668156979,0.657561423365474
p08_hook_left_main_025,0.26982063588993144,0.3563004583711589,0.3151191379640156,0.25755398474086155,0.17883842098655806,0.2481109103651639,0.06239113033793842,0.06224727809287225,0.04813254390197262,0.4042567263325864,0.8167677063725016,0.6930144123605271
p08_hook_left_main_026,0.335233323614157,0.38290459500373986,0.33822422659497925,0.2991467904502471,0.19351903937904474,0.23754398251004974,0.06524205930988698,0.06429265132115598,0.047948405908359026,0.5209250767141218,0.8130685732357593,0.725425524279268
p08_hook_left_main_027,0.30800164059299545,0.3841602662224212,0.3282161418054316,0.30185228038318146,0.18971474672943028,0.21134575758574856,0.06534995536715035,0.06372793022098892,0.04796225671786599,0.4910251186719239,0.7925313368027895,0.7020794713635298
p08_hook_left_main_028,0.3008999872996754,0.3539546925305418,0.31409307565923117,0.29230778018040393,0.18731973237417088,0.2432504144904125,0.0616354257804901,0.06206101062557939,0.0480075020040733,0.4621311638816682,0.815486765849986,0.7094800852594907
p08_hook_left_main_029,0.34281039344407815,0.3798249908109371,0.34534815934007523,0.2799669184329602,0.1934561583309827,0.18065783345099473,0.06547083137675679,0.06371661706248181,0.04792462112434147,0.46566956782151214,0.8012212257176892,0.700555728348836
p08_hook_left_main_030,0.3450980829338044,0.4068829247267626,0.33624905089023754,0.30957340159652597,0.2025296829165651,0.15175871576793185,0.06808587249602405,0.06542222862561682,0.04787915512873201,0.49587358478417964,0.7836702182015409,0.6973312281763325
p08_hook_left_post_001,0.325244241745755,0.3986823539119653,0.34246445695217986,0.292108177339063,0.18619472329373032,0.13405555706538022,0.06627135731768818,0.0644296422579727,0.04784248965614869,0.46118501489690794,0.7661076809958626,0.6746308811661762
p08_hook_left_post_002,0.3432470660600191,0.3839000842207791,0.3410801689222791,0.292064826374968,0.1933952887674944,0.1816223182784679,0.06585351944078577,0.06380132865549497,0.04784284362029552,0.4738927847865755,0.8048913538775182,0.7055917831502354
p08_hook_left_post_003,0.3137450494964542,0.3763559783417404,0.3343105070132989,0.28021096936670076,0.20049751341368438,0.19831433030102757,0.0667215172363963,0.0650463119364009,0.047752445694588606,0.45958402339207655,0.7953709363990337,0.6946348624969465
p08_hook_left_post_004,0.32477387295406956,0.3988939959688359,0.3326855706328925,0.26072769683258595,0.2072741926328606,0.1547653538018337,0.0698290214840191,0.0666767030360394,0.04785724239559021,0.43804865053407216,0.7756974447753858,0.6744028065029917
