jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p19_jap_main_001,0.195559748,0.136877442,0.130219767,0.122311099,0.105108903,0.054108848,0.047960419,0.047736843,0.047619211,0.460448565,0.054338794,0.176171725,0.456199032,-0.008775639
p19_jap_main_002,0.195569467,0.136486336,0.15017585,0.135619513,0.083429683,0.062193634,0.047714871,0.047817048,0.04761919,0.471177839,0.062400884,0.185033971,0.750629549,
p19_jap_main_003,0.19768183,0.135187488,0.124460143,0.130925344,0.081114011,0.057876412,0.04787274,0.047784305,0.047619843,0.461639297,0.036971798,0.164372047,0.759405188,
p19_jap_main_004,0.199558418,0.139258504,0.133132747,0.131507086,0.087652064,0.057565831,0.048298484,0.047710876,0.047619271,0.456554307,0.059169065,0.178384638,,
p19_jap_main_005,0.188692996,0.124212793,0.132806638,0.128984005,0.071881973,0.067881653,0.047655862,0.047774126,0.047619107,0.477659732,0.018707892,0.156393444,,
p19_jap_main_006,0.200045041,0.13093477,0.129903741,0.13197574,0.078575672,0.053429327,0.047722362,0.047718631,0.047619768,0.457880165,0.039163736,0.164778665,,
p19_jap_main_007,0.190253365,0.133981995,0.129370056,0.118742445,0.083866642,0.068352697,0.047717904,0.047754441,0.047619137,0.447468532,0.052311991,0.170858954,,
p19_jap_main_008,0.192333534,0.132568991,0.132840402,0.111137074,0.077755934,0.065482481,0.047757143,0.047761516,0.047619131,0.444932871,0.042251215,0.163055712,,
p19_jap_main_009,0.198712713,0.130456801,0.125984335,0.126529932,0.081294421,0.054373869,0.047728833,0.047756708,0.047619116,0.452909418,0.037362715,0.162026725,,
p19_jap_main_010,0.18540614,0.130320883,0.112907928,0.112030098,0.067645282,0.066987686,0.047757443,0.047715067,0.047619131,0.425986489,0.029707302,0.148591058,,
p19_jap_main_011,0.190597942,0.125075237,0.124540739,0.115144985,0.068673941,0.068251906,0.047651362,0.047782348,0.047619055,0.448993658,0.023534136,0.151171992,,
