hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p19_hook_right_main_001,0.336161937,0.451316962,0.330361505,0.291386432,0.252543421,0.143109387,0.051653322,0.049303099,0.047811316,0.565993589,0.786902821,0.720630051,0.613521725,0.038885906
p19_hook_right_main_002,0.324383932,0.40089928,0.342957846,0.254648801,0.300233673,0.208924851,0.054209771,0.054289293,0.047991465,0.642877765,0.752883309,0.719881646,0.692855619,
p19_hook_right_main_003,0.370735834,0.388184282,0.298834436,0.270399375,0.291199829,0.235205675,0.051224138,0.0508427,0.048319384,0.580843399,0.830083589,0.755311532,0.653969712,
p19_hook_right_main_004,0.32533476,0.434884463,0.326887749,0.260646472,0.301450764,0.197319534,0.052033942,0.051377859,0.04883109,0.554590499,0.841518784,0.755440298,,
p19_hook_right_main_005,0.186882245,0.275640811,0.17415517,0.115249434,0.153447899,0.069145545,0.051642711,0.048165048,0.047619169,0.578034204,0.101201835,0.244251546,,
p19_hook_right_main_006,0.249741523,0.343996888,0.241127262,0.162269426,0.149825007,0.095248395,0.053494697,0.04957355,0.047619097,0.491175582,0.383922489,0.416098417,,
p19_hook_right_main_007,0.358482888,0.411264436,0.297528102,0.2596434,0.215635173,0.143691037,0.051746947,0.049571271,0.047651183,0.476332477,0.769910499,0.681837092,,
p19_hook_right_main_008,0.191957202,0.19852676,0.113584486,0.083507966,0.130993522,0.075963709,0.04967081,0.047715202,0.047619064,0.526300498,0.011437974,0.165896731,,
p19_hook_right_main_009,0.291639269,0.375876204,0.282636218,0.195671819,0.25409152,0.179794136,0.053467328,0.052473235,0.047634253,0.607005564,0.567581625,0.579408807,,
p19_hook_right_main_010,0.345895433,0.365718581,0.289429502,0.235018418,0.245425775,0.215981969,0.050477609,0.048548313,0.047732287,0.591592646,0.690304192,0.660690728,,
p19_hook_right_main_011,0.358510121,0.351969452,0.256554992,0.24733555,0.229744136,0.215034103,0.055895515,0.047908947,0.048081818,0.514264333,0.725682184,0.662256829,,
p19_hook_right_main_012,0.24491348,0.362101479,0.256016752,0.190937433,0.184156339,0.098073055,0.056761923,0.048791401,0.047619143,0.542463505,0.423954007,0.459506856,,
p19_hook_right_main_013,0.22229686,0.356043933,0.297271954,0.18926396,0.235675456,0.139776251,0.054325013,0.05321088,0.047620469,0.554836588,0.515600154,0.527371084,,
p19_hook_right_main_014,0.339663237,0.453809723,0.337762691,0.257746235,0.330410977,0.228016839,0.05426608,0.056167915,0.047755031,0.582574049,0.893904745,0.800505536,,
p19_hook_right_main_015,0.312246285,0.344608326,0.222835592,0.183074837,0.194206136,0.180275953,0.054755986,0.047809371,0.047649534,0.568039952,0.478184354,0.505141033,,
p19_hook_right_main_016,0.38102591,0.398444553,0.326958019,0.287024753,0.287818318,0.25651449,0.055859548,0.048482026,0.048616275,0.589877955,0.891996557,0.801360977,,
