uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p12_uppercut_left_main_001,0.34597404,0.443267518,0.29056425,0.292120112,0.267591201,0.236687735,0.048928109,0.047946346,0.047639309,0.626689189,0.797768395,0.746444633,0.79371578,
p12_uppercut_left_main_002,0.330113397,0.442143747,0.323208451,0.280439689,0.30202368,0.265009217,0.048750991,0.047855169,0.047644443,0.636767665,0.859920216,0.792974451,0.803671071,-0.012106386
p12_uppercut_left_main_003,0.357351734,0.445249087,0.326916026,0.285146385,0.314858814,0.256356521,0.048754349,0.047887516,0.047629655,0.664657268,0.860270616,0.801586612,0.815777457,
p12_uppercut_left_main_004,0.350766045,0.450316768,0.296800755,0.324409678,0.295861992,0.271810754,0.048177784,0.048061351,0.04769188,0.657828825,0.873073689,0.80850023,,
p12_uppercut_left_main_005,0.338208672,0.452118676,0.274984459,0.321752619,0.291767484,0.273829275,0.048181122,0.047952938,0.047758112,0.604760428,0.894298979,0.807437414,,
p12_uppercut_left_main_006,0.339992451,0.459640431,0.311006692,0.301206873,0.315750954,0.271865618,0.04888672,0.048004597,0.04763912,0.664296961,0.875744031,0.81230991,,
p12_uppercut_left_main_007,0.365556243,0.473579882,0.331646436,0.289737567,0.30309247,0.274700871,0.048777232,0.048251007,0.047650395,0.681710729,0.878678782,0.819588366,,
p12_uppercut_left_main_008,0.33402029,0.446821452,0.318601584,0.286233086,0.291700748,0.265726608,0.048865973,0.047964599,0.047639024,0.642249291,0.851015094,0.788385353,,
p12_uppercut_left_main_009,0.370760234,0.459769641,0.320481932,0.315556745,0.298890661,0.291967447,0.048227528,0.047783567,0.047802408,0.672337522,0.910157682,0.838811634,,
p12_uppercut_left_main_010,0.357562745,0.464401552,0.31746495,0.303642313,0.279628922,0.261931357,0.048885849,0.04795983,0.04766352,0.663213815,0.850827972,0.794543725,,
p12_uppercut_left_main_011,0.370568257,0.458392137,0.323428398,0.327135399,0.302129653,0.283898001,0.048133146,0.047942752,0.047951787,0.678758913,0.913199605,0.842867398,,
