uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p02_uppercut_left_main_001,0.233588788,0.450508317,0.297317151,0.282721292,0.32001359,0.133435409,0.04916827,0.048211713,0.047686035,0.526813031,0.794198903,0.713983141
p02_uppercut_left_main_002,0.200844724,0.424797487,0.270172646,0.272230929,0.294819944,0.101668814,0.049204042,0.048147036,0.047710631,0.540305203,0.657500175,0.622341683
p02_uppercut_left_main_003,0.203779097,0.444801801,0.27663241,0.298008054,0.287330044,0.116446533,0.049743358,0.048384594,0.047668907,0.553436629,0.692662783,0.650894937
p02_uppercut_left_main_004,0.210649111,0.437939529,0.263912781,0.278608259,0.309495658,0.12166551,0.051772456,0.048360906,0.047679367,0.501758178,0.736444484,0.666038592
p02_uppercut_left_main_005,0.201388921,0.418447039,0.234338436,0.265319764,0.295834017,0.116673861,0.050801574,0.048284059,0.04768419,0.520924476,0.64502817,0.607797061
p02_uppercut_left_main_006,0.212546423,0.447668683,0.290329512,0.28402263,0.302944185,0.117706242,0.050642604,0.048317389,0.047727707,0.541817674,0.724577791,0.669749756
p02_uppercut_left_main_007,0.197721782,0.369026504,0.246239684,0.28856867,0.275710551,0.115398338,0.049246984,0.048207222,0.047683508,0.547633461,0.607094506,0.589256193
p02_uppercut_left_main_008,0.198186712,0.443231081,0.282998297,0.275881097,0.314261976,0.106632438,0.052202673,0.048748793,0.047682065,0.542446685,0.698770673,0.651873476
p02_uppercut_left_main_009,0.198314443,0.424755418,0.285908065,0.255610907,0.307387253,0.116475015,0.051044247,0.04782612,0.047646076,0.513957979,0.70727914,0.649282792
p02_uppercut_left_main_010,0.184795526,0.431923512,0.283016913,0.268288635,0.305256334,0.103929867,0.053482037,0.0484897,0.047685711,0.531595832,0.676623638,0.633115296
p02_uppercut_left_main_011,0.21244513,0.445708001,0.275592241,0.312049901,0.321807995,0.111281947,0.050700951,0.048483921,0.04768783,0.551343968,0.741305909,0.684317327
p02_uppercut_left_main_012,0.180359389,0.413250574,0.280398109,0.270011933,0.289746278,0.10346422,0.050843597,0.048368511,0.047666479,0.562722233,0.621868113,0.604124349
p02_uppercut_left_main_013,0.193283536,0.431193118,0.291752105,0.293950054,0.307343584,0.107530168,0.051758632,0.048148931,0.047631181,0.582008764,0.674803731,0.64696524
p02_uppercut_left_main_014,0.202488627,0.424593513,0.287230158,0.310355485,0.295526207,0.115942438,0.087838764,0.055568863,0.047683864,0.574188588,0.651417019,0.62824849
p02_uppercut_left_main_015,0.05701104,0.264993687,0.15186958,0.146458043,0.165209492,0.081999871,0.052209076,0.047949626,0.047621886,0.545986593,0.095504992,0.230649472
p02_uppercut_left_main_016,0.175370199,0.408839529,0.279122494,0.254996626,0.283219099,0.095050723,0.051476681,0.047924228,0.047647526,0.527084364,0.622637867,0.593971816
p02_uppercut_left_main_017,0.182415723,0.439545885,0.276845002,0.263419771,0.295346353,0.098174277,0.052025806,0.047870628,0.047657153,0.537152297,0.651735674,0.617360661
p02_uppercut_left_main_018,0.172925509,0.345217928,0.286449153,0.246034322,0.266007455,0.107265554,0.051180169,0.047799549,0.047620681,0.492207625,0.619878365,0.581577143
p02_uppercut_left_main_019,0.186139864,0.392478034,0.293799053,0.210061102,0.249070963,0.13037959,0.052773018,0.047751618,0.047619503,0.500411157,0.619018963,0.583436621
p02_uppercut_left_main_020,0.197787309,0.369347183,0.309453143,0.262339449,0.282185913,0.107263438,0.055354808,0.047863592,0.047635718,0.473083358,0.713355601,0.641273929
