uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p13_uppercut_left_main_001,0.343387702,0.446250401,0.318391439,0.260583114,0.235844745,0.204026154,0.04887112,0.048023271,0.047644416,0.556095841,0.798354616,0.725676983,0.688756369,-0.016690272
p13_uppercut_left_main_002,0.320928828,0.430670556,0.297893573,0.245192712,0.233676435,0.194887084,0.048696738,0.04797656,0.047636713,0.529520044,0.757514421,0.689116108,0.68400226,
p13_uppercut_left_main_003,0.34022566,0.440888675,0.302432853,0.255260044,0.227322991,0.215419438,0.048901321,0.047885517,0.047629832,0.524074152,0.807653113,0.722579425,0.700692532,
p13_uppercut_left_main_004,0.307023664,0.430549599,0.296786965,0.253818925,0.187369295,0.145135737,0.052340647,0.048223791,0.04763606,0.469210365,0.724339282,0.647800607,,
p13_uppercut_left_main_005,0.34201845,0.451257434,0.318474895,0.272454005,0.232935849,0.208026676,0.048965684,0.047992777,0.047639931,0.547930467,0.822897524,0.740407407,,
p13_uppercut_left_main_006,0.305962283,0.412245081,0.281045517,0.273427398,0.188974544,0.233436168,0.048157855,0.047802081,0.047626987,0.526071785,0.747693837,0.681207222,,
p13_uppercut_left_main_007,0.329550498,0.427359271,0.279772784,0.246227221,0.229628474,0.203631848,0.048966779,0.047880586,0.047626461,0.529565728,0.748131688,0.6825619,,
p13_uppercut_left_main_008,0.274576243,0.414770288,0.278035295,0.265771967,0.199416772,0.23386649,0.048209743,0.047839246,0.047635216,0.494376456,0.762822292,0.682288541,,
p13_uppercut_left_main_009,0.303219054,0.412496478,0.288632364,0.293161752,0.203744642,0.228388382,0.048263996,0.047850565,0.047626081,0.561007515,0.74782183,0.691777536,,
p13_uppercut_left_main_010,0.339505924,0.447478872,0.313283695,0.282346645,0.222182276,0.211048336,0.049094233,0.047912433,0.047628094,0.573879797,0.790663414,0.725628329,,
p13_uppercut_left_main_011,0.315806695,0.404261233,0.289995861,0.307934764,0.192281732,0.233604354,0.048156123,0.04786968,0.047628733,0.557828871,0.762974398,0.70143074,,
p13_uppercut_left_main_012,0.335005015,0.434301779,0.277397413,0.314383795,0.224239193,0.243000213,0.049008438,0.048716378,0.04763712,0.558025038,0.824931054,0.744859249,,
p13_uppercut_left_main_013,0.333891731,0.428920873,0.311673108,0.281587669,0.224526484,0.198411867,0.049035748,0.04805368,0.047631422,0.560175777,0.777904761,0.712586066,,
p13_uppercut_left_main_014,0.313367955,0.413946275,0.289860852,0.292124077,0.196447988,0.235177527,0.04812075,0.047831058,0.0476302,0.532233683,0.784101772,0.708541345,,
p13_uppercut_left_main_015,0.291847594,0.386575756,0.268813451,0.292201423,0.179775169,0.194214969,0.048004535,0.047817655,0.047622331,0.527337916,0.683573046,0.636702507,,
p13_uppercut_left_main_016,0.316627364,0.429332198,0.296693656,0.269437394,0.202550473,0.158654966,0.049008667,0.047989553,0.04762327,0.523732518,0.717614303,0.659449767,,
p13_uppercut_left_main_017,0.304340104,0.413044609,0.299211736,0.298024054,0.20301258,0.229375873,0.048127712,0.047898534,0.047627201,0.540519484,0.785878436,0.712270751,,
p13_uppercut_left_main_018,0.298669937,0.430681078,0.304787248,0.266712602,0.218199346,0.17906281,0.048833994,0.047840806,0.047625568,0.546401107,0.728562989,0.673914425,,
p13_uppercut_left_main_019,0.322950073,0.454013644,0.318613533,0.301238505,0.228264272,0.248990617,0.049503293,0.049346683,0.047630955,0.583346041,0.840647812,0.76345728,,
p13_uppercut_left_main_020,0.302087693,0.425691097,0.290861388,0.252359114,0.205409761,0.169171035,0.048717136,0.047881587,0.047627881,0.5089386,0.712755387,0.651610351,,
p13_uppercut_left_main_021,0.318534687,0.416361193,0.292728535,0.266959594,0.223526095,0.170115692,0.049032255,0.048065481,0.047626569,0.514017195,0.745463301,0.676029469,,
p13_uppercut_left_main_022,0.332198259,0.445534766,0.285285899,0.286175968,0.22843422,0.189486125,0.049333489,0.048135734,0.047626008,0.510474302,0.80810317,0.71881451,,
p13_uppercut_left_main_023,0.288070277,0.416899328,0.278875431,0.250910681,0.19931671,0.145948859,0.048608374,0.047883036,0.047622592,0.464827142,0.705438306,0.633254957,,
p13_uppercut_left_main_024,0.295739825,0.394762555,0.257039079,0.219486128,0.209962544,0.165639505,0.048714412,0.047820411,0.047621395,0.506538436,0.62985396,0.592859303,,
p13_uppercut_left_main_025,0.334267853,0.434645051,0.278161091,0.326069867,0.224374868,0.247516458,0.049373971,0.049182632,0.047634222,0.581416523,0.816147422,0.745728152,,
p13_uppercut_left_main_026,0.279452819,0.39321918,0.247764288,0.2698135,0.193197109,0.220202764,0.048144723,0.047791359,0.047624255,0.492417556,0.712049292,0.646159771,,
p13_uppercut_left_main_027,0.302055765,0.40414867,0.283157557,0.264034657,0.194021875,0.154152895,0.048979097,0.047968044,0.047622465,0.518478268,0.669289649,0.624046234,,
p13_uppercut_left_main_028,0.324138481,0.442733748,0.310385857,0.277216574,0.214842352,0.192811714,0.048971497,0.04794362,0.047632906,0.532127937,0.788344921,0.711479825,,
p13_uppercut_left_main_029,0.316646314,0.426314982,0.293229519,0.263607145,0.22165699,0.174522746,0.048867263,0.047860941,0.047628617,0.514739524,0.7495362,0.679097197,,
p13_uppercut_left_main_030,0.329410749,0.428173539,0.27995788,0.259444355,0.224594944,0.172347037,0.048941514,0.04791662,0.047624891,0.492344989,0.762359453,0.681355114,,
p13_uppercut_left_post_001,0.329897576,0.465935649,0.297378462,0.290442296,0.224575832,0.234689599,0.049395842,0.048043071,0.047627879,0.572080098,0.813138771,0.740821169,,
p13_uppercut_left_post_002,0.276230583,0.404353376,0.268634133,0.273395443,0.180685385,0.219327446,0.048113642,0.04776759,0.047625436,0.487587228,0.732587754,0.659087596,,
p13_uppercut_left_post_003,0.33403028,0.461078354,0.282711691,0.262089021,0.228901286,0.217578661,0.049159126,0.048096508,0.047641099,0.515769711,0.812542048,0.723510347,,
p13_uppercut_left_post_004,0.300131306,0.426674003,0.268034209,0.238823535,0.217358202,0.159824143,0.048972291,0.048056767,0.047621638,0.508480887,0.678015805,0.627155329,,
p13_uppercut_left_post_005,0.334584939,0.443173921,0.295057287,0.251213284,0.233758853,0.210955519,0.0486457,0.047875511,0.047638061,0.530536737,0.790520863,0.712525625,,
p13_uppercut_left_post_006,0.316118699,0.437266638,0.27811313,0.2459233,0.142130126,0.114854884,0.048655277,0.047833017,0.047622913,0.464379124,0.639583149,0.587021941,,
p13_uppercut_left_post_007,0.334254755,0.442895063,0.284723123,0.254594381,0.226700422,0.202832013,0.048945427,0.047873309,0.047625821,0.502527715,0.794225781,0.706716361,,
p13_uppercut_left_post_008,0.320152424,0.440903672,0.283847861,0.257303123,0.225049286,0.186648151,0.049206086,0.048192392,0.047632838,0.472564164,0.802164271,0.703284239,,
p13_uppercut_left_post_009,0.327952097,0.425261467,0.288093645,0.24685132,0.214614587,0.168280579,0.04899964,0.048088889,0.04762636,0.462080728,0.772873105,0.679635392,,
p13_uppercut_left_post_010,0.312248875,0.428051252,0.278908694,0.283596196,0.229131654,0.189819138,0.049045902,0.048200722,0.047625124,0.508328921,0.782522747,0.7002646,,
p13_uppercut_left_pre_001,0.342213158,0.446010591,0.285160778,0.26821947,0.211476219,0.173027727,0.048300823,0.047864162,0.047658379,0.475262704,0.797706451,0.700973327,,
p13_uppercut_left_pre_002,0.348401616,0.443934764,0.284224223,0.238676249,0.229470973,0.16457883,0.048672087,0.047933065,0.047636513,0.463460972,0.789571029,0.691738012,,
p13_uppercut_left_pre_003,0.34712377,0.442398721,0.293968658,0.25215555,0.236570332,0.183658128,0.048750386,0.047838362,0.047629745,0.500261324,0.80106653,0.710824968,,
p13_uppercut_left_pre_004,0.328096248,0.442315288,0.293291393,0.27372075,0.210140378,0.171991224,0.048258688,0.047996622,0.047646492,0.487064293,0.786152862,0.696426291,,
p13_uppercut_left_pre_005,0.327854231,0.432920739,0.308403676,0.280559344,0.206288495,0.174309706,0.048197137,0.048145731,0.047641767,0.511920574,0.774668135,0.695843867,,
p13_uppercut_left_pre_006,0.340193863,0.438298734,0.294119308,0.248032513,0.225701393,0.18148101,0.048813667,0.047817845,0.047625776,0.505579107,0.773683946,0.693252494,,
p13_uppercut_left_pre_007,0.341482464,0.438782761,0.292200874,0.247379349,0.223773974,0.177025699,0.048756951,0.047867316,0.047632391,0.506476387,0.763326025,0.686271133,,
p13_uppercut_left_pre_008,0.347034731,0.439192285,0.298949031,0.242583852,0.227113921,0.190863335,0.048792107,0.047976059,0.047633504,0.503529346,0.787914206,0.702598748,,
p13_uppercut_left_pre_009,0.344694199,0.445795891,0.294513333,0.249087157,0.229037459,0.201052651,0.04883834,0.047909149,0.047639424,0.524989898,0.78386915,0.706205374,,
p13_uppercut_left_pre_010,0.35408938,0.44905992,0.294628394,0.2569215,0.228450247,0.20519223,0.048988422,0.047944246,0.047626309,0.515530527,0.811617069,0.722791106,,
AVG,0.321365854,0.430636626,0.289884093,0.267390666,0.214413195,0.1945653,0.048829173,0.048010413,0.047630717,0.51792127,0.764023427,0.69019278,,
