hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p24_hook_right_main_001,0.308839337,0.370405802,0.283897928,0.275088411,0.166537307,0.269212919,0.052787373,0.049627749,0.047779808,0.591835573,0.680756229,0.654080032,0.531940615,
p24_hook_right_main_002,0.245739681,0.323618555,0.235194421,0.249814729,0.134403108,0.20893586,0.053275915,0.047991972,0.04761961,0.583931211,0.465581653,0.501086521,0.52206002,-0.021139484
p24_hook_right_main_003,0.288673108,0.336957119,0.232189184,0.25425181,0.119640444,0.18174745,0.053651775,0.047751229,0.047619723,0.502191458,0.535468976,0.52548572,0.543199505,
p24_hook_right_main_004,0.237060751,0.329151291,0.202723788,0.228176157,0.127684419,0.19309628,0.054266499,0.048195229,0.047619619,0.462401469,0.510589625,0.496133178,,
p24_hook_right_main_005,0.209445536,0.283742721,0.178627854,0.238048515,0.134402641,0.156803463,0.054585551,0.047757463,0.047619144,0.524158225,0.364134444,0.412141578,,
p24_hook_right_main_006,0.311216505,0.359815756,0.269671366,0.260211158,0.158721855,0.23726711,0.053769632,0.048880438,0.047630088,0.609689588,0.589041626,0.595236014,,
p24_hook_right_main_007,0.305439385,0.353086658,0.268981934,0.259704321,0.179928736,0.218867019,0.054552621,0.049042597,0.047626905,0.582473055,0.612071171,0.603191736,,
p24_hook_right_main_008,0.246331171,0.305768141,0.194896699,0.251539224,0.108085254,0.164085865,0.054384846,0.047688655,0.04761908,0.481873441,0.447231746,0.457624254,,
p24_hook_right_main_009,0.263112258,0.314388949,0.219531023,0.269121237,0.146615014,0.174462752,0.054820593,0.047876407,0.047619497,0.513475433,0.52557119,0.521942463,,
p24_hook_right_main_010,0.251371235,0.33374866,0.224415209,0.248174596,0.140133232,0.158934909,0.05339604,0.047780155,0.047619624,0.605250556,0.395865178,0.458680791,,
p24_hook_right_main_011,0.302257235,0.38731634,0.245688153,0.249850095,0.148024363,0.192435479,0.052689481,0.04892224,0.047671173,0.567643804,0.553538316,0.557769962,,
p24_hook_right_main_012,0.286157911,0.334934808,0.242116297,0.277976963,0.161280981,0.203633648,0.054853637,0.047843519,0.047621674,0.603948132,0.531626503,0.553322991,,
p24_hook_right_main_013,0.293703241,0.36915056,0.228079794,0.239065135,0.146060874,0.201879717,0.053422217,0.049346158,0.047669606,0.539624121,0.546316607,0.544308861,,
p24_hook_right_main_014,0.317639712,0.338151012,0.25225492,0.274190265,0.190119826,0.224612868,0.05671921,0.047977784,0.047619484,0.577559236,0.630628215,0.614707521,,
p24_hook_right_main_015,0.296682762,0.341265768,0.23150982,0.250261871,0.122037968,0.16724989,0.054216661,0.04875801,0.047627796,0.448251829,0.578781124,0.539622335,,
p24_hook_right_main_016,0.271929413,0.312267751,0.282267212,0.263543705,0.159850334,0.208894623,0.054650702,0.047827436,0.047619614,0.564600616,0.579724374,0.575187247,,
p24_hook_right_main_017,0.307226854,0.361231251,0.241756917,0.272375588,0.125318509,0.17758524,0.05385168,0.049244649,0.047678442,0.439455692,0.652316252,0.588458084,,
p24_hook_right_main_018,0.196567874,0.202693808,0.199228718,0.137826403,0.118643554,0.126827995,0.055585294,0.047954558,0.047619048,0.574164875,0.139086314,0.269609882,,
p24_hook_right_main_019,0.350621212,0.360055561,0.317071653,0.28296691,0.208944719,0.267230974,0.055227657,0.051880852,0.047750459,0.613656968,0.75318347,0.711325519,,
p24_hook_right_main_020,0.298590573,0.344579693,0.227646227,0.264582595,0.125674652,0.159552533,0.054239903,0.047734034,0.047622499,0.476169992,0.558948801,0.534115158,,
p24_hook_right_main_021,0.242122399,0.295065565,0.187999643,0.234211027,0.109778778,0.141738476,0.055255847,0.047749485,0.047619131,0.455320536,0.423810467,0.433263488,,
p24_hook_right_main_022,0.286028521,0.30333475,0.213846107,0.242570129,0.167795937,0.198779645,0.061252058,0.048470216,0.047622525,0.482895675,0.565412032,0.540657125,,
p24_hook_right_main_023,0.265555527,0.306293407,0.209373983,0.237787795,0.128718732,0.181368485,0.055135539,0.047765739,0.047619086,0.476236246,0.506949822,0.497735749,,
p24_hook_right_main_024,0.301219059,0.335172979,0.213332576,0.268438417,0.169576218,0.160485133,0.071441082,0.057745571,0.047619831,0.443221594,0.601782983,0.554214566,,
p24_hook_right_main_025,0.187337095,0.205280957,0.105076762,0.133738129,0.083519624,0.117341289,0.054482612,0.047755282,0.047619048,0.514244293,0.057299793,0.194383143,,
p24_hook_right_main_026,0.331258301,0.405669016,0.229086017,0.277274109,0.156332448,0.198417855,0.053072108,0.049738082,0.047788635,0.504942263,0.6639939,0.616278409,,
p24_hook_right_main_027,0.359045547,0.397889287,0.243149982,0.287052857,0.13463527,0.20497925,0.057100485,0.05400975,0.048936353,0.465136241,0.715402621,0.640322707,,
p24_hook_right_main_028,0.267512893,0.289333959,0.166870371,0.164458565,0.114760123,0.172986996,0.055468316,0.047808355,0.047619213,0.519674454,0.327524076,0.38516919,,
p24_hook_right_main_029,0.354137228,0.367886442,0.244889704,0.252308765,0.218486557,0.293467998,0.055235738,0.053885501,0.048049999,0.53654608,0.76413791,0.695860361,,
p24_hook_right_main_030,0.340552915,0.441438032,0.25968064,0.302537749,0.165191907,0.230496567,0.052848045,0.050816424,0.048881157,0.53604446,0.750700754,0.686303866,,
p24_hook_right_post_001,0.196642132,0.267317106,0.182972145,0.170418011,0.098602591,0.16283165,0.054696446,0.047742719,0.047619055,0.456943054,0.322783407,0.363031301,,
p24_hook_right_post_002,0.284091564,0.336183552,0.235457191,0.273567532,0.125455755,0.224419805,0.053788575,0.047726827,0.047619466,0.603465894,0.502583583,0.532848277,,
p24_hook_right_post_003,0.259696177,0.348536804,0.232741077,0.263996764,0.122343171,0.174237323,0.054092599,0.048617985,0.047620612,0.435740452,0.599082369,0.550079794,,
p24_hook_right_post_004,0.266973239,0.321714542,0.177932907,0.246391564,0.091414238,0.156208441,0.054335142,0.047671203,0.047619131,0.402614866,0.507456461,0.476003983,,
p24_hook_right_post_005,0.197460301,0.243351206,0.170249682,0.146272876,0.104420861,0.119744895,0.054516447,0.047856164,0.047619056,0.468380759,0.223170808,0.296733793,,
p24_hook_right_post_006,0.349665268,0.358123828,0.282891162,0.284074079,0.207988473,0.296290125,0.054672881,0.050844949,0.047757702,0.598207977,0.758414748,0.710352717,,
p24_hook_right_post_007,0.299457424,0.364455872,0.249410829,0.279979953,0.121894927,0.180226913,0.054326163,0.049097718,0.047663025,0.438056926,0.667888322,0.598938903,,
p24_hook_right_post_008,0.314536422,0.328206842,0.220556089,0.275025467,0.166513624,0.222955818,0.055405289,0.047818889,0.047621686,0.504161001,0.639173306,0.598669615,,
p24_hook_right_post_009,0.325215208,0.353062605,0.237579921,0.258542855,0.148612007,0.185809069,0.054745556,0.051150199,0.047635983,0.477706852,0.629939936,0.584270011,,
p24_hook_right_post_010,0.281061468,0.31780981,0.225212322,0.272513239,0.114673169,0.170340073,0.05449447,0.04766893,0.047619156,0.519085329,0.505637442,0.509671808,,
p24_hook_right_pre_001,0.299136563,0.305279817,0.185614424,0.244416315,0.14381138,0.214515896,0.055450502,0.047870551,0.047619655,0.521261617,0.507286366,0.511478942,,
p24_hook_right_pre_002,0.150755176,0.166648035,0.07874441,0.114032988,0.087040661,0.133903579,0.054864167,0.047740994,0.047619048,0.496460112,0.007897561,0.154466326,,
p24_hook_right_pre_003,0.259631916,0.291280943,0.196952242,0.228806983,0.113347245,0.16799298,0.054627185,0.047724431,0.047619093,0.492601366,0.424923434,0.445226813,,
p24_hook_right_pre_004,0.366153272,0.371441989,0.294356581,0.290903118,0.217229564,0.305217337,0.053243354,0.048534773,0.047659954,0.571439402,0.845088482,0.762993758,,
p24_hook_right_pre_005,0.317212737,0.330797172,0.292786264,0.268472371,0.148387091,0.221112374,0.053369396,0.047843451,0.047619472,0.543779314,0.648157077,0.616843748,,
p24_hook_right_pre_006,0.293769532,0.319916743,0.229872203,0.273676318,0.150881682,0.215447974,0.055243555,0.047736688,0.047619477,0.526066236,0.590225353,0.570977618,,
p24_hook_right_pre_007,0.301686252,0.339422661,0.207580732,0.249458667,0.108659082,0.177095896,0.053665504,0.04780468,0.047620629,0.417001985,0.588368725,0.536958703,,
p24_hook_right_pre_008,0.32474662,0.337153221,0.231675379,0.264134385,0.172396523,0.216297782,0.0544643,0.048076392,0.047951158,0.479807747,0.674596193,0.616159659,,
