jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p13_jap_main_001,0.352022265,0.414225001,0.317275588,0.262790857,0.22444984,0.216119304,0.047982694,0.048533928,0.047635761,0.508270423,0.843549481,0.742965763,0.797433079,0.045204752
p13_jap_main_002,0.345984923,0.426793054,0.322004999,0.285261539,0.229545042,0.209269413,0.047827398,0.047970077,0.047649248,0.525222022,0.854276967,0.755560484,0.809995,
p13_jap_main_003,0.358993518,0.503140785,0.319738391,0.292378061,0.241800467,0.200055108,0.047858627,0.04993647,0.04761935,0.582214138,0.845161195,0.766277078,0.764790248,
p13_jap_main_004,0.361920155,0.49192404,0.327251429,0.315127455,0.227388756,0.213737158,0.047882892,0.048419188,0.047624564,0.565996726,0.890090193,0.792862153,,
p13_jap_main_005,0.370752734,0.497755607,0.328703776,0.325064528,0.221216253,0.217056265,0.047818664,0.048558456,0.047636976,0.58314487,0.88871313,0.797042652,,
p13_jap_main_006,0.371231766,0.495621185,0.324050146,0.295313325,0.227854966,0.219212265,0.047749872,0.04852047,0.04762799,0.559282514,0.885589407,0.787697339,,
p13_jap_main_007,0.366950389,0.496119063,0.318665185,0.305713587,0.220123538,0.211468106,0.047766044,0.048238319,0.047626012,0.549581297,0.883906545,0.783608971,,
p13_jap_main_008,0.371630135,0.496641015,0.324051368,0.319191418,0.223087156,0.221464481,0.047796203,0.048370801,0.047624813,0.581631051,0.885522537,0.794355091,,
p13_jap_main_009,0.369801096,0.501834435,0.357219418,0.312522726,0.224212181,0.286786116,0.047976433,0.051100692,0.047620024,0.657668789,0.901981415,0.828687627,,
p13_jap_main_010,0.364197545,0.503373221,0.322137098,0.315106978,0.22457875,0.23312711,0.047920947,0.049371068,0.047634587,0.579998179,0.892671957,0.798869824,,
p13_jap_main_011,0.364245772,0.496002945,0.326459753,0.324672484,0.223160605,0.242245375,0.047963644,0.049243694,0.047634146,0.587209605,0.90280703,0.808127803,,
p13_jap_main_012,0.359418239,0.493812996,0.320382954,0.306536483,0.228821132,0.241613448,0.047876708,0.048879146,0.047626846,0.578457045,0.88878727,0.795688203,,
p13_jap_main_013,0.357639752,0.495654469,0.315741289,0.307597537,0.223524701,0.246768944,0.047882461,0.048458429,0.047645544,0.563989124,0.900453234,0.799514001,,
p13_jap_main_014,0.358975347,0.492375636,0.309001477,0.307854434,0.226624803,0.238253035,0.047886756,0.048381758,0.047629307,0.561163022,0.890118875,0.791432119,,
p13_jap_main_015,0.3650266,0.499171715,0.347091199,0.320217199,0.233457212,0.273846786,0.048062597,0.052373263,0.047641709,0.656552931,0.890053512,0.820003338,,
p13_jap_main_016,0.349310513,0.495589621,0.323464782,0.320331563,0.237080744,0.250268548,0.047862031,0.048496547,0.047624724,0.614296058,0.883596101,0.802806088,,
p13_jap_main_017,0.35676599,0.4960828,0.327630097,0.311617014,0.23479919,0.261780435,0.047987801,0.050422976,0.047629266,0.623543516,0.88009392,0.803128799,,
p13_jap_main_018,0.369117713,0.499788547,0.335274025,0.318206106,0.233054146,0.279737089,0.04790132,0.051899628,0.047626062,0.645713096,0.89617252,0.821034693,,
p13_jap_main_019,0.364631249,0.499062956,0.336561742,0.304897461,0.239369313,0.290025689,0.047719909,0.047984752,0.04761997,0.648512333,0.898503894,0.823506426,,
p13_jap_main_020,0.3608767,0.490664825,0.328471314,0.310427089,0.226831321,0.247380862,0.047911899,0.048494141,0.047626917,0.57695776,0.906410742,0.807574847,,
p13_jap_main_021,0.353571734,0.490600605,0.319650968,0.314065251,0.229459928,0.24329314,0.047893037,0.048617123,0.047635891,0.570545667,0.901591479,0.802277735,,
p13_jap_main_022,0.354188849,0.48927902,0.318070933,0.307537437,0.220795962,0.244834466,0.047879711,0.048529515,0.047635733,0.554464761,0.903280606,0.798635853,,
p13_jap_main_023,0.352099134,0.484800772,0.311501221,0.309981158,0.224928122,0.241187852,0.047935987,0.048507831,0.047642868,0.554937795,0.895834762,0.793565672,,
p13_jap_main_024,0.361495237,0.482630279,0.316139751,0.311101885,0.226641654,0.25256163,0.047912313,0.048618234,0.047641237,0.567777997,0.904773755,0.803675028,,
p13_jap_main_025,0.367139012,0.486205217,0.309926476,0.310950447,0.230078347,0.2458075,0.047884476,0.048451566,0.047649714,0.567692805,0.900582327,0.800715471,,
p13_jap_main_026,0.361689384,0.489609022,0.310668314,0.307361279,0.2311271,0.247276135,0.047936723,0.048707114,0.047688979,0.563167431,0.903346239,0.801292597,,
p13_jap_main_027,0.356101747,0.488041269,0.308586668,0.308887295,0.226512846,0.251369111,0.047856153,0.048553601,0.047660014,0.566170484,0.896153889,0.797158867,,
p13_jap_main_028,0.356134022,0.490741627,0.309410734,0.313638286,0.222322331,0.243098284,0.047880852,0.048427749,0.047641016,0.559552346,0.89769312,0.796250888,,
p13_jap_main_029,0.354484733,0.483257415,0.316698402,0.309421913,0.227294223,0.247598842,0.047857142,0.048675752,0.047660365,0.563535354,0.900706722,0.799555312,,
p13_jap_main_030,0.359793808,0.492601019,0.328743183,0.30823696,0.23997827,0.250124386,0.047802632,0.048602226,0.047660126,0.596876434,0.900083877,0.809121644,,
p13_jap_post_001,0.351388573,0.497580489,0.324340178,0.311234959,0.21950475,0.243479188,0.047889305,0.049038179,0.047650917,0.562040805,0.905917944,0.802754802,,
p13_jap_post_002,0.35670016,0.489949493,0.321871216,0.312590494,0.221754105,0.240396638,0.047868958,0.048579097,0.047650894,0.568889415,0.896268866,0.798055031,,
