uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p02_uppercut_right_main_001,0.14170922098198943,0.373443671577658,0.2292805305384087,0.21851984281363804,0.2132620424898703,0.10629994842101823,0.05378524406086935,0.047786829246080895,0.04762501061842259,0.5623136934596283,0.40190570036655787,0.450028098294479
p02_uppercut_right_main_002,0.1746420442969797,0.40778397587545434,0.2103490604296002,0.27835981846242597,0.2528923055156093,0.11483800320602766,0.05320644791192074,0.048195905082514236,0.04763184419087957,0.5605469218978036,0.526808023887464,0.5369296932905658
p02_uppercut_right_main_003,0.15979702410823682,0.4150914751869118,0.23389634833167622,0.27977147892943466,0.23009523116951142,0.1016095269962786,0.05245888913230573,0.04804897353999445,0.04763343009201929,0.567641412536473,0.5045885434264071,0.5235044041594269
p02_uppercut_right_main_004,0.14532567073697328,0.4014413862429601,0.23946694016471942,0.2582871157536871,0.23349622586521734,0.08594380364385873,0.0533636286179229,0.04797774676129155,0.047638734919069545,0.558863152050809,0.46967161999369766,0.49642907961083105
p02_uppercut_right_main_005,0.1612286141925229,0.422886141353034,0.25130883615565763,0.2913892938094351,0.2573659158543936,0.10265845162133043,0.05322398115086082,0.04797657726162894,0.04763187545341671,0.58166720285773,0.5527184766261815,0.561403094495646
p02_uppercut_right_main_006,0.19221642239161355,0.431722549456304,0.29511097799749364,0.3049434601849605,0.26885011255956315,0.14168205401960074,0.05340139550070858,0.04846150257346875,0.04763310090286557,0.614499665979405,0.6460737162709835,0.63660150118351
p02_uppercut_right_main_007,0.19033370893189855,0.43178300489303967,0.2829361408872118,0.31233619926415324,0.27422680265733473,0.12624304278496332,0.053307480496521245,0.04814773952500179,0.047635144965324144,0.6004000045866343,0.6447639754365471,0.6314547841815732
p02_uppercut_right_main_008,0.16354355317380112,0.4221888943173367,0.25882506216125833,0.2849586749893605,0.25018076748019646,0.10158278961784695,0.05329887216303318,0.04804113069332629,0.04763848381394652,0.613795637991623,0.5139583052694496,0.5439095050861016
p02_uppercut_right_main_009,0.16215188028818678,0.4083478928123088,0.24676474195198067,0.28243947599238217,0.2537162063950585,0.10597538900606343,0.05347196109585901,0.04811955592025252,0.04763679172919225,0.6031309014994424,0.5109622478024405,0.538612843911541
p02_uppercut_right_main_010,0.15495617575457438,0.3965351885106446,0.23051320449157392,0.2658552215104697,0.25113748222642945,0.1024095361525997,0.05349667060630955,0.04791146227597333,0.04762555799278552,0.5821729759095962,0.48384823502565544,0.5133456572908377
p02_uppercut_right_main_011,0.22073217339045978,0.4530295663884917,0.32259723330134127,0.35065386397356735,0.2965716438711362,0.16224172582139104,0.05477829040152319,0.04919362668436701,0.04769835605191766,0.6312648001148111,0.772117125357853,0.7298614277849403
p02_uppercut_right_main_012,0.2232971185361345,0.44648068955253634,0.29335288316063507,0.34788078756060925,0.2943968471915175,0.17299988634692182,0.05361162831876004,0.04847933953041009,0.04764721580979239,0.5892594759042318,0.7898157123522287,0.7296488414178296
p02_uppercut_right_main_013,0.18926779367633148,0.42915665351673804,0.27553254285307566,0.3121227610530335,0.2576929353472758,0.13251271909423615,0.05388149022541032,0.0484803168377524,0.04763005613069315,0.5922246711016881,0.6321025898763275,0.6201392142439357
p02_uppercut_right_main_014,0.19195623569468517,0.4414354336217043,0.30883360004620714,0.3256733175915042,0.2628655377252832,0.1315280594130766,0.053421627019274116,0.04834486965769876,0.04764167280699739,0.6236297102705202,0.6580724879520787,0.6477396546476111
p02_uppercut_right_main_015,0.11488032065161265,0.33728290375525694,0.20161850724730276,0.22374249691868608,0.17992053313632964,0.06983937162646883,0.053169142574242496,0.04778230930732709,0.04762098225292075,0.6048622341993858,0.23550292752866908,0.3463107195298841
p02_uppercut_right_main_016,0.14970339787934503,0.3912356638855524,0.23938279261120132,0.27669867413145804,0.21984629553845444,0.0938985269912638,0.0534578150499677,0.04795751315964584,0.047621495971176694,0.6003427923860674,0.4394387893862881,0.48770999028622186
p02_uppercut_right_main_017,0.13772993695768432,0.3734031199842459,0.2226981771034529,0.2568948576125592,0.20870517007606698,0.07916687209545291,0.052941294461868314,0.047848946815529016,0.04762074149744119,0.606744007861797,0.3557633081522349,0.4310575180651035
p02_uppercut_right_main_018,0.14513465952951368,0.3583624358563663,0.21083956375506485,0.2537066733989547,0.20837780552743707,0.09701678963467475,0.05360496919218613,0.0478281561479247,0.04762258484966336,0.596989915691914,0.3671456525398613,0.43609893148547707
p02_uppercut_right_main_019,0.13720116907820176,0.36914566368984103,0.22118830462074296,0.2553469738043204,0.20064051636784536,0.09271816836139335,0.052991079176223005,0.047889159849611194,0.04762420832766547,0.6101451381804969,0.3541492037289061,0.43094798406438334
p02_uppercut_right_main_020,0.12909386640795906,0.3593807032048308,0.21085244443178425,0.25021210095816815,0.2043148888365031,0.07551517678039385,0.05265489346530189,0.04783763562155864,0.04762076337880058,0.6032195210015033,0.3212999128611572,0.405875795303261
p02_uppercut_right_main_021,0.13225844047838836,0.34452199714830584,0.2071173187341447,0.22680508177812858,0.20790607717992615,0.08296098077897045,0.058520299670281585,0.04804812130296171,0.04761984924992665,0.595918028525027,0.3046779845329143,0.39204999773054805
p02_uppercut_right_main_022,0.11352682121852706,0.32726379794823035,0.17346077210894828,0.22021660323446596,0.173769378961597,0.06624564338844902,0.052850416507222386,0.047804579707736355,0.04761996804339573,0.5732301008628521,0.22090857585956278,0.3266050333605496
p02_uppercut_right_main_023,0.060758766329640126,0.26681482779124244,0.14029152583072663,0.14373273235487158,0.12871021909000085,0.03772993862177147,0.052594989677928604,0.047782753402321736,0.0476200741089818,0.5136572323076506,0.036457694979867825,0.17961755617820266
p02_uppercut_right_main_024,0.057257364964020084,0.19096066234674963,0.12244060395804923,0.14009094153539275,0.06997279483871242,0.06052164381473228,0.054786822804760445,0.04785529978769042,0.04762036463189569,0.4139930365515122,0.03623856150088375,0.14956490401607228
p02_uppercut_right_main_025,0.058553154929841214,0.18189593462524814,0.102471822907201,0.12425729306276749,0.062360055716052895,0.04845755174281645,0.05244501196944725,0.047815228382280306,0.04761954930862976,0.33331820781367,0.060577928479171504,0.14240001227952104
p02_uppercut_right_main_026,0.058847831636319646,0.1881464930801337,0.10307171254752154,0.12065677089287734,0.06162813889763341,0.04935424950648852,0.05395860339552005,0.04795149543516606,0.04762011840672712,0.341974940198839,0.050400167668372776,0.13787259942751265
p02_uppercut_right_main_027,0.03452344900216272,0.18921181749685362,0.10558921462437716,0.13527587607506683,0.06680174937374368,0.0318226823490581,0.051945903303850904,0.04784515713797749,0.04761936930936379,0.36304558105537155,0.023709961932782922,0.1255106476695595
p02_uppercut_right_main_028,0.040819922168801946,0.19280699797873915,0.11730952305690139,0.1404904093102923,0.06588857974772466,0.03118337416505771,0.05309975632505916,0.047803262295791855,0.04761921989978152,0.37691487578542243,0.02931993136648817,0.13359841469216843
p02_uppercut_right_main_029,0.05261667371319904,0.2133271499192287,0.11640669524356481,0.1324139334552725,0.08696286431126385,0.038332360619749824,0.05588737195114374,0.04795759151526691,0.047619314724265054,0.41739608949343854,0.021855674003728922,0.14051779865064182
p02_uppercut_right_main_030,0.18046045721165246,0.4295528452217896,0.2814228441583633,0.32354326827457436,0.2306225636029712,0.11877254747345063,0.05571836667528775,0.04809126143191574,0.04762600334799349,0.5657718615091176,0.6302799627215236,0.6109275323578018
p02_uppercut_right_post_001,0.15973009320819143,0.40999625377089854,0.24563540041144663,0.30187213254967665,0.19168931190411403,0.10909887417224784,0.05362472411582748,0.04801613448992921,0.04762229668847245,0.5592137692454439,0.5143178307944609,0.5277866123297558
p02_uppercut_right_post_002,0.08908302006922693,0.3490933246219018,0.22006308982101358,0.22131600455183653,0.15323544685591625,0.05770998251942818,0.05421600373439427,0.04820102773986093,0.0476203234039197,0.5895485172496918,0.21681268315267002,0.32863343338177653
p02_uppercut_right_post_003,0.07475606397186961,0.2728183699878918,0.12079836382429954,0.11898841839356936,0.11787084551011298,0.038378568884056,0.06032506539051775,0.0486378661847617,0.04762009011986458,0.4613836924704763,0.0352096274350571,0.16306184694568285
p02_uppercut_right_post_004,0.054787618631924696,0.2757076452742278,0.10206157807987618,0.14691510249964787,0.099815681782722,0.05441614346903334,0.05412275127158356,0.047850910272239165,0.04762100127011472,0.4505848956234887,0.05255192514208019,0.17196181628650273
p02_uppercut_right_post_005,0.05088930498948709,0.18632788686471638,0.10772594478108122,0.12591722599364757,0.06924727757800841,0.03804653871670577,0.052271324548585685,0.04772643404136965,0.04761950480801716,0.337634360957232,0.059124331351381273,0.14267734023313647
p02_uppercut_right_post_006,0.04431828031254327,0.2139521423554916,0.1136947966796428,0.14205468768123844,0.0712070468235124,0.034022935148551495,0.0528939915746489,0.04774192120354737,0.047619641328024785,0.3934029088224465,0.03180778868373452,0.1402863247253481
p02_uppercut_right_post_007,0.05323587376799886,0.21971873744629308,0.11432160284993684,0.15806156270409033,0.08971135267181098,0.044437165023075924,0.05663789105030727,0.048026432734865905,0.04761940553142051,0.437077101157658,0.03703695554215104,0.15704899922680313
p02_uppercut_right_post_009,0.13566849934469347,0.3607942138379019,0.20248982682145195,0.25595356800006586,0.20121906643919157,0.10020568504260204,0.053489531296228625,0.0480846379464276,0.04762440749378252,0.5714933915477134,0.3770025155063352,0.43534977831874866
p02_uppercut_right_post_010,0.05343355045418622,0.2654133382240664,0.10319064673499079,0.12865481469902423,0.1512238504960394,0.039453348101263656,0.0520165042642595,0.04779892792994382,0.047620002337348546,0.48114247225253204,0.03771588014996361,0.17074385778073414
p02_uppercut_right_pre_001,0.16631359470867174,0.41952483080180925,0.2634631655562746,0.27533872623631916,0.23609399084559612,0.13329379746861447,0.053785663074779076,0.04808266496981537,0.047630420849185194,0.5934495942553439,0.5477420440611708,0.5614543091194227
p02_uppercut_right_pre_002,0.15611330856383734,0.41476458194100285,0.24654530640796715,0.2765041813146896,0.24282010141089402,0.11980528863793168,0.052962377622760674,0.04825919425390755,0.04762822896410015,0.573139226432818,0.5378253390757327,0.5484195052828582
p02_uppercut_right_pre_003,0.16294651004056432,0.41780854137703577,0.2656479352786669,0.2891724772244274,0.2449564442533104,0.12101786716474368,0.052914676486725376,0.048052271685986,0.04762375529869703,0.5739373940773818,0.5755410386843778,0.5750599453022789
p02_uppercut_right_pre_004,0.13750054751548477,0.38901261283474914,0.24216694811574935,0.24401753198572948,0.23058533904481232,0.10543169555203195,0.0526540349101887,0.04793871592591351,0.04762479613574473,0.5922483863996122,0.43392230305480517,0.48142012805824724
p02_uppercut_right_pre_005,0.1321067197575879,0.375092107807992,0.19762330378386683,0.23715115703360815,0.22311728493179822,0.09460191281602823,0.05304594828144574,0.048026747468681276,0.04762308360561381,0.5612391734402136,0.38578175235571405,0.4384189786810639
p02_uppercut_right_pre_006,0.17665000016184504,0.432551171835868,0.24161807429322257,0.3108954942631576,0.25602961556235904,0.13531750896106334,0.053456639074243265,0.04831726919175667,0.04763563021633865,0.5841360918628598,0.6055498977171623,0.5991257559608715
p02_uppercut_right_pre_007,0.17135525348665295,0.4428341304559214,0.2814803642569773,0.31228402279113476,0.26992461399642526,0.12190004712558933,0.05325008519260949,0.048318158395235664,0.047629692804457426,0.5943870195025285,0.6361337326721318,0.6236097187212508
p02_uppercut_right_pre_008,0.17144890330890136,0.4312947382015223,0.25895750341978896,0.30676607035959036,0.2664028810065103,0.12943805061256414,0.05405678802230983,0.04813987852292929,0.047632310203130274,0.5897238596640267,0.6129464169119158,0.605979649737549
p02_uppercut_right_pre_009,0.15309068755745794,0.40700113094002044,0.2615846995135421,0.26379163029446573,0.2354719343418265,0.10964968002449119,0.05307886344115524,0.048199109923653206,0.04762663755552622,0.5996927573413565,0.4911021142304963,0.5236793071637543
p02_uppercut_right_pre_010,0.179358284518303,0.4273807564267213,0.2609012139897008,0.28844688580927774,0.25905202811644557,0.12668140542370968,0.053725782318951684,0.04839020679422233,0.04763860861336273,0.591626021339952,0.5860366703250198,0.5877134756294995
