jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p11_jap_main_001,0.367017237,0.488997644,0.300134679,0.307370068,0.251682903,0.270455101,0.048049936,0.053223355,0.047773357,0.560776255,0.930647165,0.819685892,0.796891547,0.084500039
p11_jap_main_002,0.351892904,0.491014692,0.323890476,0.314422691,0.255052648,0.270297399,0.048137697,0.053623496,0.047865421,0.596136441,0.920841153,0.823429739,0.780375552,
p11_jap_main_003,0.35027007,0.493174238,0.352919203,0.321627625,0.24060295,0.271881435,0.047885297,0.051179628,0.047651924,0.642665107,0.898682695,0.821877419,0.695875514,
p11_jap_main_004,0.314914908,0.493722824,0.29228507,0.309561661,0.255291985,0.243733349,0.048114073,0.054972646,0.047648541,0.543848629,0.888635425,0.785199386,,
p11_jap_main_005,0.327850167,0.497132348,0.286743421,0.300467396,0.248256258,0.253513656,0.048030121,0.051698424,0.047646409,0.550477959,0.881369317,0.78210191,,
p11_jap_main_006,0.358608925,0.494055795,0.305797293,0.333465733,0.252977848,0.259989897,0.048014794,0.055846957,0.047676018,0.590700786,0.917491248,0.81945411,,
p11_jap_main_007,0.372559653,0.494117215,0.296006458,0.320213601,0.252201466,0.260545787,0.047925763,0.05290672,0.047622843,0.587015136,0.908153348,0.811811884,,
p11_jap_main_008,0.353669349,0.493714138,0.30277807,0.301578888,0.252959098,0.243871224,0.047891259,0.056935804,0.047625353,0.549577988,0.90322918,0.797133822,,
p11_jap_main_009,0.327825661,0.502875153,0.312246533,0.332529047,0.249448287,0.244669798,0.048728262,0.053679839,0.047631742,0.569311784,0.915747342,0.811816674,,
p11_jap_main_010,0.326548701,0.501897853,0.316219832,0.338376902,0.254323613,0.24738008,0.048007771,0.053782619,0.047640786,0.58162545,0.920310563,0.818705029,,
p11_jap_main_011,0.317239566,0.489208413,0.277666317,0.298565485,0.248849558,0.22846618,0.047994869,0.047981394,0.04791291,0.506262617,0.892102721,0.77635069,,
p11_jap_main_012,0.30748703,0.48342776,0.312313729,0.316465168,0.252711721,0.221458938,0.04799402,0.049748337,0.047629948,0.54109605,0.892108721,0.78680492,,
p11_jap_main_013,0.298220973,0.482235405,0.263207946,0.302092624,0.244425708,0.217242921,0.047856096,0.047952604,0.047619062,0.494886199,0.860975895,0.751148986,,
p11_jap_main_014,0.307901957,0.501714526,0.335305833,0.336309733,0.254227456,0.254616684,0.048861345,0.05402343,0.04762822,0.603926353,0.909448837,0.817792092,,
p11_jap_main_015,0.29034999,0.476501426,0.273328931,0.265206689,0.239710469,0.213294078,0.047752263,0.049050529,0.047619053,0.47182206,0.838138355,0.728243467,,
p11_jap_main_016,0.285268456,0.488916316,0.281813737,0.307783191,0.252688041,0.232730798,0.047838796,0.056275046,0.047619169,0.519623445,0.868086026,0.763547251,,
p11_jap_main_017,0.310556313,0.504902164,0.292026976,0.347373697,0.247404075,0.265008276,0.048642053,0.051277838,0.047742289,0.565509869,0.926398112,0.818131639,,
p11_jap_main_018,0.29860658,0.499056426,0.297218787,0.319343836,0.257621381,0.236711657,0.048298836,0.059214403,0.047620799,0.539544562,0.891981402,0.78625035,,
p11_jap_main_019,0.307090166,0.480436668,0.267717847,0.308883147,0.25121769,0.234877691,0.049265225,0.047892683,0.047627037,0.492962139,0.900974939,0.778571099,,
