hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p10_hook_left_main_001,0.11954882,0.365395928,0.204780437,0.21998448,0.237255876,0.201504458,0.061927049,0.059742676,0.047619083,0.494865696,0.522659481,0.514321346,0.732612936,0.044667839
p10_hook_left_main_002,0.208273868,0.42896749,0.278454759,0.335090344,0.297492386,0.26609236,0.074813188,0.072329557,0.047624292,0.578914768,0.811298084,0.74158309,0.750462959,
p10_hook_left_main_003,0.316982811,0.47002542,0.298512735,0.289029671,0.275165562,0.204858138,0.065828137,0.064282382,0.047644018,0.551896089,0.820188307,0.739700641,0.705795119,
p10_hook_left_main_004,0.311275881,0.434013927,0.268645444,0.21499633,0.26168877,0.161208842,0.07143987,0.062930248,0.047623955,0.483073862,0.702760524,0.636854526,,
p10_hook_left_main_005,0.267595075,0.450300747,0.292364726,0.2318592,0.274354487,0.163282223,0.066736123,0.061715563,0.047633745,0.499679099,0.734030789,0.663725282,,
p10_hook_left_main_006,0.314040289,0.453335621,0.316546238,0.334235079,0.257759176,0.211253632,0.06827366,0.06559435,0.047636395,0.580735223,0.831046365,0.755953022,,
p10_hook_left_main_007,0.294874963,0.453013824,0.295558362,0.307813148,0.225724247,0.195771203,0.059407115,0.057528731,0.047633348,0.533872979,0.792370674,0.714821366,,
p10_hook_left_main_008,0.322113511,0.445557467,0.295785502,0.313878497,0.228169569,0.197737482,0.05946218,0.057735537,0.047647056,0.537512916,0.80919841,0.727692762,,
p10_hook_left_main_009,0.298384792,0.440360463,0.297819047,0.315443264,0.23418091,0.179762797,0.059781,0.057692096,0.047662706,0.533695547,0.790492848,0.713453658,,
p10_hook_left_main_010,0.296014151,0.462649318,0.300882085,0.333235489,0.294699234,0.213351842,0.071939147,0.07799084,0.047973329,0.569190942,0.84201144,0.760165291,,
p10_hook_left_main_011,0.298660749,0.433816292,0.314474632,0.230105168,0.250641784,0.137868359,0.068793526,0.064352851,0.04763732,0.485420282,0.72646838,0.65415395,,
p10_hook_left_main_012,0.314637313,0.485696374,0.327515093,0.316626352,0.275467745,0.249809369,0.076514109,0.068175536,0.047634641,0.584409561,0.878380199,0.790189008,,
p10_hook_left_main_013,0.312414561,0.457136412,0.333526564,0.292439885,0.302657865,0.290467098,0.070277631,0.068228819,0.047832013,0.628237601,0.873896965,0.800199156,,
p10_hook_left_main_014,0.289504804,0.497043334,0.326800604,0.340899182,0.269768624,0.228629351,0.063446326,0.066863161,0.047700025,0.591932894,0.876559421,0.791171463,,
p10_hook_left_main_015,0.296083503,0.49194663,0.326084621,0.350146042,0.304923078,0.259424833,0.07090728,0.070097742,0.04767022,0.65351374,0.878212058,0.810802563,,
p10_hook_left_main_016,0.326030621,0.485003037,0.314236528,0.338057884,0.300092245,0.259093144,0.071299038,0.068703169,0.047636604,0.64949233,0.867152308,0.801854315,,
p10_hook_left_main_017,0.296650614,0.456162737,0.315307686,0.327061071,0.28089597,0.24921197,0.069058877,0.065085569,0.047660026,0.613469457,0.841766298,0.773277246,,
p10_hook_left_main_018,0.28757333,0.448259026,0.283211552,0.198971098,0.268025053,0.151663608,0.074714148,0.064069552,0.047626965,0.444465446,0.729097056,0.643707573,,
p10_hook_left_main_019,0.31921438,0.491491046,0.293867908,0.355330865,0.298090985,0.227541258,0.06979481,0.074330695,0.047686851,0.638961179,0.837892949,0.778213418,,
p10_hook_left_main_020,0.28400557,0.444974189,0.302276747,0.213923604,0.293700482,0.158345103,0.066104088,0.06392007,0.047639867,0.484723693,0.761671301,0.678587019,,
p10_hook_left_main_021,0.307324952,0.491610371,0.313672051,0.344019455,0.297363109,0.251251087,0.068613218,0.07192053,0.047661875,0.645261293,0.858154137,0.794286284,,
p10_hook_left_main_022,0.289530855,0.488792098,0.283809331,0.320709877,0.293255227,0.237067631,0.069345699,0.067297441,0.047628714,0.605775694,0.821903051,0.757064844,,
p10_hook_left_main_023,0.269228671,0.49358045,0.301673559,0.305842374,0.253311223,0.220498371,0.060859174,0.059405287,0.047635144,0.531840775,0.852734777,0.756466576,,
p10_hook_left_main_024,0.289446134,0.457607035,0.287325805,0.328783472,0.272284335,0.212714607,0.065053108,0.066039646,0.047631255,0.597182306,0.787868984,0.73066298,,
p10_hook_left_main_025,0.260058098,0.439623132,0.287795215,0.286390835,0.249056651,0.184472389,0.060045584,0.059843947,0.047642042,0.517658859,0.760192835,0.687432642,,
p10_hook_left_main_026,0.284259886,0.437502886,0.31164903,0.253693329,0.292850726,0.164635737,0.066747656,0.063665529,0.047634731,0.498324253,0.796015617,0.706708208,,
p10_hook_left_main_027,0.260861181,0.440969689,0.321320281,0.297591322,0.25423529,0.219594311,0.060059604,0.058689244,0.047624588,0.563897717,0.80293827,0.731226105,,
p10_hook_left_main_028,0.325127285,0.472259413,0.299304085,0.326042016,0.320012927,0.232830746,0.06966097,0.07381132,0.047663202,0.618111731,0.856525591,0.785001433,,
p10_hook_left_main_029,0.308313075,0.477918279,0.307823252,0.343362615,0.310818171,0.231536503,0.069419363,0.074332419,0.047673074,0.625137566,0.85870646,0.788635792,,
p10_hook_left_main_030,0.277137289,0.470211771,0.307127673,0.278425297,0.274855341,0.217909441,0.062994111,0.062283595,0.047647527,0.517776677,0.850205027,0.750476522,,
p10_hook_left_post_001,0.31646036,0.466401109,0.304591033,0.324041796,0.28894417,0.225437879,0.068095104,0.066847712,0.047649708,0.593590421,0.847007936,0.770982682,,
p10_hook_left_post_002,0.273959566,0.474366118,0.292553697,0.318817455,0.275610028,0.214729905,0.065181446,0.063400067,0.047639589,0.573154305,0.82146787,0.746973801,,
p10_hook_left_post_003,0.303289694,0.455137595,0.283966011,0.289106187,0.276227493,0.1529394,0.066962422,0.063931744,0.047630257,0.505006191,0.786638657,0.702148918,,
p10_hook_left_post_004,0.271388115,0.453054606,0.306813972,0.286318026,0.278614993,0.214866208,0.06396685,0.06220579,0.047640089,0.528347351,0.837327974,0.744633787,,
p10_hook_left_post_005,0.283380263,0.452204034,0.298542785,0.274201387,0.274049952,0.190112202,0.064474815,0.061644071,0.047628982,0.512091341,0.807540497,0.718905751,,
p10_hook_left_post_006,0.261042183,0.440741841,0.329962406,0.324154735,0.310067225,0.270807106,0.067318703,0.066941683,0.047732737,0.598638483,0.888489258,0.801534025,,
p10_hook_left_post_007,0.271362687,0.470068104,0.308907867,0.295772833,0.274867331,0.233492836,0.061838336,0.061929382,0.047636998,0.551734257,0.850771247,0.76106015,,
p10_hook_left_post_008,0.301160973,0.474672242,0.310887573,0.32628674,0.313282939,0.250208671,0.06919747,0.068329579,0.04763344,0.619220589,0.871332971,0.795699256,,
p10_hook_left_post_009,0.296472731,0.463662726,0.291213812,0.283340153,0.295675731,0.179893444,0.065688061,0.063317065,0.04762968,0.535154005,0.801814819,0.721816575,,
p10_hook_left_post_010,0.295172449,0.46280933,0.298677717,0.292523999,0.289037091,0.191510738,0.064489742,0.063115867,0.047639357,0.527684379,0.832241901,0.740874645,,
p10_hook_left_pre_001,0.334372077,0.461216948,0.282117048,0.238622323,0.294089685,0.237211882,0.059883225,0.059023398,0.049139753,0.568900723,0.80417123,0.733590078,,
p10_hook_left_pre_002,0.325857937,0.439218305,0.29396638,0.275026666,0.306734099,0.18783835,0.063946278,0.0645154,0.047915927,0.545878704,0.814555253,0.733952288,,
