uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p05_uppercut_left_main_001,0.166224673,0.378577171,0.219369131,0.236066739,0.202725288,0.186202487,0.048099499,0.047711401,0.047619141,0.467051659,0.581644372,0.547266558,0.655729344,0.083838615
p05_uppercut_left_main_002,0.238796179,0.428210052,0.27612928,0.231150141,0.254955821,0.214982445,0.048722332,0.047911158,0.047623338,0.52894689,0.717141359,0.660683018,0.607976979,
p05_uppercut_left_main_003,0.211104587,0.423426095,0.27903982,0.207577672,0.252133293,0.212196218,0.048666903,0.047848951,0.047623165,0.510127277,0.691503708,0.637090778,0.524138364,
p05_uppercut_left_main_004,0.198910279,0.419090779,0.289212778,0.308724571,0.255478362,0.207208089,0.048054768,0.047675979,0.047619552,0.536095671,0.765956736,0.696998416,,
p05_uppercut_left_main_005,0.192348368,0.408832673,0.278394947,0.322283642,0.258944038,0.236958052,0.048109136,0.047759497,0.047619659,0.573070432,0.754866925,0.700327977,,
p05_uppercut_left_main_006,0.239502065,0.440120981,0.295823507,0.250005218,0.279634344,0.224697111,0.048843,0.047882734,0.04762566,0.551143011,0.773617987,0.706875495,,
p05_uppercut_left_main_007,0.199909999,0.412669274,0.266550435,0.305850103,0.279273511,0.23919787,0.048092133,0.047782677,0.047619509,0.569552926,0.757207859,0.700911379,,
p05_uppercut_left_main_008,0.178310137,0.408830062,0.273977916,0.294784626,0.26384144,0.245795945,0.04802341,0.047730363,0.04761982,0.538269758,0.764063071,0.696325077,,
p05_uppercut_left_main_009,0.179128097,0.390015013,0.256824204,0.177332181,0.234972388,0.210522496,0.048550587,0.047777494,0.047619991,0.498480702,0.595188872,0.566176421,,
p05_uppercut_left_main_010,0.264309052,0.43348551,0.287144202,0.218099056,0.272015947,0.213013895,0.04883287,0.047945746,0.047635077,0.530374369,0.745182507,0.680740066,,
p05_uppercut_left_main_011,0.245298068,0.433449373,0.28379759,0.219775578,0.265945846,0.221649844,0.048841303,0.047887483,0.047622204,0.534829242,0.731905537,0.672782648,,
p05_uppercut_left_main_012,0.168588697,0.400895329,0.268082516,0.247245776,0.24319134,0.214393649,0.048068885,0.047687726,0.047619239,0.468528754,0.718266051,0.643344862,,
p05_uppercut_left_main_013,0.238322407,0.441434427,0.291653736,0.231162315,0.269946336,0.245561958,0.048861699,0.047931175,0.047622442,0.549953406,0.762640901,0.698834652,,
p05_uppercut_left_main_014,0.216592423,0.440899181,0.255652755,0.24959435,0.26016477,0.264205021,0.04965679,0.049377533,0.047619755,0.535249856,0.753664221,0.688139911,,
p05_uppercut_left_main_015,0.197940732,0.426229317,0.270656876,0.205174597,0.256011926,0.164496626,0.048974715,0.048011977,0.047621667,0.480704879,0.663248711,0.608485562,,
p05_uppercut_left_main_016,0.16751293,0.404512947,0.280451788,0.258151878,0.240468338,0.196469192,0.048039078,0.047689068,0.047619202,0.478415183,0.713470494,0.642953901,,
p05_uppercut_left_main_017,0.165717267,0.40873445,0.276497988,0.250216663,0.227491612,0.208697624,0.047993409,0.047721462,0.047619235,0.446760805,0.735285489,0.648728083,,
p05_uppercut_left_main_018,0.223508754,0.453589149,0.274952059,0.270606664,0.265812404,0.256666555,0.049698124,0.049830556,0.047620273,0.537921198,0.796294688,0.718782641,,
p05_uppercut_left_main_019,0.182108856,0.415231307,0.288728277,0.277029852,0.246803134,0.23458187,0.048046099,0.047730054,0.047620158,0.473161257,0.803189399,0.704180957,,
p05_uppercut_left_main_020,0.181003316,0.413242194,0.270540202,0.257070256,0.242233713,0.250406041,0.047961703,0.04780828,0.04761937,0.455327128,0.793822002,0.69227354,,
p05_uppercut_left_main_021,0.173790453,0.419748552,0.259269474,0.262124782,0.24218162,0.225904952,0.047958736,0.047707179,0.04761935,0.454046812,0.763616446,0.670745556,,
p05_uppercut_left_main_022,0.242748414,0.443388949,0.292848931,0.219430139,0.267371874,0.246510575,0.048899926,0.048055971,0.047621091,0.531487444,0.772739745,0.700364055,,
p05_uppercut_left_main_023,0.173759115,0.418414232,0.293634802,0.280369166,0.244294914,0.216434991,0.048100372,0.047781317,0.047619492,0.501556649,0.758133606,0.681160519,,
p05_uppercut_left_main_024,0.252454709,0.446475038,0.285857679,0.231153052,0.275988195,0.229196481,0.048875083,0.048007655,0.047626017,0.504752231,0.803458004,0.713846272,,
p05_uppercut_left_main_025,0.149966476,0.402064649,0.263074734,0.239748997,0.232391186,0.194289242,0.048064917,0.04768897,0.047619242,0.453684324,0.681445387,0.613117068,,
p05_uppercut_left_main_026,0.140725115,0.392236519,0.230604383,0.233827691,0.221642449,0.218490292,0.048030265,0.04768887,0.047619268,0.459427913,0.640231061,0.585990117,,
p05_uppercut_left_main_027,0.168137321,0.393060929,0.253155392,0.21641657,0.229449587,0.179672359,0.048339976,0.047739165,0.047620092,0.464816813,0.624772633,0.576785887,,
p05_uppercut_left_main_028,0.187354048,0.415656673,0.259540263,0.186492598,0.243110305,0.195978096,0.048930801,0.047864201,0.04762139,0.512906791,0.606603228,0.578494297,,
p05_uppercut_left_main_029,0.175706064,0.400683746,0.233952509,0.241596262,0.244527493,0.199009853,0.04828407,0.047718824,0.047619906,0.451987506,0.684612521,0.614825016,,
p05_uppercut_left_main_030,0.160622113,0.404425774,0.23674175,0.245050022,0.226097692,0.234578914,0.047994383,0.047682301,0.047619373,0.462217049,0.694263543,0.624649595,,
p05_uppercut_left_post_001,0.201101703,0.439918035,0.258417804,0.237097054,0.26336554,0.249962761,0.04965963,0.050007385,0.047620191,0.53286464,0.725697056,0.667847331,,
p05_uppercut_left_post_002,0.247655645,0.423951814,0.258076411,0.187953065,0.267206993,0.18554674,0.04850746,0.047846342,0.047634075,0.473365974,0.700094383,0.63207586,,
p05_uppercut_left_post_003,0.237248175,0.413509516,0.23917374,0.21999582,0.267824703,0.183639596,0.048420749,0.047772584,0.047621836,0.477962266,0.696709063,0.631085024,,
p05_uppercut_left_post_004,0.160912673,0.396229374,0.230249418,0.245584041,0.237090135,0.175870002,0.048085795,0.047716386,0.04762034,0.429342302,0.666910704,0.595640183,,
p05_uppercut_left_post_005,0.2542926,0.42793564,0.25293847,0.1999837,0.271016056,0.194256112,0.048781993,0.047911474,0.047623272,0.466194422,0.728066058,0.649504567,,
p05_uppercut_left_post_006,0.153921931,0.399316044,0.219454678,0.243358866,0.249625115,0.21106175,0.048015629,0.047722661,0.047619709,0.439433351,0.689853805,0.614727668,,
p05_uppercut_left_post_007,0.16279126,0.413733033,0.248896664,0.250596206,0.250711684,0.210121717,0.048048938,0.047699361,0.047619442,0.447110154,0.732169941,0.646652005,,
p05_uppercut_left_post_008,0.157993495,0.414655964,0.242794078,0.261176822,0.260992185,0.222035132,0.048011181,0.047724902,0.047619708,0.458735943,0.743720964,0.658225458,,
p05_uppercut_left_post_009,0.146672388,0.358114822,0.146967243,0.117515875,0.217598119,0.117275715,0.049171006,0.048144534,0.047619254,0.494580584,0.296392444,0.355848886,,
