hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p10_hook_right_main_001,0.29800358,0.457043053,0.321557418,0.338407731,0.295446118,0.335057571,0.051189072,0.056715259,0.048322849,0.666456768,0.9301791,0.8510624,0.792780379,0.046748072
p10_hook_right_main_002,0.302873812,0.463232336,0.309846299,0.318996757,0.274867669,0.362223856,0.079074759,0.066878801,0.047757681,0.642389615,0.899243308,0.8221872,0.828921049,
p10_hook_right_main_003,0.261417239,0.430401931,0.281683839,0.341615484,0.259819899,0.290080208,0.052224491,0.049098831,0.047645779,0.585317898,0.870732017,0.785107782,0.782172978,
p10_hook_right_main_004,0.285972709,0.477413558,0.315791459,0.328205934,0.322167525,0.30313294,0.058875584,0.057164862,0.048233249,0.664067226,0.907851386,0.834716138,,
p10_hook_right_main_005,0.293813166,0.432783045,0.359374307,0.326429079,0.305682993,0.318352681,0.054777712,0.049087271,0.047934016,0.705893874,0.901295145,0.842674763,,
p10_hook_right_main_006,0.276600381,0.37690775,0.292936597,0.318356926,0.160914227,0.193047033,0.050259338,0.048083978,0.047643574,0.45140988,0.779044666,0.68075423,,
p10_hook_right_main_007,0.287993468,0.431951665,0.363835873,0.300400501,0.302941414,0.312613871,0.051732702,0.050791031,0.047888854,0.689995366,0.886709748,0.827695433,,
p10_hook_right_main_008,0.299670068,0.45960261,0.367235826,0.317754414,0.325485095,0.316696261,0.051440991,0.050121928,0.048426437,0.743177363,0.900357091,0.853203173,,
p10_hook_right_main_009,0.327228072,0.486537329,0.306947803,0.330080895,0.322273378,0.33660167,0.053631004,0.055791353,0.048135879,0.738846155,0.892609652,0.846480603,,
p10_hook_right_main_010,0.230402812,0.272168761,0.189379,0.237746734,0.153425075,0.217248456,0.055134993,0.049981664,0.047620554,0.466147123,0.515896982,0.500972024,,
p10_hook_right_main_011,0.305879281,0.456627381,0.328356088,0.315290881,0.334010949,0.351099025,0.053253069,0.052551042,0.048073101,0.716108305,0.925646343,0.862784931,,
p10_hook_right_main_012,0.324055065,0.372270657,0.306388062,0.262785575,0.265622617,0.316164935,0.064531283,0.049119981,0.047700743,0.596620403,0.824759347,0.756317664,,
p10_hook_right_main_013,0.239804431,0.303901879,0.187234926,0.262855385,0.126208099,0.212789563,0.055520604,0.047808324,0.047619095,0.365123342,0.631432672,0.551539873,,
p10_hook_right_main_014,0.316751897,0.448210884,0.336674605,0.302167868,0.328738428,0.342729184,0.052526359,0.049599859,0.048763989,0.7242499,0.904005199,0.850078609,,
p10_hook_right_main_015,0.337228124,0.469253689,0.254218748,0.250454299,0.322287918,0.372444219,0.072408256,0.071972116,0.047704073,0.686920365,0.811107938,0.773851666,,
p10_hook_right_main_016,0.312722586,0.474949609,0.27839938,0.294370188,0.31982298,0.361573853,0.082120165,0.059967059,0.048514419,0.65651604,0.891453114,0.820971992,,
p10_hook_right_main_017,0.351806683,0.484946838,0.282174566,0.279961064,0.276588322,0.345891045,0.077464632,0.070203239,0.048016093,0.598387586,0.891905565,0.803850171,,
p10_hook_right_main_018,0.293660382,0.463150414,0.337409985,0.353829426,0.329451541,0.320247454,0.05465579,0.051244638,0.053302408,0.728913835,0.91591395,0.859813915,,
p10_hook_right_main_019,0.284325921,0.459248972,0.313222514,0.344834731,0.319708938,0.323879351,0.05035939,0.049636003,0.050143653,0.70791232,0.901864062,0.84367854,,
p10_hook_right_main_020,0.32514282,0.444985022,0.320188403,0.328726741,0.324927605,0.307171998,0.052883791,0.049026392,0.048259181,0.704927637,0.899246262,0.840950674,,
p10_hook_right_main_021,0.337888812,0.473509173,0.30888336,0.312922323,0.275186641,0.345853207,0.07668303,0.069940735,0.047654859,0.676759812,0.867985789,0.810617996,,
p10_hook_right_main_022,0.231419852,0.312388466,0.206462804,0.292380946,0.127371701,0.205561017,0.054481848,0.047665413,0.047619365,0.390365784,0.654068459,0.574957657,,
p10_hook_right_main_023,0.31224342,0.480629533,0.265087366,0.321677366,0.300623957,0.324789085,0.073523881,0.063500847,0.049031639,0.667365945,0.840669116,0.788678165,,
p10_hook_right_main_024,0.308174416,0.455178561,0.334191407,0.31948487,0.318660742,0.31584634,0.05230325,0.050645287,0.052319666,0.717716815,0.883468536,0.83374302,,
p10_hook_right_main_025,0.303857547,0.441843423,0.332626966,0.322983668,0.321376078,0.320409159,0.052265292,0.050618822,0.049512105,0.730494053,0.876173441,0.832469625,,
p10_hook_right_main_026,0.294167003,0.433926816,0.293809767,0.309059189,0.326345795,0.348067638,0.051929135,0.049434928,0.048017479,0.706888494,0.872110138,0.822543645,,
p10_hook_right_main_027,0.3167377,0.477140593,0.289089597,0.306886754,0.333807096,0.355757412,0.059263501,0.054390505,0.048108801,0.710037865,0.897700883,0.841401977,,
p10_hook_right_main_028,0.324628632,0.490931412,0.304696614,0.32952212,0.337215898,0.344333491,0.056402229,0.062030209,0.04866504,0.753414199,0.889291414,0.848528249,,
p10_hook_right_main_029,0.306836661,0.473760371,0.291058254,0.328386958,0.33118019,0.324876823,0.05270597,0.054494542,0.04829287,0.721463357,0.875085546,0.828998889,,
p10_hook_right_main_030,0.325114336,0.463726724,0.293253802,0.322230352,0.331913471,0.281162354,0.052248406,0.051255664,0.050124044,0.688259294,0.869920122,0.815421873,,
p10_hook_right_post_001,0.317379505,0.469946173,0.290795353,0.336629015,0.349506552,0.305380901,0.057953942,0.053892347,0.04999392,0.702620107,0.897748602,0.839210053,,
p10_hook_right_post_002,0.303461012,0.446137226,0.286973277,0.318007661,0.344482578,0.312304596,0.051273616,0.050675204,0.049171795,0.69812551,0.874075974,0.821290835,,
p10_hook_right_post_003,0.294626785,0.472544544,0.28855912,0.311918574,0.335726344,0.304357882,0.056281132,0.05368922,0.048783255,0.659753799,0.893784222,0.823575095,,
p10_hook_right_post_004,0.322510521,0.474046434,0.286451452,0.279864369,0.336017337,0.336887447,0.068155245,0.057689162,0.047748639,0.647639809,0.902692054,0.82617638,,
p10_hook_right_post_005,0.279361063,0.443758503,0.298996937,0.290989471,0.343666337,0.33199372,0.052974298,0.049207265,0.047801986,0.698743362,0.865001827,0.815124287,,
p10_hook_right_post_006,0.312547707,0.460244579,0.290258052,0.30514069,0.344663066,0.324773503,0.05255481,0.054111516,0.048984249,0.681764334,0.902524176,0.836296224,,
p10_hook_right_post_007,0.314241193,0.458334841,0.280774969,0.276093962,0.348097063,0.358656358,0.056366623,0.05352106,0.047776835,0.692419329,0.886785351,0.828475544,,
p10_hook_right_post_008,0.325264387,0.476754485,0.279455586,0.279720604,0.354987905,0.366461651,0.056455377,0.056171379,0.049310908,0.700412317,0.906152822,0.84443067,,
p10_hook_right_post_009,0.298285681,0.452219341,0.298439299,0.276196493,0.336361684,0.32984189,0.051191219,0.050402447,0.048005123,0.682717919,0.871568953,0.814913643,,
p10_hook_right_post_010,0.319862849,0.47424919,0.296760024,0.301507705,0.33149767,0.31500019,0.052002844,0.050172603,0.047918846,0.660327193,0.916599435,0.839717763,,
p10_hook_right_pre_001,0.288896278,0.450215671,0.262337833,0.314773992,0.23134308,0.302609399,0.081131896,0.067990931,0.047966932,0.535005078,0.841419546,0.749495206,,
p10_hook_right_pre_002,0.339458214,0.458764838,0.333437698,0.343904582,0.324726207,0.279875139,0.058423765,0.048710914,0.04931929,0.745925496,0.86616466,0.83009291,,
p10_hook_right_pre_003,0.302963036,0.457497817,0.339454716,0.35710741,0.314124665,0.271068336,0.051413888,0.050723074,0.048647551,0.743998345,0.856236188,0.822564835,,
p10_hook_right_pre_004,0.270044278,0.452739529,0.2984191,0.325824488,0.307372827,0.281911474,0.052598744,0.048745916,0.048461708,0.657351797,0.856176137,0.796528835,,
p10_hook_right_pre_005,0.294829683,0.439116639,0.303300318,0.323781495,0.317708863,0.283934306,0.055325668,0.049411053,0.048898851,0.665492904,0.865587428,0.805559071,,
p10_hook_right_pre_006,0.325816741,0.475373049,0.2960971,0.304238701,0.307870904,0.300362152,0.08992529,0.063488188,0.047704508,0.62317007,0.872004069,0.797353869,,
p10_hook_right_pre_007,0.25973505,0.462753904,0.293821557,0.315190192,0.239118066,0.298921282,0.075572549,0.059434747,0.047691029,0.588508882,0.826884826,0.755372043,,
p10_hook_right_pre_008,0.304950827,0.438497819,0.242036264,0.34013859,0.329063986,0.254263085,0.052370209,0.048339344,0.048567529,0.633288315,0.844886886,0.781407315,,
p10_hook_right_pre_009,0.334914525,0.424793545,0.246987032,0.332300075,0.331107883,0.253253914,0.050947208,0.048622094,0.04857835,0.635718767,0.850436578,0.786021235,,
p10_hook_right_pre_010,0.247107651,0.434682449,0.238187663,0.341012655,0.194751584,0.252954048,0.051598088,0.048448528,0.047904049,0.545123358,0.762567786,0.697334458,,
AVG,0.301453557,0.445825861,0.29447118,0.311862918,0.299925339,0.309410259,0.058607739,0.054045351,0.048525737,0.656005066,0.85934049,0.798339863,,
