straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p23_straight_main_001,0.30358922,0.484377599,0.229843792,0.21580345,0.278858875,0.203472542,0.047773724,0.047826732,0.048375541,0.4537367,0.815805554,0.707184898,0.680844625,-0.009852607
p23_straight_main_002,0.313844779,0.479069848,0.26239249,0.204993492,0.312719859,0.229696982,0.047927,0.047821986,0.05083891,0.503294078,0.844992934,0.742483277,0.646491169,
p23_straight_main_003,0.320251784,0.487449392,0.265652676,0.207267269,0.304273103,0.236079801,0.047966199,0.047805011,0.048606663,0.508723292,0.853337107,0.749952963,0.656343776,
p23_straight_main_004,0.258246148,0.415216939,0.202421596,0.209558185,0.24530529,0.204193102,0.047873351,0.047656474,0.048197791,0.355087934,0.801922184,0.667871909,,
p23_straight_main_005,0.297693606,0.401085952,0.233150129,0.170856901,0.298419396,0.219597814,0.047832359,0.047672956,0.047843864,0.406421848,0.811264832,0.689811937,,
p23_straight_main_006,0.235711865,0.404553589,0.205721734,0.190915262,0.252112259,0.160179668,0.047735751,0.047667838,0.047619659,0.357273807,0.721095516,0.611949003,,
p23_straight_main_007,0.280740329,0.460067571,0.243054858,0.195430986,0.31488917,0.221872314,0.047751177,0.047890279,0.048037751,0.45252452,0.840362469,0.724011084,,
p23_straight_main_008,0.239589971,0.413456058,0.197129943,0.186068108,0.252379961,0.203190366,0.047771605,0.047653576,0.047621363,0.35416378,0.773921717,0.647994336,,
p23_straight_main_009,0.28552353,0.419155809,0.199960758,0.210027168,0.222660978,0.204090715,0.047850797,0.047668255,0.04779071,0.361015386,0.784618238,0.657537383,,
p23_straight_main_010,0.267291206,0.411581718,0.203045499,0.211097259,0.281243463,0.200805727,0.047874644,0.047665324,0.047903119,0.381470203,0.809825555,0.68131895,,
p23_straight_main_011,0.290679764,0.405276837,0.217779907,0.187600162,0.291312773,0.24577008,0.04779847,0.047659405,0.048496835,0.412650523,0.823309743,0.700111977,,
p23_straight_main_012,0.291225124,0.434129084,0.265091284,0.198337148,0.29917652,0.217362842,0.047902079,0.047655117,0.048795269,0.446477555,0.841495521,0.722990131,,
p23_straight_main_013,0.25465127,0.424488202,0.208675809,0.19566614,0.251400303,0.180926524,0.047778392,0.047679605,0.047662897,0.371746048,0.766229247,0.647884287,,
p23_straight_main_014,0.283732474,0.438614615,0.217778989,0.201720783,0.300860453,0.225964244,0.047742836,0.047661092,0.04841176,0.406647376,0.84702698,0.714913099,,
p23_straight_main_015,0.294931416,0.472467769,0.242877476,0.213360317,0.304230733,0.196221985,0.047807096,0.047843969,0.048213177,0.472715089,0.815020317,0.712328748,,
p23_straight_main_016,0.281687356,0.400602388,0.200050251,0.205669416,0.29222987,0.214276117,0.047820357,0.047661056,0.048241898,0.395508592,0.815613786,0.689582228,,
p23_straight_main_017,0.318234958,0.458844066,0.242274116,0.22810879,0.307534516,0.193272967,0.047773652,0.047749065,0.04792896,0.47425897,0.83437435,0.726339736,,
p23_straight_main_018,0.305310985,0.415532827,0.232397763,0.216314264,0.304505989,0.233345629,0.049148175,0.047663713,0.049625992,0.44363285,0.848129187,0.726780286,,
p23_straight_main_019,0.262998206,0.406653006,0.194292586,0.203424125,0.242611104,0.227103393,0.047793506,0.047671349,0.047625521,0.378291342,0.786446674,0.664000074,,
p23_straight_main_020,0.257306323,0.457970178,0.233488081,0.218136671,0.303079231,0.178012352,0.048109744,0.047828625,0.048279821,0.455079268,0.783977472,0.685308011,,
p23_straight_main_021,0.247063235,0.405615044,0.200176872,0.210792989,0.254608591,0.181899834,0.047763695,0.047673985,0.047620369,0.372811903,0.749125184,0.6362312,,
p23_straight_main_022,0.25884926,0.414161125,0.218945613,0.228475371,0.289836393,0.217934149,0.047753087,0.047661363,0.047642111,0.425483484,0.81773478,0.700059391,,
p23_straight_main_023,0.307253565,0.392884473,0.199255117,0.208625912,0.312717122,0.245571709,0.047792881,0.047657885,0.048213818,0.436343982,0.827093235,0.709868459,,
p23_straight_main_024,0.319158686,0.386522547,0.20463538,0.20383066,0.312025338,0.256056394,0.047766008,0.047653944,0.048320175,0.438045151,0.838875425,0.718626343,,
p23_straight_main_025,0.262055766,0.380231294,0.198988501,0.217352777,0.230079506,0.196000667,0.047783623,0.047669029,0.047621872,0.386998996,0.723250114,0.622374778,,
p23_straight_main_026,0.315294249,0.391523713,0.221122615,0.186005278,0.324588407,0.244096206,0.047747855,0.047652603,0.048823382,0.458985872,0.817230167,0.709756879,,
p23_straight_main_027,0.269058809,0.397292062,0.202593887,0.203016578,0.241273156,0.190057895,0.066402883,0.047983548,0.047619443,0.376955718,0.731863911,0.625391453,,
p23_straight_main_028,0.270063715,0.431359046,0.190859754,0.185319453,0.245334204,0.196309821,0.06711688,0.049341216,0.04761977,0.384640375,0.721103815,0.620164783,,
p23_straight_main_029,0.285083436,0.401373652,0.219183087,0.190876474,0.248337304,0.181911292,0.047897342,0.047651215,0.047708045,0.375284634,0.765676734,0.648559104,,
p23_straight_main_030,0.279954818,0.400928811,0.18820406,0.140816616,0.239276083,0.158519949,0.04827668,0.047681052,0.047657001,0.374240211,0.645257124,0.56395205,,
p23_straight_post_001,0.272129842,0.423381157,0.207912023,0.211545628,0.28358678,0.151878601,0.048646418,0.047676755,0.04779491,0.404534173,0.748214348,0.645110296,,
p23_straight_post_002,0.283534791,0.449361193,0.218076137,0.183952238,0.300028058,0.169359396,0.047763087,0.047654557,0.048472105,0.433392903,0.754637728,0.65826428,,
p23_straight_post_003,0.264653855,0.399602532,0.198494171,0.192809345,0.220235294,0.170193392,0.047821382,0.047656441,0.047620451,0.374822589,0.68913651,0.594842334,,
p23_straight_post_004,0.33300426,0.404789839,0.21603769,0.223125593,0.29979422,0.173715575,0.047756037,0.047654705,0.048087221,0.434245821,0.804060224,0.693115903,,
p23_straight_post_005,0.299158374,0.434741409,0.232688008,0.213667483,0.283410926,0.185298743,0.049127148,0.047765787,0.048243453,0.43478774,0.796290339,0.687839559,,
p23_straight_post_006,0.291946666,0.456347085,0.242542775,0.206193397,0.261572678,0.160755459,0.048240263,0.047757038,0.048103636,0.443184341,0.754146569,0.660857901,,
p23_straight_post_007,0.275448592,0.481439059,0.23814826,0.203638383,0.217335173,0.153270987,0.051113658,0.048226702,0.048017011,0.426922924,0.711529319,0.6261474,,
