uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p09_uppercut_left_main_001,0.323522102,0.446429332,0.302380171,0.303047353,0.24654967,0.237720462,0.04904587,0.048001287,0.047632525,0.553461994,0.86430909,0.771054961,0.79483164,-0.026433918
p09_uppercut_left_main_002,0.324782562,0.46558176,0.306803947,0.320303713,0.259502781,0.238513401,0.049978216,0.047965356,0.047638959,0.609710837,0.856504398,0.78246633,0.761492284,
p09_uppercut_left_main_003,0.303345536,0.474035582,0.30517068,0.312224754,0.264888005,0.276611911,0.050871896,0.048215439,0.047644069,0.630690759,0.858700206,0.790297372,0.787926202,
p09_uppercut_left_main_004,0.32669009,0.479382493,0.318792353,0.326908247,0.279080291,0.258681917,0.050066174,0.048334083,0.047655888,0.635767201,0.890683035,0.814208285,,
p09_uppercut_left_main_005,0.343428556,0.460882027,0.315504476,0.326515695,0.261598115,0.261334485,0.050232385,0.047964171,0.04764288,0.629789482,0.877963468,0.803511272,,
p09_uppercut_left_main_006,0.352707279,0.450008479,0.298116661,0.34118308,0.252335364,0.234179826,0.049137516,0.047996035,0.04764268,0.591023621,0.880566368,0.793703544,,
p09_uppercut_left_main_007,0.335958258,0.479817646,0.319036962,0.301934971,0.278057116,0.304410726,0.050828753,0.04838866,0.04770712,0.653637814,0.899178903,0.825516576,,
p09_uppercut_left_main_008,0.363194735,0.4741381,0.328239545,0.351482376,0.27454349,0.282403227,0.050216605,0.048489059,0.047766363,0.696769274,0.899850929,0.838926433,,
p09_uppercut_left_main_009,0.367113828,0.473707703,0.316998571,0.323961956,0.281564278,0.298513876,0.050173788,0.048653226,0.047727967,0.67197201,0.911043575,0.839322105,,
p09_uppercut_left_main_010,0.32191203,0.445749857,0.290718653,0.293066412,0.252779602,0.238324234,0.049090753,0.047940609,0.0476285,0.532135994,0.870944544,0.769301979,,
p09_uppercut_left_main_011,0.323947281,0.474722074,0.305876094,0.288521238,0.283347039,0.286542664,0.050568311,0.047981874,0.047640738,0.648446816,0.85365904,0.792095373,,
p09_uppercut_left_main_012,0.337919843,0.483082528,0.315508397,0.31563051,0.286913081,0.296075272,0.051260256,0.048337463,0.047645756,0.659412605,0.904713336,0.831123117,,
p09_uppercut_left_main_013,0.32682368,0.447479728,0.284235281,0.292301574,0.25936603,0.240866653,0.048426444,0.047913115,0.047627489,0.526071686,0.881661821,0.774984781,,
p09_uppercut_left_main_014,0.327737289,0.477499715,0.320769776,0.299877921,0.285756295,0.303890085,0.050788885,0.048417677,0.047637371,0.653771871,0.897952295,0.824698168,,
p09_uppercut_left_main_015,0.334624294,0.480300429,0.343514288,0.311732188,0.271997202,0.283856395,0.050865228,0.047911968,0.047633363,0.67866671,0.881957491,0.820970256,,
p09_uppercut_left_main_016,0.371360566,0.474827012,0.320769739,0.317285168,0.274943872,0.262336553,0.04894896,0.048023222,0.047629236,0.665033111,0.873924664,0.811257198,,
p09_uppercut_left_main_017,0.341718279,0.46444834,0.313429012,0.311260851,0.260331829,0.253539816,0.049941532,0.047909105,0.047628772,0.616934591,0.867966044,0.792656608,,
p09_uppercut_left_main_018,0.352826118,0.47301521,0.330374489,0.320539691,0.272316747,0.290024921,0.050677404,0.048407359,0.04767048,0.668684043,0.898270686,0.829394693,,
p09_uppercut_left_main_019,0.369056254,0.478429571,0.32607814,0.314124846,0.274911414,0.274245774,0.050860872,0.04792456,0.047628706,0.68033398,0.872616941,0.814932053,,
p09_uppercut_left_main_020,0.356265143,0.447172309,0.295958719,0.275604468,0.251856136,0.242853659,0.048523579,0.04788941,0.047632465,0.547299595,0.866328427,0.770619778,,
p09_uppercut_left_main_021,0.35233454,0.449152051,0.290347418,0.322823905,0.249578505,0.243859352,0.048662695,0.047991209,0.047642724,0.579657325,0.875886307,0.787017613,,
p09_uppercut_left_main_022,0.352838223,0.447864027,0.296038385,0.319375039,0.259230551,0.247131915,0.048950147,0.048041659,0.047630405,0.591495619,0.874414854,0.789539083,,
p09_uppercut_left_main_023,0.334074884,0.457004091,0.319865508,0.313170476,0.265881799,0.234690633,0.049574514,0.047951801,0.047642916,0.638578164,0.834685345,0.77585319,,
p09_uppercut_left_main_024,0.36582634,0.442416529,0.295184429,0.297146787,0.260885792,0.260060007,0.049007215,0.048148004,0.047637336,0.578834131,0.881512268,0.790708827,,
p09_uppercut_left_main_025,0.336966185,0.443097079,0.292643362,0.279773269,0.249356711,0.244314203,0.049441201,0.047952714,0.047634673,0.539704852,0.862007364,0.765316611,,
p09_uppercut_left_main_026,0.349755377,0.482226791,0.323832167,0.290821086,0.289339262,0.27557927,0.049955766,0.047973366,0.047623463,0.658085176,0.877965436,0.812001358,,
p09_uppercut_left_main_027,0.335701963,0.442512573,0.287717832,0.266782332,0.252733227,0.244348211,0.049354712,0.047835673,0.047631966,0.526772985,0.859388931,0.759604147,,
p09_uppercut_left_main_028,0.346691651,0.454692142,0.299621032,0.285249825,0.277429166,0.248512522,0.049416424,0.047972916,0.047652841,0.59128484,0.862782189,0.781332984,,
p09_uppercut_left_main_029,0.304796987,0.44297928,0.28059947,0.264654272,0.237692269,0.232437019,0.049256817,0.04785746,0.047633319,0.49779086,0.837955846,0.73590635,,
p09_uppercut_left_main_030,0.301318186,0.448220998,0.278906661,0.294848851,0.244649906,0.242815357,0.049035339,0.047917411,0.04763322,0.524769437,0.855996163,0.756628145,,
p09_uppercut_left_post_001,0.347853247,0.472789868,0.324062109,0.31211128,0.288310483,0.273959276,0.050424494,0.048251771,0.047651978,0.647714302,0.900692176,0.824798814,,
p09_uppercut_left_post_002,0.308719265,0.440653828,0.316661121,0.24882905,0.290889366,0.261539119,0.050942811,0.048163416,0.047635638,0.64063616,0.792897852,0.747219344,,
p09_uppercut_left_post_003,0.337683987,0.445752414,0.307676584,0.283397172,0.261072213,0.224059519,0.049478103,0.048216083,0.047642261,0.573382164,0.839494911,0.759661087,,
p09_uppercut_left_post_004,0.358186208,0.440726898,0.278106039,0.2875252,0.246469478,0.219812537,0.048491185,0.047830556,0.047625287,0.517879927,0.858426337,0.756262414,,
p09_uppercut_left_post_005,0.334091435,0.471480677,0.330915924,0.304824351,0.284384606,0.260045373,0.051103714,0.048246595,0.047654942,0.637827416,0.884950493,0.81081357,,
p09_uppercut_left_post_006,0.313056868,0.388064418,0.226554085,0.22813576,0.256997788,0.24797326,0.048895264,0.04790536,0.047621651,0.559213119,0.690907845,0.651399427,,
p09_uppercut_left_post_007,0.323139877,0.442128549,0.311391885,0.299651092,0.268409201,0.228998537,0.049550416,0.047884974,0.047654721,0.591999597,0.839775123,0.765442465,,
p09_uppercut_left_post_008,0.317417993,0.440927941,0.300464821,0.301565966,0.256672234,0.246394379,0.049122874,0.04810833,0.047633431,0.561762325,0.864885806,0.773948762,,
p09_uppercut_left_post_009,0.315455218,0.431585682,0.28075407,0.276223101,0.241919889,0.244866367,0.048687663,0.047770589,0.047634392,0.50723134,0.854877383,0.75058357,,
p09_uppercut_left_post_010,0.304182636,0.440705518,0.287835707,0.325903551,0.241160218,0.249315064,0.048980336,0.047947146,0.04763533,0.548158372,0.871922684,0.774793391,,
p09_uppercut_left_pre_001,0.320118259,0.449688376,0.288566845,0.294280908,0.238837719,0.196414393,0.048866533,0.047867643,0.047624019,0.537920172,0.809986596,0.728366668,,
p09_uppercut_left_pre_002,0.335448664,0.446642651,0.284297744,0.314456283,0.234985583,0.203281682,0.048604324,0.047752604,0.047627112,0.556301056,0.819002227,0.740191875,,
p09_uppercut_left_pre_003,0.327941306,0.470767229,0.311157036,0.304277861,0.282439571,0.242129596,0.050257739,0.048068033,0.047653365,0.639678753,0.838909676,0.779140399,,
p09_uppercut_left_pre_004,0.329241464,0.461861985,0.312985925,0.311264483,0.270819666,0.239174724,0.049876443,0.047886388,0.047631231,0.615913347,0.855678076,0.783748658,,
p09_uppercut_left_pre_005,0.3101152,0.47877835,0.321945668,0.304421731,0.270997304,0.302351081,0.050316076,0.048165406,0.047640701,0.658732894,0.874761531,0.80995294,,
