uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p24_uppercut_right_main_001,0.256157162,0.336143622,0.236077434,0.308764644,0.138706451,0.215589008,0.049512236,0.047826976,0.047624379,0.40859744,0.730255673,0.633758203,0.506824023,-0.003251738
p24_uppercut_right_main_002,0.304496403,0.402714206,0.254505747,0.289337251,0.22017019,0.264961514,0.051403344,0.049946416,0.047723452,0.547555123,0.773756605,0.705896161,0.466955882,
p24_uppercut_right_main_003,0.270361925,0.324191236,0.238710292,0.294508081,0.168884889,0.262625481,0.049534787,0.047828715,0.047622462,0.490050685,0.692221603,0.631570328,0.47020762,
p24_uppercut_right_main_004,0.270578373,0.319559785,0.229651333,0.269864221,0.157222358,0.199362926,0.049689951,0.048237564,0.047620006,0.477416928,0.609646608,0.569977704,,
p24_uppercut_right_main_005,0.137310552,0.300564742,0.131560489,0.151850231,0.062404465,0.120360712,0.049264096,0.047732333,0.047619135,0.506926391,0.113851334,0.231773851,,
p24_uppercut_right_main_006,0.192403998,0.332672933,0.178489938,0.195753589,0.106761787,0.148764963,0.048810888,0.047892547,0.047621335,0.386160759,0.437502561,0.42210002,,
p24_uppercut_right_main_007,0.183589679,0.394709137,0.186771929,0.280434967,0.154752227,0.177627972,0.050304746,0.047749458,0.047619374,0.482392274,0.545094378,0.526283747,,
p24_uppercut_right_main_008,0.22397527,0.357810796,0.224105451,0.262121091,0.108097911,0.198201229,0.049912559,0.048692439,0.047624089,0.415919647,0.608648189,0.550829626,,
p24_uppercut_right_main_009,0.245734567,0.397826428,0.251271975,0.287921402,0.227293306,0.257999012,0.052212062,0.048499765,0.047637339,0.626442495,0.657882396,0.648450426,,
p24_uppercut_right_main_010,0.295076705,0.362114384,0.201799592,0.268633012,0.102020752,0.184701841,0.056995846,0.048836887,0.047623861,0.431251933,0.58398202,0.538162994,,
p24_uppercut_right_main_011,0.227280294,0.372263676,0.220692314,0.297581125,0.16990115,0.208142054,0.049712548,0.047757702,0.04761928,0.463498073,0.673271053,0.610339159,,
p24_uppercut_right_main_012,0.158595839,0.298002805,0.163295643,0.223758323,0.065117482,0.136896607,0.04904881,0.047684308,0.047619105,0.37775596,0.376930817,0.37717836,,
p24_uppercut_right_main_013,0.096109086,0.223270927,0.072753364,0.103184179,0.036114759,0.107627199,0.048714239,0.047692936,0.047619048,0.367249951,0.048959772,0.144446826,,
p24_uppercut_right_main_014,0.099270254,0.203920533,0.058885413,0.096770463,0.03041697,0.10592434,0.048906415,0.047679373,0.047619048,0.372211388,0.009395878,0.118240531,,
p24_uppercut_right_main_015,0.197661075,0.363552747,0.216802726,0.265651682,0.173425404,0.191675277,0.049712017,0.047750447,0.047619156,0.443381239,0.623389558,0.569387062,,
p24_uppercut_right_main_016,0.199158955,0.316056235,0.179244114,0.203061385,0.15607612,0.172007413,0.049244579,0.047686365,0.047619387,0.430481257,0.476675719,0.46281738,,
p24_uppercut_right_main_017,0.222308055,0.347703572,0.211407743,0.262617734,0.097893138,0.182014686,0.04957758,0.04854417,0.047623035,0.394044905,0.584682484,0.52749121,,
p24_uppercut_right_main_018,0.196745364,0.352130894,0.194742687,0.292749677,0.103696119,0.161640356,0.048805063,0.04767327,0.04761936,0.39729999,0.574662214,0.521453547,,
p24_uppercut_right_main_019,0.211579406,0.342471022,0.205056011,0.253571945,0.079729571,0.193816862,0.049463746,0.047949431,0.047620674,0.409662981,0.537179743,0.498924714,,
p24_uppercut_right_main_020,0.240743366,0.348943315,0.203905489,0.264980215,0.091082231,0.173135752,0.048575882,0.047682438,0.047621276,0.352600623,0.612841398,0.534769165,,
p24_uppercut_right_main_021,0.182294332,0.356996638,0.191567766,0.25960796,0.144139176,0.196420114,0.050884942,0.047818545,0.047619368,0.40434519,0.593038369,0.536430415,,
p24_uppercut_right_main_022,0.246085294,0.352583733,0.216594734,0.267146016,0.070655823,0.193221621,0.048921457,0.048046758,0.047620467,0.396799601,0.590181653,0.532167038,,
p24_uppercut_right_main_023,0.204534876,0.373961481,0.210478868,0.281439471,0.100225197,0.171912373,0.060341764,0.054291342,0.047632427,0.336703244,0.644696655,0.552298632,,
p24_uppercut_right_main_024,0.189610799,0.348736549,0.226157301,0.295530802,0.099690239,0.165426835,0.049136415,0.047723864,0.047620841,0.402198752,0.594080546,0.536516008,,
p24_uppercut_right_main_025,0.141020293,0.323045604,0.165188505,0.227437641,0.053667224,0.148358269,0.049130544,0.047667924,0.047619086,0.320625955,0.442876616,0.406201418,,
p24_uppercut_right_main_026,0.185546615,0.354385103,0.196758208,0.270744752,0.105806638,0.158621304,0.064889981,0.054269063,0.047622785,0.336081854,0.586207165,0.511169572,,
p24_uppercut_right_main_027,0.210999828,0.352202394,0.217407108,0.256485078,0.17088757,0.227866993,0.049885262,0.047763469,0.047619411,0.413243669,0.678406898,0.598857929,,
p24_uppercut_right_main_028,0.239877112,0.348035682,0.220269372,0.246233845,0.098356826,0.186540236,0.050487178,0.048425632,0.047622057,0.385545481,0.59947964,0.535299392,,
p24_uppercut_right_main_029,0.224546981,0.35619924,0.239440631,0.281717581,0.109685846,0.188353121,0.049352998,0.047786054,0.047625289,0.370202326,0.685527469,0.590929926,,
p24_uppercut_right_main_030,0.233411787,0.370796318,0.222476465,0.267907118,0.110011181,0.176013529,0.050834755,0.047757023,0.047634968,0.340471734,0.684082601,0.580999341,,
p24_uppercut_right_post_001,0.219741772,0.372831106,0.214992555,0.283111976,0.14839062,0.215608681,0.049537941,0.047764869,0.047622497,0.3986983,0.70155128,0.610695386,,
