hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p19_hook_left_main_001,0.345147258,0.470668129,0.327774918,0.308083453,0.196022301,0.178698504,0.074722294,0.069916368,0.047654326,0.526651339,0.786939143,0.708852802,0.644341932,-0.006847487
p19_hook_left_main_002,0.374651169,0.460595579,0.369576044,0.313421193,0.22763316,0.233438301,0.073729425,0.078309117,0.047774987,0.561192073,0.887127868,0.789347129,0.687084452,
p19_hook_left_main_003,0.346281479,0.438389487,0.356550303,0.245441301,0.190717161,0.199373386,0.069968333,0.0672663,0.04763474,0.48623158,0.799983256,0.705857753,0.693931939,
p19_hook_left_main_004,0.360308169,0.394294272,0.349710984,0.204778126,0.148634382,0.180466055,0.067817853,0.063464611,0.047620571,0.420037488,0.751791717,0.652265448,,
p19_hook_left_main_005,0.374702407,0.408636376,0.357397217,0.241046658,0.164861726,0.220507415,0.067732987,0.064942278,0.047627601,0.455807607,0.829234625,0.71720652,,
p19_hook_left_main_006,0.364721776,0.421125998,0.34738054,0.233362432,0.15964097,0.211242646,0.066935569,0.064038631,0.047622863,0.433375273,0.822129345,0.705503123,,
p19_hook_left_main_007,0.356958026,0.414369092,0.355572142,0.237083883,0.165974773,0.216247014,0.066771354,0.064292336,0.047661872,0.42070137,0.852221236,0.722765277,,
p19_hook_left_main_008,0.256510882,0.301811163,0.262150219,0.142369811,0.086412109,0.125537753,0.070734385,0.063553039,0.047619425,0.462499444,0.33183359,0.371033346,,
p19_hook_left_main_009,0.352820726,0.393581984,0.347327073,0.199508971,0.148268612,0.214220035,0.066456466,0.064842126,0.047620563,0.43502544,0.761709001,0.663703933,,
p19_hook_left_main_010,0.352482449,0.417440977,0.359354192,0.237906126,0.162419109,0.224718166,0.067153371,0.064733643,0.047628614,0.437511765,0.841913494,0.720592975,,
p19_hook_left_main_011,0.335659383,0.416130306,0.330550282,0.210628928,0.140572908,0.18531437,0.066073286,0.064366675,0.047620211,0.405870879,0.747546525,0.645043831,,
p19_hook_left_main_012,0.367331268,0.473855133,0.318510002,0.297058825,0.174297964,0.162711976,0.072540175,0.071186127,0.047656955,0.507360582,0.763822226,0.686883733,,
p19_hook_left_main_013,0.316160218,0.379307337,0.318828062,0.184356589,0.129907429,0.164463845,0.066645056,0.064458842,0.047619938,0.391869997,0.662490651,0.581304455,,
p19_hook_left_main_014,0.32881676,0.421930212,0.351064618,0.208892248,0.149552694,0.175692028,0.068429231,0.064785877,0.047620481,0.39095994,0.779251156,0.662763791,,
p19_hook_left_main_015,0.323731247,0.402340702,0.328480749,0.200775211,0.142151067,0.160265223,0.066769182,0.064309991,0.047620449,0.4037965,0.707222586,0.61619476,,
p19_hook_left_main_016,0.348803395,0.448456184,0.27256369,0.258309641,0.155075314,0.143424087,0.071883921,0.067915102,0.047634434,0.464754811,0.666985413,0.606316232,,
p19_hook_left_main_017,0.288554802,0.362224292,0.300718001,0.155152585,0.11533096,0.133176657,0.06576842,0.063759891,0.047619618,0.388106535,0.551580396,0.502538237,,
p19_hook_left_main_018,0.321579658,0.400692411,0.335098171,0.190002359,0.133014999,0.183970328,0.067342786,0.063956266,0.047619967,0.413660722,0.70038338,0.614366583,,
p19_hook_left_main_019,0.344579926,0.408631374,0.357434145,0.203046665,0.157990629,0.184003986,0.066786337,0.065255824,0.047620998,0.398903226,0.790162381,0.672784634,,
p19_hook_left_main_020,0.339332419,0.453057032,0.309325029,0.235684868,0.149373229,0.10380844,0.072987429,0.070093689,0.047637244,0.425303764,0.672165268,0.598106816,,
