jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p02_jap_main_001,0.188695152,0.332498308,0.268046725,0.256080648,0.27128709,0.254421813,0.048059162,0.047807809,0.047620334,0.371801693,0.877153409,0.725547894
p02_jap_main_002,0.18722241,0.333008186,0.269247613,0.261220435,0.289929341,0.251466394,0.048229192,0.047711672,0.047620362,0.408053205,0.863420492,0.726810306
p02_jap_main_003,0.189159341,0.332061941,0.268865261,0.25142961,0.314148906,0.251319637,0.048261445,0.047752768,0.047619729,0.422586162,0.862968372,0.730853709
p02_jap_main_004,0.175503832,0.324531051,0.24787034,0.233900825,0.294452733,0.192498487,0.048203848,0.047690147,0.047619208,0.390247313,0.774166151,0.6589905
p02_jap_main_005,0.189292218,0.332513312,0.263921628,0.254818242,0.304940109,0.268554191,0.048203558,0.047711898,0.0476201,0.448689285,0.845394347,0.726382828
p02_jap_main_006,0.188556397,0.329393614,0.257553588,0.257222505,0.294853663,0.278055339,0.048052557,0.047855644,0.047620471,0.448673948,0.840141083,0.722700942
p02_jap_main_007,0.192691805,0.336076759,0.270642441,0.252666015,0.299916535,0.278745642,0.048154203,0.047826662,0.047629214,0.415001979,0.888996448,0.746798107
p02_jap_main_008,0.186490029,0.336770201,0.265230344,0.250218728,0.276650358,0.214070223,0.048204663,0.047752711,0.047635573,0.328899129,0.876907042,0.712504668
p02_jap_main_009,0.186388627,0.319351809,0.287008048,0.277395527,0.277384257,0.241228472,0.048055016,0.047746486,0.047620141,0.444650294,0.833454253,0.716813065
p02_jap_main_010,0.185189358,0.314636146,0.282338128,0.262045711,0.286136953,0.28207566,0.048017969,0.047711361,0.047619629,0.503054929,0.802872541,0.712927257
p02_jap_main_011,0.17053132,0.294228287,0.243674113,0.250220294,0.261881435,0.267534057,0.047918009,0.047707547,0.047619234,0.490864748,0.71234497,0.645900903
p02_jap_main_012,0.183797154,0.309090068,0.270695432,0.285151018,0.272933577,0.213679649,0.047926792,0.047753686,0.047619699,0.427067526,0.806998172,0.693018978
p02_jap_main_013,0.181836505,0.31437601,0.267211776,0.265429565,0.279368851,0.214173704,0.047901983,0.047763264,0.047619449,0.415287911,0.805556853,0.68847617
p02_jap_main_014,0.186113376,0.313631195,0.25977103,0.2507462,0.291957527,0.270097046,0.047975835,0.047757987,0.047620724,0.471590465,0.795127965,0.698066715
p02_jap_main_015,0.177181163,0.302709909,0.243908592,0.247787857,0.282466137,0.263890572,0.04790694,0.047729108,0.047619358,0.482395846,0.742760907,0.664651389
p02_jap_main_016,0.183952547,0.317949811,0.265580993,0.267151581,0.283714076,0.263519894,0.048085402,0.047716826,0.04762005,0.474588193,0.800469145,0.702704859
p02_jap_main_017,0.178949865,0.310124915,0.24116391,0.247741161,0.267987136,0.253554991,0.047977885,0.047729713,0.047620641,0.442534525,0.758070043,0.663409387
p02_jap_main_018,0.174251539,0.311163913,0.248700568,0.255232746,0.290272674,0.204290964,0.047954265,0.047789126,0.047619223,0.420697662,0.767425894,0.663407425
p02_jap_main_019,0.182986378,0.315331145,0.249126532,0.254630806,0.290823058,0.259082185,0.047965118,0.047751441,0.047621756,0.452472052,0.794872868,0.692152623
