uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p18_uppercut_right_main_001,0.291207645,0.406191111,0.236764683,0.21378343,0.203543664,0.184244962,0.049585882,0.047825799,0.04764183,0.433228227,0.701636867,0.621114275,0.539810399,
p18_uppercut_right_main_002,0.311666832,0.471530121,0.239472537,0.204946247,0.25589231,0.235355578,0.048885089,0.047660842,0.047635564,0.467589498,0.801092104,0.701041322,0.60892777,0.051883327
p18_uppercut_right_main_003,0.328490067,0.424220075,0.234118527,0.191209732,0.245120931,0.209612271,0.049331621,0.047678735,0.047620557,0.458314819,0.748459218,0.661415898,0.557044443,
p18_uppercut_right_main_004,0.252722247,0.354582627,0.183898085,0.162636572,0.153614761,0.151002156,0.048153121,0.047693523,0.047619218,0.398813307,0.509232119,0.476106476,,
p18_uppercut_right_main_005,0.308353023,0.48398066,0.226244638,0.203113892,0.234875956,0.196866865,0.050102562,0.047674262,0.048006976,0.449767756,0.753896303,0.662657739,,
p18_uppercut_right_main_006,0.231769939,0.332746224,0.147797913,0.071167491,0.151062733,0.148332285,0.049474669,0.047678986,0.047619236,0.411898891,0.341077337,0.362323803,,
p18_uppercut_right_main_007,0.153611872,0.294762099,0.07420772,0.018140656,0.144019841,0.085629702,0.05023927,0.047777932,0.047619048,0.462191042,0.02127865,0.153552368,,
p18_uppercut_right_main_008,0.321626242,0.452490833,0.265112868,0.205817911,0.236303511,0.210681482,0.048982678,0.047671801,0.048151699,0.450344968,0.802138046,0.696600123,,
p18_uppercut_right_main_009,0.334230159,0.428588199,0.235623629,0.20203191,0.246023382,0.237359236,0.04879539,0.047767309,0.047657832,0.413284461,0.837519275,0.710248831,,
p18_uppercut_right_main_010,0.299063147,0.474615544,0.231547457,0.200484682,0.240838403,0.183324916,0.048485571,0.047674042,0.04764061,0.47469707,0.718138105,0.645105794,,
p18_uppercut_right_main_011,0.286587546,0.363010094,0.181587594,0.188099703,0.193845048,0.187463893,0.048078225,0.047669192,0.047620851,0.383397249,0.639675031,0.562791696,,
p18_uppercut_right_main_012,0.184622934,0.271468603,0.098442667,0.035183148,0.136807513,0.107113812,0.049376579,0.047700356,0.04761908,0.407442499,0.138329452,0.219063366,,
p18_uppercut_right_main_013,0.313810827,0.450213522,0.248123492,0.201865028,0.273666698,0.205633108,0.049536126,0.047712286,0.047804542,0.439548809,0.818553498,0.704852091,,
p18_uppercut_right_main_014,0.141553675,0.286015679,0.075015654,0.037093379,0.104549793,0.082221027,0.048069043,0.047661114,0.047619048,0.428891608,0.02384455,0.145358667,,
p18_uppercut_right_main_015,0.283770679,0.433901133,0.206940048,0.190276338,0.228730662,0.172552609,0.048500424,0.047669853,0.047628332,0.453634561,0.648394007,0.589966173,,
p18_uppercut_right_main_016,0.325623306,0.413763328,0.21505734,0.144001265,0.241886881,0.172034015,0.048315459,0.047663177,0.047625206,0.462213305,0.636718585,0.584367001,,
p18_uppercut_right_main_017,0.287652254,0.398683059,0.247148348,0.198945056,0.232548417,0.203519854,0.048398227,0.047648596,0.047623245,0.423392587,0.748244983,0.650789264,,
p18_uppercut_right_main_018,0.269641741,0.419251694,0.204679509,0.199337789,0.173909414,0.176103863,0.051429418,0.047916524,0.047627303,0.410106526,0.63063852,0.564478922,,
p18_uppercut_right_main_019,0.135274569,0.288402012,0.071470635,0.015525646,0.144717309,0.087161558,0.049985676,0.047760661,0.047619048,0.459452439,0.008681258,0.143912612,,
p18_uppercut_right_main_020,0.321437487,0.485633988,0.241508696,0.204172537,0.25398979,0.205075671,0.049125207,0.047688428,0.048763123,0.446931513,0.808248332,0.699853286,,
p18_uppercut_right_main_021,0.290235036,0.444172606,0.215438208,0.190073924,0.246601885,0.187929327,0.049054915,0.047687569,0.047675569,0.431303858,0.730411676,0.640679331,,
p18_uppercut_right_main_022,0.324126566,0.482446598,0.23062204,0.189667135,0.257715115,0.213591718,0.04919445,0.047736128,0.047755443,0.449630764,0.792193108,0.689424405,,
p18_uppercut_right_main_023,0.307116955,0.435919081,0.192405839,0.110250098,0.236297859,0.188330477,0.048666919,0.047728843,0.047620479,0.494790897,0.557751609,0.538863396,,
p18_uppercut_right_main_024,0.301957256,0.466173542,0.243305803,0.200224962,0.260101374,0.248316354,0.049862056,0.047689606,0.047833761,0.433681151,0.846046885,0.722337165,,
p18_uppercut_right_main_025,0.136613325,0.219288953,0.074194364,0.03126075,0.101360567,0.080381271,0.050640185,0.047662325,0.047619048,0.379391432,0.022729867,0.129728337,,
p18_uppercut_right_main_026,0.201891593,0.278540618,0.100886067,0.035675519,0.1557076,0.113161849,0.051370151,0.047801473,0.047619097,0.389548293,0.195147903,0.25346802,,
p18_uppercut_right_main_027,0.318739336,0.432412897,0.209339767,0.194972806,0.215553325,0.232115672,0.049261775,0.047713346,0.047629206,0.374512599,0.800592302,0.672768391,,
p18_uppercut_right_main_028,0.331424644,0.47913347,0.269143882,0.200881067,0.283526793,0.223024075,0.048953691,0.047718336,0.04868081,0.457456349,0.869412302,0.745825516,,
p18_uppercut_right_main_029,0.317352627,0.484463802,0.2713265,0.205442732,0.275042448,0.211473275,0.049526803,0.047733202,0.04848614,0.470518137,0.838063326,0.727799769,,
p18_uppercut_right_main_030,0.280120863,0.400490072,0.182645342,0.12627432,0.225400282,0.153373828,0.048000468,0.047674303,0.047620921,0.425929664,0.557198609,0.517817925,,
p18_uppercut_right_post_001,0.269429847,0.370080464,0.190076079,0.186103571,0.185907976,0.19851161,0.04796363,0.047672893,0.047620946,0.386794292,0.643373983,0.566400076,,
p18_uppercut_right_post_002,0.29609539,0.461242831,0.239967895,0.204792708,0.242614361,0.197263072,0.048146992,0.047664012,0.047735043,0.422518085,0.790863961,0.680360198,,
