uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p22_uppercut_left_main_001,0.304499,0.465053858,0.31036821,0.261232448,0.28989191,0.301810515,0.049592515,0.051721731,0.048114884,0.585757141,0.89809966,0.804396904,0.790497982,-0.060329609
p22_uppercut_left_main_002,0.293096505,0.466054809,0.305629699,0.285795684,0.32038875,0.294653268,0.049891464,0.050100074,0.047976027,0.62961853,0.894621531,0.815120631,0.722284351,
p22_uppercut_left_main_003,0.298144463,0.47033511,0.264852391,0.258260691,0.285704006,0.301283677,0.049616556,0.052522289,0.048254971,0.548480134,0.882628351,0.782383886,0.78261396,
p22_uppercut_left_main_004,0.261702574,0.477781819,0.330966189,0.292636091,0.295857647,0.283578672,0.04979322,0.050332889,0.048064439,0.601192981,0.908361798,0.816211153,,
p22_uppercut_left_main_005,0.262131611,0.468722743,0.274363118,0.254382071,0.285161966,0.300645003,0.049878278,0.052614772,0.048232938,0.561247202,0.855228541,0.767034139,,
p22_uppercut_left_main_006,0.244570424,0.468536525,0.323486925,0.28116442,0.303409441,0.282695935,0.049637492,0.050908802,0.047909034,0.569258939,0.911654858,0.808936082,,
p22_uppercut_left_main_007,0.241140305,0.492571239,0.298310907,0.281962033,0.306072697,0.270459702,0.050187362,0.050890099,0.048264496,0.562093064,0.896437931,0.79613447,,
p22_uppercut_left_main_008,0.275288824,0.469331102,0.297169066,0.25240454,0.292272226,0.325629319,0.049317517,0.050756354,0.048741652,0.580949331,0.893646469,0.799837328,,
p22_uppercut_left_main_009,0.269209833,0.477243079,0.310310032,0.285179319,0.319423409,0.305593498,0.049503549,0.0503116,0.047924741,0.586450415,0.942206489,0.835479667,,
p22_uppercut_left_main_010,0.265540466,0.49793084,0.31137385,0.287390969,0.318419068,0.307355494,0.049983036,0.05056746,0.048474055,0.593339523,0.945965437,0.840177663,,
p22_uppercut_left_main_011,0.262180266,0.475320133,0.340679289,0.294657713,0.320975173,0.296064699,0.049953008,0.050914367,0.048395352,0.615139285,0.938502128,0.841493275,,
