hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p18_hook_right_main_001,0.343690956,0.460196844,0.316688316,0.278960134,0.263468095,0.210388213,0.052532322,0.048576826,0.047726638,0.565647092,0.842602866,0.759516134,0.637516907,-0.06179122
p18_hook_right_main_002,0.222312327,0.312032415,0.140057226,0.080214419,0.197127679,0.106432774,0.052620448,0.048332728,0.047619054,0.501964631,0.227086817,0.309550161,0.567572227,
p18_hook_right_main_003,0.326260775,0.446666718,0.260941808,0.239548149,0.290887675,0.21734677,0.05324398,0.05033155,0.047819149,0.499799675,0.832975994,0.733023098,0.629363447,
p18_hook_right_main_004,0.282795887,0.398239509,0.219765569,0.161801647,0.243975919,0.138939151,0.054089344,0.049433081,0.047620922,0.557562945,0.486294053,0.507674721,,
p18_hook_right_main_005,0.371828981,0.456896081,0.28495113,0.250741943,0.325493724,0.228591973,0.05605634,0.057173335,0.048404976,0.556623594,0.872380559,0.777653469,,
p18_hook_right_main_006,0.364683429,0.458854892,0.299313746,0.252002545,0.328525807,0.249436428,0.053728197,0.052966046,0.048199829,0.578026115,0.89499801,0.799906442,,
p18_hook_right_main_007,0.364530534,0.480537806,0.301147106,0.276982645,0.308288446,0.219333962,0.053967316,0.053011321,0.049355478,0.600512165,0.859838396,0.782040527,,
p18_hook_right_main_008,0.346252268,0.477148081,0.262463552,0.243632749,0.318805231,0.226006509,0.053008644,0.05118216,0.048066713,0.536024504,0.86265132,0.764663275,,
p18_hook_right_main_009,0.347431046,0.45181519,0.294317428,0.254439052,0.257883233,0.158042553,0.052054149,0.05005929,0.048077007,0.555577451,0.751363163,0.692627449,,
p18_hook_right_main_010,0.162869405,0.266932682,0.091703795,0.048918475,0.181086712,0.080759307,0.053416204,0.048014069,0.047619052,0.534220933,0.016991121,0.172160065,,
p18_hook_right_main_011,0.333167858,0.449287473,0.254686999,0.229068984,0.322043238,0.267451263,0.056324679,0.052903744,0.048598594,0.491227568,0.899886448,0.777288784,,
p18_hook_right_main_012,0.227185426,0.363167543,0.154244134,0.113953307,0.196469994,0.108869141,0.053316095,0.048483315,0.047619161,0.482994403,0.326221409,0.373253307,,
p18_hook_right_main_013,0.335974599,0.443012527,0.293693446,0.23818498,0.281224344,0.257892739,0.052248371,0.051310094,0.048130883,0.509345687,0.885382994,0.772571802,,
p18_hook_right_main_014,0.302689175,0.43705854,0.229095379,0.187781458,0.238871219,0.153407039,0.053756984,0.05021504,0.047648272,0.52071628,0.598981869,0.575502192,,
p18_hook_right_main_015,0.329523363,0.43597999,0.260539713,0.214277406,0.28415579,0.218860942,0.053096161,0.053237705,0.04833694,0.494402012,0.801582357,0.709428254,,
p18_hook_right_main_016,0.350450126,0.468181947,0.286815814,0.23861714,0.25670483,0.176515045,0.052131589,0.050505316,0.04821196,0.541930077,0.767462208,0.699802569,,
p18_hook_right_main_017,0.308948137,0.429387682,0.246589984,0.181327193,0.261433377,0.204396752,0.056841443,0.052521389,0.047673055,0.540875409,0.655596055,0.621179861,,
p18_hook_right_main_018,0.348183925,0.470562547,0.274680233,0.243339896,0.310457081,0.251722772,0.056987746,0.057435911,0.049275318,0.526945006,0.885155144,0.777692103,,
p18_hook_right_main_019,0.307754468,0.456660547,0.279553858,0.21211602,0.336414652,0.270900181,0.06167796,0.057690885,0.048072112,0.510423884,0.890100976,0.776197849,,
p18_hook_right_main_020,0.136233662,0.286508904,0.075828083,0.060254057,0.168858892,0.090492322,0.055261321,0.048114979,0.047619049,0.532248896,0.006409697,0.164161457,,
p18_hook_right_main_021,0.326028194,0.463247936,0.288163443,0.219273184,0.29165738,0.211793235,0.052231675,0.052814463,0.047762837,0.541960602,0.801338352,0.723525027,,
p18_hook_right_main_022,0.333035561,0.478778289,0.255186975,0.240394885,0.271951066,0.17734379,0.053051935,0.051533169,0.048149993,0.515180566,0.774076616,0.696407801,,
p18_hook_right_main_023,0.325338024,0.466796362,0.268431828,0.240039774,0.276548023,0.22155789,0.054046827,0.0521054,0.047915712,0.495053093,0.840460805,0.736838491,,
p18_hook_right_main_024,0.345020144,0.4913662,0.280483212,0.236231638,0.29843873,0.253906442,0.053922152,0.052138829,0.048457789,0.523253447,0.895003539,0.783478511,,
p18_hook_right_main_025,0.340765802,0.482820403,0.263063359,0.253462954,0.262965211,0.155263059,0.052617446,0.051437901,0.048055027,0.504392921,0.781913659,0.698657438,,
p18_hook_right_main_026,0.343511384,0.443394109,0.275577932,0.239904259,0.220700422,0.188532408,0.052110295,0.05019519,0.047736767,0.476276118,0.780606625,0.689307473,,
p18_hook_right_main_027,0.138835747,0.282904032,0.084073734,0.056181318,0.130993791,0.076116833,0.051157829,0.047790029,0.047619048,0.48785888,0.006546137,0.15093996,,
p18_hook_right_main_028,0.31412318,0.447190981,0.263902578,0.206658889,0.26012236,0.168087631,0.05243097,0.049864405,0.047748674,0.49697238,0.723677823,0.65566619,,
p18_hook_right_main_029,0.316418269,0.469740866,0.268271742,0.232059771,0.269995911,0.143294098,0.053112616,0.054679553,0.047788134,0.498308845,0.74714905,0.672496988,,
p18_hook_right_main_030,0.349929858,0.457553885,0.27130436,0.237005889,0.322090059,0.237225983,0.054983322,0.057491765,0.049962146,0.510618542,0.884443235,0.772295827,,
p18_hook_right_post_001,0.332762336,0.455014316,0.296303478,0.226691988,0.281232548,0.201282166,0.054515542,0.053306139,0.048320112,0.530821021,0.801963591,0.72062082,,
p18_hook_right_post_002,0.191757252,0.315878486,0.131969357,0.060467356,0.190774909,0.090588125,0.052028158,0.047926834,0.047619058,0.524310499,0.145362396,0.259046827,,
p18_hook_right_post_003,0.340720577,0.474658389,0.288217757,0.233445281,0.322356639,0.246267677,0.054269653,0.055941546,0.049450434,0.532919009,0.891820784,0.784150252,,
p18_hook_right_post_004,0.324723064,0.423367928,0.219713635,0.173460178,0.311674415,0.241871195,0.055053783,0.053376291,0.049303533,0.494414394,0.758267793,0.679111774,,
p18_hook_right_post_005,0.124095408,0.289679969,0.07918759,0.046272472,0.166770641,0.053725287,0.052758451,0.04791685,0.047619048,0.476181051,0.011395041,0.150830844,,
p18_hook_right_post_006,0.31885254,0.445314909,0.256303723,0.222116781,0.199597899,0.159040632,0.051535294,0.048522317,0.047640604,0.454905632,0.712156624,0.634981327,,
p18_hook_right_post_007,0.334868013,0.480661627,0.270520763,0.241545821,0.28890803,0.195102796,0.051902213,0.05179596,0.048948265,0.53398647,0.808744065,0.726316786,,
p18_hook_right_post_008,0.365105877,0.488889135,0.271412559,0.219800208,0.31372384,0.249488081,0.056346081,0.056531046,0.048139506,0.511802236,0.894640517,0.779789033,,
