hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p05_hook_right_main_001,0.235227052,0.479775596,0.270975887,0.308678937,0.254159798,0.214380111,0.056457832,0.050172685,0.047892772,0.592494621,0.747099045,0.700717718,0.663417371,-0.018395729
p05_hook_right_main_002,0.221426929,0.481306517,0.301920465,0.315890687,0.229276733,0.212742571,0.056303023,0.049324626,0.047981645,0.589517266,0.75362291,0.704391217,0.625114799,
p05_hook_right_main_003,0.229715925,0.479446785,0.266573419,0.306729842,0.268963436,0.288408838,0.055765429,0.050573793,0.048513113,0.594892633,0.819702366,0.752259446,0.643510527,
p05_hook_right_main_004,0.173263907,0.354929109,0.216110924,0.25496713,0.117202608,0.233799515,0.059891421,0.048202318,0.047619968,0.39010988,0.619622069,0.550768413,,
p05_hook_right_main_005,0.23096561,0.484655378,0.294911894,0.303112694,0.230080861,0.290961112,0.055551891,0.051857519,0.048828924,0.582832907,0.819044397,0.74818095,,
p05_hook_right_main_006,0.187443125,0.370010652,0.223272128,0.259007274,0.120389408,0.239097898,0.058950255,0.048015813,0.047620888,0.393563636,0.64984378,0.572959737,,
p05_hook_right_main_007,0.219801776,0.476185889,0.295893289,0.299805046,0.232392891,0.290958464,0.056190013,0.050911165,0.048388452,0.571748074,0.821239575,0.746392125,,
p05_hook_right_main_008,0.192389384,0.400238415,0.208215899,0.248246889,0.170553753,0.123867718,0.078236521,0.050393083,0.047619737,0.288593677,0.666087632,0.552839445,,
p05_hook_right_main_009,0.250607586,0.479644817,0.287022102,0.309972269,0.223156607,0.219385291,0.055729546,0.049039694,0.047673421,0.571456522,0.765555555,0.707325845,,
p05_hook_right_main_010,0.198784285,0.373978263,0.207053043,0.259488351,0.109034089,0.179146274,0.057963973,0.047898783,0.047620038,0.378048603,0.597937812,0.531971049,,
p05_hook_right_main_011,0.234833189,0.484721324,0.308188685,0.291436458,0.256984775,0.20176774,0.05622184,0.049717688,0.047839371,0.58737207,0.762100998,0.70968232,,
p05_hook_right_main_012,0.231416474,0.511994451,0.272187674,0.265795866,0.264085936,0.19415753,0.063630596,0.062753007,0.048138435,0.497690492,0.779869711,0.695215946,,
p05_hook_right_main_013,0.241117741,0.483582391,0.301817998,0.31430371,0.261623998,0.199189687,0.056137735,0.051513096,0.047878347,0.609683954,0.760912692,0.71554407,,
p05_hook_right_main_014,0.228553135,0.483881456,0.273296312,0.306112859,0.247873513,0.198412558,0.055125472,0.049363043,0.047962223,0.597382727,0.722073442,0.684666228,,
p05_hook_right_main_015,0.184616868,0.378435448,0.222733146,0.256296531,0.114775984,0.177436648,0.058639358,0.048026268,0.047620615,0.380037421,0.605750684,0.538036705,,
p05_hook_right_main_016,0.246334837,0.475033183,0.306268277,0.301056095,0.262280233,0.196933438,0.056000484,0.050294775,0.047732683,0.622898191,0.735356973,0.701619338,,
p05_hook_right_main_017,0.183954637,0.353797656,0.200371208,0.247230882,0.108047167,0.159934503,0.058535479,0.047899805,0.047619733,0.367056652,0.546405522,0.492600861,,
p05_hook_right_main_018,0.245878168,0.48365054,0.318593021,0.31585359,0.242707899,0.183709676,0.054342966,0.049603256,0.04796782,0.615962837,0.745218837,0.706442037,,
p05_hook_right_main_019,0.234298469,0.479390551,0.315817755,0.3181913,0.238762078,0.215345428,0.058207904,0.049034122,0.04771976,0.616183726,0.754723249,0.713161392,,
p05_hook_right_main_020,0.257434741,0.487614246,0.309493395,0.314465113,0.231017431,0.227964805,0.058671581,0.048771238,0.048974896,0.626607952,0.754889518,0.716405048,,
p05_hook_right_main_021,0.24121556,0.483586008,0.310372828,0.307718811,0.225800979,0.215232685,0.056832501,0.048675718,0.048111481,0.625311222,0.729498569,0.698242365,,
p05_hook_right_main_022,0.252593661,0.48717896,0.282707257,0.321879553,0.233095479,0.216293283,0.056773652,0.048109805,0.047894649,0.618753274,0.740108751,0.703702108,,
p05_hook_right_main_023,0.245182819,0.486049446,0.298338885,0.318290773,0.270920566,0.192959401,0.056244472,0.05056875,0.047894739,0.618249074,0.760194243,0.717610692,,
p05_hook_right_main_024,0.246181737,0.493571716,0.292784642,0.312570361,0.264608985,0.190173935,0.055935625,0.050365029,0.048111468,0.622584658,0.741622311,0.705911015,,
p05_hook_right_main_025,0.191864391,0.357368468,0.191373988,0.251778401,0.113057139,0.16506238,0.057994706,0.047922674,0.047619586,0.377397112,0.545844711,0.495310431,,
