hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p15_hook_right_main_001,0.33018444,0.430538498,0.236910624,0.225938829,0.17346555,0.217085176,0.052307746,0.051365583,0.047624704,0.577071564,0.593604225,0.588644426,0.712084449,-0.1021873
p15_hook_right_main_002,0.223517159,0.31381687,0.169413667,0.143057312,0.142572963,0.187600041,0.049343936,0.047809632,0.04761941,0.567496745,0.275271535,0.362939098,0.635779447,
p15_hook_right_main_003,0.354627734,0.443936516,0.238235089,0.287686724,0.27779706,0.20642676,0.050405631,0.05096369,0.048328371,0.585759324,0.768677346,0.713801939,0.737966746,
p15_hook_right_main_004,0.354367935,0.447107551,0.232721738,0.304303242,0.274466355,0.228900897,0.05159648,0.051309698,0.049406525,0.525426889,0.853846969,0.755320945,,
p15_hook_right_main_005,0.349337097,0.43738763,0.22540612,0.291025106,0.267800248,0.208690384,0.050840639,0.049576397,0.04783826,0.547775289,0.783779154,0.712977994,,
p15_hook_right_main_006,0.347642837,0.443100205,0.229124278,0.304798871,0.282388715,0.236480662,0.050690513,0.050801349,0.048491751,0.530685056,0.858036282,0.759830914,,
p15_hook_right_main_007,0.360885371,0.442112181,0.258466157,0.294813708,0.276878148,0.22501126,0.050328506,0.051483313,0.048434175,0.561095912,0.836508743,0.753884894,,
p15_hook_right_main_008,0.313597523,0.37767346,0.163803806,0.282591275,0.24652988,0.17143364,0.052324163,0.051808478,0.047683246,0.577872835,0.574390689,0.575435333,,
p15_hook_right_main_009,0.37761695,0.453083477,0.263596693,0.297993797,0.288310471,0.252557235,0.051071812,0.052049859,0.048971858,0.55990853,0.893700259,0.79356274,,
p15_hook_right_main_010,0.270144593,0.385771329,0.147596249,0.190338014,0.171567788,0.14753666,0.051170125,0.047984477,0.047621283,0.57285269,0.363689992,0.426438801,,
p15_hook_right_main_011,0.365334976,0.435650185,0.245644419,0.298251508,0.268092041,0.208889529,0.050284205,0.049518035,0.047852413,0.580942251,0.786813201,0.725051916,,
p15_hook_right_main_012,0.347003185,0.427792556,0.256348597,0.300134373,0.262411059,0.208576393,0.050405244,0.05007176,0.047802321,0.566508365,0.793196631,0.725190151,,
p15_hook_right_main_013,0.360158663,0.435795632,0.26332227,0.297957689,0.274893127,0.210054676,0.050656589,0.050461413,0.047895706,0.578067613,0.809743722,0.740240889,,
p15_hook_right_main_014,0.348978052,0.449523683,0.216936743,0.30955596,0.250298344,0.217663461,0.051149069,0.051879373,0.047790356,0.523259929,0.810690553,0.724461366,,
p15_hook_right_main_015,0.374820569,0.422569945,0.262970742,0.295247109,0.268706285,0.231462786,0.049781991,0.05064112,0.047940633,0.562067883,0.83829855,0.75542935,,
p15_hook_right_main_016,0.366498504,0.434724487,0.257685818,0.300000573,0.276271139,0.22379239,0.050818669,0.050811923,0.047914616,0.583730904,0.817317209,0.747241318,,
p15_hook_right_main_017,0.367444596,0.4412113,0.268407606,0.307848099,0.285025575,0.228130616,0.050013088,0.052015462,0.048425499,0.583876822,0.850246216,0.770335398,,
p15_hook_right_main_018,0.370888492,0.441269698,0.278487681,0.307578992,0.296898976,0.240355861,0.050652508,0.05357228,0.048529461,0.59137755,0.874520566,0.789577661,,
p15_hook_right_main_019,0.367451656,0.430493018,0.272548003,0.29886956,0.281888615,0.234265664,0.049777568,0.051752683,0.048409766,0.555285585,0.869816899,0.775457505,,
p15_hook_right_main_020,0.35287124,0.430451598,0.253653587,0.30314968,0.271763246,0.214475413,0.05025358,0.050222893,0.047985567,0.558979105,0.819407178,0.741278756,,
p15_hook_right_main_021,0.361848808,0.433754478,0.213254418,0.300173295,0.258431602,0.214586281,0.049816824,0.050198494,0.047919377,0.527885072,0.801751939,0.719591879,,
p15_hook_right_main_022,0.356354075,0.445927537,0.253937498,0.304314243,0.273688787,0.228039039,0.050632206,0.052028436,0.048027523,0.553639532,0.847549362,0.759376413,,
p15_hook_right_main_023,0.363926641,0.413198328,0.241055189,0.298537475,0.268011875,0.226237452,0.050072292,0.050538051,0.048216933,0.519239857,0.845226894,0.747430783,,
p15_hook_right_main_024,0.342540988,0.413127431,0.228662131,0.300523583,0.25958544,0.213133579,0.050329716,0.05065594,0.047815554,0.523120487,0.800634033,0.717379969,,
p15_hook_right_main_025,0.360534418,0.427607061,0.187311595,0.305580352,0.201305046,0.222216893,0.051466734,0.05238913,0.047695494,0.478529291,0.776994291,0.687454791,,
p15_hook_right_main_026,0.38553209,0.427043103,0.263724726,0.310121371,0.312944716,0.238846992,0.050213699,0.052786982,0.049391593,0.603384969,0.866829744,0.787796311,,
p15_hook_right_main_027,0.383807849,0.422941955,0.281550869,0.299906316,0.286469802,0.254229648,0.049741673,0.052563388,0.048878261,0.562098986,0.899063066,0.797973842,,
p15_hook_right_main_028,0.376892095,0.428667318,0.272147169,0.300441315,0.265980271,0.242618842,0.050169212,0.05212421,0.048776934,0.536168872,0.885750021,0.780875676,,
p15_hook_right_main_029,0.365988784,0.404238128,0.269094478,0.294238061,0.264577406,0.22203322,0.050161933,0.051177198,0.048077514,0.538639602,0.838449466,0.748506507,,
p15_hook_right_main_030,0.362011107,0.450012089,0.207985546,0.301875993,0.226166778,0.161630827,0.051956297,0.05369986,0.047789654,0.483588112,0.762813537,0.67904591,,
p15_hook_right_post_001,0.360552127,0.447697836,0.262725969,0.323664479,0.268772132,0.236650037,0.052084723,0.056207195,0.048373661,0.557443236,0.871897363,0.777561125,,
p15_hook_right_post_002,0.345616533,0.412384248,0.297402313,0.246681477,0.263208951,0.262052225,0.05004535,0.049475808,0.048213899,0.574975301,0.804558633,0.735683633,,
p15_hook_right_post_003,0.371355524,0.418605405,0.269631133,0.296908704,0.281522428,0.228514011,0.04980963,0.050378493,0.0486114,0.549324689,0.863561212,0.769290255,,
p15_hook_right_post_004,0.334935359,0.417506025,0.182720419,0.309031175,0.178132504,0.184466677,0.051065586,0.050656584,0.047797085,0.459788069,0.709336865,0.634472226,,
p15_hook_right_post_005,0.168145311,0.233863633,0.122915776,0.12901171,0.119822694,0.100925534,0.049698722,0.047685316,0.047619064,0.580333156,0.030193194,0.195235182,,
p15_hook_right_post_006,0.377278824,0.441640053,0.244470095,0.301664121,0.261041775,0.232141815,0.051476843,0.053437892,0.04911032,0.485172773,0.897582898,0.773859861,,
p15_hook_right_post_007,0.357343893,0.426502689,0.252169308,0.306467075,0.259814063,0.21608763,0.050419489,0.050177279,0.048193881,0.515846734,0.852575942,0.75155718,,
p15_hook_right_post_008,0.130223152,0.274269111,0.11501776,0.126409007,0.103605478,0.10524328,0.051623027,0.048065416,0.04761909,0.517406813,0.069374667,0.203784311,,
p15_hook_right_post_009,0.384360782,0.446546344,0.263000815,0.298483398,0.281521474,0.228658281,0.050533374,0.052917272,0.049918449,0.54738088,0.875289032,0.776916587,,
p15_hook_right_post_010,0.370432136,0.442049327,0.2443675,0.301174232,0.267822652,0.215079844,0.050832655,0.051681337,0.049317851,0.557168693,0.817547853,0.739434105,,
p15_hook_right_pre_001,0.374924391,0.451127551,0.281241431,0.281723134,0.321565294,0.227966764,0.049641439,0.052391657,0.047913867,0.565179355,0.896520859,0.797118408,,
p15_hook_right_pre_002,0.37931119,0.436557424,0.278439457,0.30421939,0.301387509,0.217639218,0.049829802,0.052545215,0.048558722,0.57567866,0.871272405,0.782594282,,
p15_hook_right_pre_003,0.356820864,0.428657804,0.257270873,0.297689389,0.291627781,0.208115323,0.049996364,0.050716315,0.047999369,0.562238089,0.826805513,0.747435286,,
p15_hook_right_pre_004,0.364372917,0.436161405,0.252473433,0.29471275,0.289315703,0.215450655,0.049669551,0.050421535,0.0480628,0.555320839,0.839424398,0.754193331,,
p15_hook_right_pre_005,0.330997248,0.406211968,0.196548187,0.286234212,0.205942621,0.156907117,0.051821281,0.05077905,0.047640412,0.56151087,0.597306593,0.586567876,,
p15_hook_right_pre_006,0.369132627,0.432410681,0.256371253,0.295648364,0.287242541,0.208179232,0.049852013,0.049579124,0.048036883,0.564469028,0.826620042,0.747974737,,
p15_hook_right_pre_007,0.342856371,0.410642527,0.17819283,0.29850063,0.212541448,0.209011852,0.051163845,0.049131745,0.047636419,0.4959352,0.719788339,0.652632397,,
p15_hook_right_pre_008,0.384574156,0.440934447,0.255377803,0.29881663,0.301843817,0.235128161,0.049954665,0.050074931,0.049302235,0.574087104,0.870277065,0.781420077,,
p15_hook_right_pre_009,0.374943004,0.43244358,0.265301475,0.301771493,0.294895923,0.214359144,0.049810083,0.049347463,0.049112384,0.556274331,0.864920575,0.772326702,,
p15_hook_right_pre_010,0.365712101,0.435532186,0.255482328,0.305037286,0.292470935,0.203849636,0.049897085,0.051793631,0.048395804,0.551272421,0.845746632,0.757404369,,
AVG,0.348133939,0.42124543,0.237822473,0.285214022,0.256785701,0.212587774,0.050553164,0.051034487,0.048251767,0.550462837,0.766944367,0.701999908,,
