hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p18_hook_left_main_001,0.337827708,0.442751565,0.259272573,0.239515353,0.337060212,0.171460205,0.072400563,0.068035867,0.047623672,0.611462286,0.688781682,0.665585863,0.732068795,-0.043087537
p18_hook_left_main_002,0.351354747,0.47535579,0.238936604,0.270779299,0.358480831,0.201746893,0.073088378,0.071579482,0.047628089,0.612114762,0.766782921,0.720382473,0.674842065,
p18_hook_left_main_003,0.348288008,0.490210898,0.264251797,0.284751885,0.311117092,0.166079486,0.068769221,0.066025673,0.04762752,0.61163989,0.744193584,0.704427476,0.717929602,
p18_hook_left_main_004,0.302852394,0.44273962,0.170737466,0.245709763,0.305834296,0.137610132,0.072541977,0.070661198,0.047620026,0.622199913,0.51412871,0.546550071,,
p18_hook_left_main_005,0.336697649,0.470604947,0.283583112,0.250733927,0.33024984,0.198966206,0.071550179,0.065684114,0.047621117,0.560823762,0.808687218,0.734328181,,
p18_hook_left_main_006,0.339182335,0.477675,0.308423294,0.280519096,0.326815869,0.198738889,0.071217574,0.066139648,0.047703794,0.592471949,0.833889468,0.761464212,,
p18_hook_left_main_007,0.366769037,0.489412725,0.285063483,0.298993652,0.360079687,0.249038869,0.072027178,0.069512383,0.047694354,0.636263372,0.880817597,0.807451329,,
p18_hook_left_main_008,0.361104431,0.480782708,0.288762022,0.271309438,0.358806034,0.225463491,0.071711472,0.069276423,0.047752667,0.581945187,0.879802549,0.79044534,,
p18_hook_left_main_009,0.369175151,0.488510751,0.28841954,0.266140181,0.325086545,0.210669004,0.071408753,0.065153646,0.047688127,0.576333919,0.84803514,0.766524774,,
p18_hook_left_main_010,0.264784206,0.381106478,0.215402989,0.200783782,0.241206147,0.14380884,0.071619105,0.066533041,0.047619073,0.602065294,0.41625902,0.472000903,,
p18_hook_left_main_011,0.366670741,0.499122055,0.283373422,0.310402404,0.284540522,0.203835641,0.0736917,0.068116285,0.047703814,0.604820759,0.810671193,0.748916063,,
p18_hook_left_main_012,0.349268867,0.499273694,0.266033189,0.305606708,0.295447069,0.182676386,0.073433822,0.066972937,0.04763057,0.625054622,0.75111297,0.713295466,,
p18_hook_left_main_013,0.362884914,0.497239242,0.296964146,0.305143895,0.306153584,0.219504782,0.072110582,0.065546453,0.047668844,0.617735167,0.843402068,0.775701998,,
p18_hook_left_main_014,0.353248882,0.435906052,0.243698161,0.254417882,0.338539686,0.197677566,0.069811584,0.06546949,0.047656994,0.556156886,0.779029975,0.712168049,,
p18_hook_left_main_015,0.374178507,0.468679031,0.285572577,0.302471497,0.345829822,0.193619579,0.071541549,0.067773308,0.047696247,0.602167077,0.846070635,0.772899567,,
p18_hook_left_main_016,0.350671879,0.496093844,0.30875918,0.300968595,0.270824841,0.185546063,0.071139963,0.066336663,0.047637221,0.583430616,0.811536827,0.743104964,,
p18_hook_left_main_017,0.329730533,0.423981216,0.32495137,0.21789115,0.310290869,0.171618932,0.078129291,0.063103101,0.047627653,0.542241865,0.758058322,0.693313385,,
p18_hook_left_main_018,0.367742318,0.498191583,0.29577784,0.29814891,0.34093529,0.232562514,0.078655156,0.068880155,0.047713814,0.647611093,0.844366903,0.78534016,,
p18_hook_left_main_019,0.366012924,0.476416642,0.294423815,0.244080813,0.319645562,0.183625431,0.070788978,0.066064848,0.047634479,0.567657602,0.798360552,0.729149667,,
p18_hook_left_main_020,0.374498817,0.49238511,0.281551001,0.296924423,0.361899577,0.268097709,0.074486174,0.069112657,0.047726149,0.621685366,0.914316242,0.826526979,,
p18_hook_left_main_021,0.335858804,0.478566752,0.257161337,0.275757718,0.255465131,0.160192237,0.071633318,0.06750306,0.047624947,0.613094122,0.652350017,0.640573249,,
p18_hook_left_main_022,0.360370413,0.484962536,0.256702327,0.27293455,0.30343867,0.19913341,0.071756865,0.069647464,0.047633692,0.637436016,0.722050216,0.696665956,,
p18_hook_left_main_023,0.368086093,0.492166076,0.262369178,0.284028403,0.311155958,0.220418856,0.071202848,0.068472629,0.047714586,0.610769139,0.799440575,0.742839144,,
p18_hook_left_main_024,0.36881089,0.497251632,0.301698001,0.275467027,0.292842864,0.173766067,0.070474045,0.06631831,0.04770644,0.569550791,0.812731416,0.739777229,,
p18_hook_left_main_025,0.385178771,0.481173396,0.290471531,0.287233399,0.374769529,0.281979288,0.073430734,0.069494485,0.047699449,0.635919818,0.925482801,0.838613906,,
p18_hook_left_main_026,0.359769145,0.490292315,0.311509183,0.299235203,0.330611717,0.240973763,0.070120686,0.06726247,0.047677064,0.627499606,0.881638588,0.805396894,,
