hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p02_hook_right_main_001,0.23703935928842973,0.3838971948484048,0.25637786942144586,0.3540188657100562,0.22172636721404326,0.14801419335940297,0.052647990511497864,0.0492376182330091,0.04787917923222678,0.538377025406686,0.694739591961582,0.6478308219951131
p02_hook_right_main_002,0.23217311225724982,0.37952844989487217,0.24670260661324078,0.3433270916799701,0.21752818144917052,0.1410115500198362,0.05351053487393142,0.049951212736652074,0.04782756069189159,0.5410682440061019,0.6549919023910039,0.6208148048755332
p02_hook_right_main_003,0.24796848472765634,0.39148165756317266,0.25982119805304565,0.35965570530314867,0.22603597972457176,0.13889999139046505,0.0534692115650165,0.04945629756790965,0.04792125430989456,0.5434043002926158,0.7035020983503745,0.6554727589330468
p02_hook_right_main_004,0.13509408205826576,0.2740660388752,0.14347069852612346,0.22293697696560194,0.1747703476862474,0.0866826841279726,0.05359888649690067,0.0481932527793207,0.047620831392387916,0.5372271006670756,0.23371283513126725,0.3247671147920097
p02_hook_right_main_005,0.145923006946513,0.29604442324962765,0.15740988537601242,0.2378447497719661,0.19193745246404892,0.08404791691179085,0.05232022697883353,0.04813084430743627,0.047621438053667954,0.5838727447820404,0.24826644247578158,0.3489483331676592
p02_hook_right_main_006,0.22055698942436894,0.372764937173221,0.23108748307272436,0.3044448096545593,0.20485197373639658,0.12801056816290632,0.05211124867739557,0.04940961327209199,0.04793447237329619,0.5599909213817279,0.5463352030708614,0.5504319185641213
p02_hook_right_main_007,0.17097916071235078,0.31870140242821504,0.17846138579432944,0.25669384493478326,0.1753576814244498,0.10586629478069245,0.053069309419493935,0.04870742435737926,0.04762913616646081,0.5616089443104143,0.33916599769871636,0.40589888168222577
p02_hook_right_main_008,0.25035881123673465,0.38699417534409175,0.24825233739326125,0.33436459405428176,0.2260730262805481,0.12480521833700275,0.051867001366995034,0.049969430384366784,0.047914332222822535,0.5829555551684885,0.6110836279001378,0.602645206080643
p02_hook_right_main_009,0.2620140211937557,0.4022787231024355,0.2500877167567288,0.34067866773604183,0.16561151125799536,0.14967276969770196,0.05412563915141629,0.0499977008641066,0.048004901729532964,0.4741269547945386,0.704715113467332,0.6355386658654939
p02_hook_right_main_010,0.2534985410924188,0.3660501108762951,0.23459901969376729,0.34756192741491565,0.22788787556893766,0.16154399479369203,0.055172359902151205,0.05023751364045462,0.048168411702468494,0.5096829117438607,0.7118201280774729,0.6511789631773892
p02_hook_right_main_011,0.22063253647399222,0.33920069274071174,0.21034287449707328,0.28436919543889816,0.14301420036268248,0.13878599690741483,0.055784951306624586,0.049099054625422515,0.04763829395604654,0.4895263202252919,0.507169894656476,0.5018768223271207
p02_hook_right_main_012,0.20285987386215867,0.33185484987601327,0.20221799077669997,0.29214168776422816,0.17816623324357775,0.11397354759329399,0.05232103929400554,0.04837894415134199,0.04762735616592131,0.5481522616512825,0.4490365470870132,0.478771261456294
p02_hook_right_main_013,0.23934897807359884,0.3670044893207447,0.22113700402919423,0.3247265827687852,0.21153390248907816,0.12573713277895052,0.0525673428580107,0.04960188725351953,0.047768232013436135,0.5750904942371959,0.5555021514732265,0.5613786543024173
