straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p16_straight_main_001,0.334161494,0.419047524,0.230996925,0.280834352,0.245080043,0.256466984,0.051707772,0.047914788,0.047625032,0.519803074,0.812057559,0.724381213,0.730554378,-0.056447848
p16_straight_main_002,0.324683133,0.422257783,0.251969576,0.333672478,0.240159077,0.248217002,0.052463419,0.047975625,0.047622779,0.59463813,0.795757602,0.735421761,0.602151856,
p16_straight_main_003,0.311450877,0.375943349,0.197120925,0.190713555,0.188148498,0.192727687,0.051991952,0.047738409,0.047619602,0.518316547,0.540018397,0.533507842,0.658599704,
p16_straight_main_004,0.359362315,0.439579096,0.27006863,0.348656575,0.336705416,0.290956473,0.051068354,0.058000863,0.04930518,0.661087945,0.910246723,0.835499089,,
p16_straight_main_005,0.345776058,0.434667742,0.271331232,0.346647683,0.308347753,0.278692393,0.050316436,0.053987629,0.048358231,0.662830703,0.864407874,0.803934722,,
p16_straight_main_006,0.286657907,0.401868967,0.229286636,0.330974998,0.213007399,0.230229842,0.04978636,0.047699432,0.047808429,0.553928636,0.749443018,0.690788703,,
p16_straight_main_007,0.351810431,0.435731804,0.281477114,0.35041076,0.327830951,0.294980585,0.052908911,0.049629077,0.051377688,0.683149805,0.897976642,0.833528591,,
p16_straight_main_008,0.360503431,0.44838384,0.261193968,0.369637946,0.279616335,0.248829652,0.049791615,0.049961203,0.05046814,0.626999537,0.874219989,0.800053854,,
p16_straight_main_009,0.322758593,0.428612147,0.25892958,0.342003768,0.22836876,0.286584997,0.051255046,0.047921183,0.0476232,0.630028343,0.808597468,0.755026731,,
p16_straight_main_010,0.312256568,0.420457159,0.296868995,0.321237152,0.235886398,0.235817873,0.052598332,0.048274337,0.047637474,0.56888541,0.82701703,0.749577544,,
p16_straight_main_011,0.343338102,0.458175839,0.294974258,0.350068155,0.28049,0.250802969,0.051166434,0.051223468,0.049335061,0.635312231,0.877870452,0.805102985,,
p16_straight_main_012,0.347759625,0.438137737,0.241262578,0.326942736,0.295175682,0.275790268,0.05004268,0.049302363,0.047702152,0.668860803,0.802257969,0.762238819,,
p16_straight_main_013,0.349850539,0.477427134,0.272455814,0.339290877,0.302803074,0.238296908,0.051290062,0.055215839,0.049106685,0.647386806,0.851366708,0.790172738,,
p16_straight_main_014,0.315581162,0.401393707,0.238687946,0.306840089,0.180697557,0.22192838,0.051869408,0.047799369,0.047622552,0.539833972,0.714377324,0.662014318,,
p16_straight_main_015,0.330415735,0.431051515,0.24870066,0.307878829,0.238361257,0.234174052,0.05268367,0.047872438,0.04762214,0.592153951,0.761071982,0.710396573,,
p16_straight_main_016,0.325330771,0.435687928,0.26902595,0.279648476,0.233822493,0.236514351,0.051770643,0.047886966,0.047621189,0.582085304,0.765959739,0.710797408,,
p16_straight_main_017,0.301605314,0.418288955,0.267288155,0.294749208,0.226596192,0.23361564,0.052165641,0.047877041,0.047622043,0.583128737,0.742234789,0.694502974,,
p16_straight_main_018,0.307616958,0.432337161,0.251234194,0.326778013,0.20636926,0.208174006,0.050285646,0.047780233,0.04762091,0.582099308,0.734445683,0.68874177,,
p16_straight_main_019,0.378538047,0.459158083,0.259073608,0.360698358,0.315127936,0.272827733,0.050942997,0.054881281,0.049675627,0.665870229,0.891571993,0.823861464,,
p16_straight_main_020,0.374146944,0.478858762,0.265317721,0.358493874,0.329946651,0.270130243,0.051735588,0.054989749,0.049919165,0.685045063,0.895271713,0.832203718,,
p16_straight_main_021,0.297451225,0.45799668,0.259228856,0.2912464,0.211951207,0.179820312,0.048927357,0.04768498,0.047622406,0.555417964,0.71983716,0.670511402,,
p16_straight_main_022,0.360473422,0.446427797,0.251727307,0.334148017,0.28399177,0.271842049,0.049126752,0.049876364,0.049458694,0.613067533,0.871358627,0.793871299,,
