hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p17_hook_left_main_001,0.305964753,0.499356626,0.299762482,0.264579439,0.19841345,0.15919073,0.069573981,0.071994398,0.047703746,0.429510065,0.798022359,0.687468671,0.66288758,-0.00659383
p17_hook_left_main_002,0.291289885,0.478084058,0.303384632,0.281435384,0.194982462,0.166038793,0.068267801,0.072082035,0.047794821,0.440912588,0.793617502,0.687806028,0.650555268,
p17_hook_left_main_003,0.29786032,0.474841843,0.305745642,0.279721916,0.195502549,0.16056554,0.069205829,0.070137904,0.047667117,0.443914557,0.789023788,0.685491018,0.657149099,
p17_hook_left_main_004,0.306324378,0.489567713,0.30276329,0.265755677,0.198965815,0.194478473,0.069052807,0.071588494,0.04766272,0.466721148,0.795264553,0.696701532,,
p17_hook_left_main_005,0.293415826,0.482224482,0.307429069,0.27633775,0.206332913,0.173442861,0.069333722,0.070887916,0.047673393,0.46203406,0.791239627,0.692477957,,
p17_hook_left_main_006,0.287699538,0.478635827,0.309750515,0.274263907,0.198728306,0.197830481,0.068685508,0.07036634,0.047667316,0.483889984,0.782691532,0.693051067,,
p17_hook_left_main_007,0.307578401,0.477732444,0.303245608,0.283876145,0.185990473,0.16373699,0.068864771,0.069152996,0.047694678,0.470759145,0.762476597,0.674961361,,
p17_hook_left_main_008,0.290583366,0.463151359,0.305049035,0.287218575,0.184304837,0.164911147,0.069623699,0.068606099,0.04770791,0.471835778,0.750012932,0.666559786,,
p17_hook_left_main_009,0.28570479,0.460778458,0.311375727,0.271267707,0.182877,0.160540465,0.068739352,0.068892795,0.047633691,0.4672161,0.736850315,0.65596005,,
p17_hook_left_main_010,0.291149915,0.484381437,0.309291719,0.295788288,0.189033428,0.160329605,0.069735368,0.0725813,0.047884031,0.456510831,0.785674642,0.686925499,,
