hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p11_hook_right_main_001,0.363482788,0.42948661,0.253694165,0.325608256,0.249039715,0.273538592,0.048043389,0.047841319,0.047789804,0.595975625,0.846799762,0.771552521,0.738735444,-0.054528028
p11_hook_right_main_002,0.363363608,0.44762738,0.251055347,0.370258336,0.283918673,0.298988382,0.048102166,0.047819161,0.048872334,0.655818195,0.895799369,0.823805017,0.763397881,
p11_hook_right_main_003,0.336500137,0.433519882,0.273121065,0.375317845,0.277382935,0.26770422,0.048206186,0.048124645,0.048634176,0.627085782,0.891617715,0.812258135,0.817925909,
p11_hook_right_main_004,0.299383361,0.34699224,0.205028506,0.304926147,0.176521746,0.20298571,0.0485432,0.047792063,0.047622763,0.491872182,0.66604792,0.613795198,,
p11_hook_right_main_005,0.360236089,0.441665346,0.251707949,0.355667634,0.302325143,0.28482979,0.048772945,0.047787501,0.047812559,0.641919678,0.89482745,0.818955118,,
p11_hook_right_main_006,0.335519929,0.437497033,0.255872494,0.369567304,0.13918629,0.269675025,0.048628646,0.048520701,0.047854693,0.536945227,0.829530562,0.741754961,,
p11_hook_right_main_007,0.348170242,0.443170292,0.258476655,0.374518508,0.27805504,0.28213722,0.048578079,0.049799912,0.048831759,0.630437003,0.896459553,0.816652788,,
p11_hook_right_main_008,0.31448025,0.350275856,0.218189747,0.301900524,0.178375968,0.238890046,0.050260314,0.048033983,0.047623789,0.495558915,0.71595555,0.64983656,,
p11_hook_right_main_009,0.320219331,0.347279371,0.215204529,0.312826039,0.180887527,0.253297347,0.049421384,0.047894698,0.047810034,0.521925374,0.718547888,0.659561134,,
p11_hook_right_main_010,0.323665831,0.351407191,0.221127023,0.302614909,0.176318214,0.238081468,0.049516731,0.047817602,0.047903529,0.500428001,0.722319423,0.655751997,,
p11_hook_right_main_011,0.355942082,0.44182699,0.285312341,0.367136814,0.252441501,0.268678753,0.048818107,0.047868267,0.048598081,0.59470541,0.917331073,0.820543374,,
