uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p21_uppercut_right_main_001,0.300397626,0.410314329,0.239067972,0.235088834,0.239640066,0.211256318,0.048061283,0.048044132,0.047635233,0.582423374,0.637225969,0.62078519,0.569534765,0.173675921
p21_uppercut_right_main_002,0.257146933,0.401173733,0.167272293,0.201417532,0.207823002,0.210537875,0.048156174,0.047847849,0.047621006,0.579736702,0.476328855,0.507351209,0.647222309,
p21_uppercut_right_main_003,0.28973064,0.385599753,0.241785059,0.261696437,0.218301987,0.202435241,0.047846877,0.047712471,0.047622032,0.49060648,0.710677505,0.644656198,0.473546387,
p21_uppercut_right_main_004,0.19057909,0.311402367,0.11829005,0.122251457,0.128783179,0.152949971,0.047881039,0.047687135,0.047619818,0.562607164,0.150765332,0.274317882,,
p21_uppercut_right_main_005,0.260959114,0.436993127,0.226051679,0.230252603,0.230441383,0.218890172,0.048077704,0.048322567,0.047635051,0.566367997,0.623917628,0.606652739,,
p21_uppercut_right_main_006,0.208449474,0.348404152,0.170647903,0.21004977,0.184437929,0.208606156,0.048079972,0.04775849,0.047620032,0.560439391,0.430628913,0.469572057,,
p21_uppercut_right_main_007,0.248158692,0.364505087,0.226107818,0.25302664,0.202454051,0.196910807,0.047827025,0.047658032,0.047622727,0.443929228,0.684095887,0.612045889,,
p21_uppercut_right_main_008,0.117166344,0.23829606,0.094214453,0.087805951,0.087639803,0.119168959,0.047817262,0.047689733,0.047619049,0.473283709,0.031976122,0.164368398,,
p21_uppercut_right_main_009,0.302211966,0.375708196,0.232694107,0.262159062,0.2554563,0.246590076,0.047883748,0.047687728,0.047647391,0.497966599,0.781736498,0.696605528,,
p21_uppercut_right_main_010,0.212369959,0.322602706,0.171778907,0.21650384,0.242767091,0.180040785,0.04800978,0.048047428,0.047620465,0.522978029,0.49797158,0.505473515,,
p21_uppercut_right_main_011,0.29202241,0.372207661,0.244027538,0.2865218,0.273294321,0.208962206,0.047801605,0.047689524,0.047625891,0.547449754,0.741096197,0.683002264,,
p21_uppercut_right_main_012,0.25329823,0.429216217,0.280146545,0.240479897,0.298104336,0.200066005,0.048339857,0.049131874,0.047741708,0.630305585,0.664819597,0.654465393,,
p21_uppercut_right_main_013,0.236267568,0.373862585,0.282294766,0.282688669,0.240821294,0.262465276,0.048249117,0.047901648,0.048465923,0.516131142,0.79237594,0.709502501,,
p21_uppercut_right_main_014,0.268595888,0.388528539,0.235049304,0.266398895,0.257013578,0.202637738,0.047998547,0.047681514,0.047631679,0.51705316,0.713881449,0.654832963,,
p21_uppercut_right_main_015,0.122441335,0.217644478,0.094534685,0.090987223,0.084089326,0.125118371,0.047868156,0.047703315,0.047619048,0.496410495,0.007555307,0.154211863,,
p21_uppercut_right_main_016,0.319906964,0.457228595,0.264013688,0.270148964,0.328675068,0.232666853,0.048337538,0.051730237,0.048491004,0.62540914,0.789911455,0.740560761,,
p21_uppercut_right_main_017,0.231868409,0.318439257,0.199620184,0.269024115,0.20502998,0.212818988,0.048263495,0.047896642,0.047704586,0.493727867,0.609413329,0.57470769,,
p21_uppercut_right_main_018,0.331237541,0.47443043,0.28406082,0.302430369,0.344949364,0.265512564,0.048529988,0.054674352,0.053842858,0.636568721,0.884372244,0.810031187,,
